date,Open,High,Low,Close,Volume,aVWAP_BoS_CHoCH_bull_422,aVWAP_BoS_CHoCH_bull_562,aVWAP_BoS_CHoCH_bear_114,aVWAP_BoS_CHoCH_bear_168,aVWAP_BoS_CHoCH_bear_227,aVWAP_BoS_CHoCH_bear_537,aVWAP_BoS_CHoCH_bear_676,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,MA_Cross_Count,MA_Avg_Deviation_Z,MA_Oscillation_Score,BoS,CHoCH,BoS_CHoCH_Price,BoS_CHoCH_Break_Index
2025-01-16 15:00:00+00:00,20.02,20.085,19.885,19.945,73205.0,,,,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0
2025-01-16 16:00:00+00:00,19.945,20.135,19.94,20.1,52989.0,,,,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0
2025-01-16 17:00:00+00:00,20.105,20.145,20.04,20.105,35858.0,,,,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0
2025-01-16 18:00:00+00:00,20.105,20.165,20.025,20.115,67089.0,,,,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0
2025-01-16 19:00:00+00:00,20.115,20.17,20.05,20.155,92472.0,,,,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0
2025-01-16 20:00:00+00:00,20.155,20.295,20.15,20.24,340629.0,,,,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0
2025-01-17 15:00:00+00:00,20.21,20.29,20.115,20.17,72005.0,,,,,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0
2025-01-17 16:00:00+00:00,20.165,20.335,20.165,20.245,106458.0,,,,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0
2025-01-17 17:00:00+00:00,20.245,20.25,20.19,20.215,131403.0,,,,,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0
2025-01-17 18:00:00+00:00,20.215,20.24,20.19,20.215,67333.0,,,,,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0
2025-01-17 19:00:00+00:00,20.215,20.255,20.165,20.17,68235.0,,,,,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0
2025-01-17 20:00:00+00:00,20.175,20.295,20.16,20.28,175133.0,,,,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0
2025-01-20 15:00:00+00:00,20.28,20.28,20.28,20.28,0.0,,,,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0
2025-01-20 16:00:00+00:00,20.28,20.28,20.28,20.28,0.0,,,,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0
2025-01-20 17:00:00+00:00,20.28,20.28,20.28,20.28,0.0,,,,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0
2025-01-20 18:00:00+00:00,20.28,20.28,20.28,20.28,0.0,,,,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0
2025-01-20 19:00:00+00:00,20.28,20.28,20.28,20.28,0.0,,,,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0
2025-01-20 20:00:00+00:00,20.28,20.28,20.28,20.28,0.0,,,,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0
2025-01-21 15:00:00+00:00,20.495,20.705,20.41,20.665,66411.0,,,,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0
2025-01-21 16:00:00+00:00,20.665,20.785,20.61,20.75,84151.0,,,,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0
2025-01-21 17:00:00+00:00,20.755,20.785,20.735,20.775,74984.0,,,,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0
2025-01-21 18:00:00+00:00,20.775,21.02,20.77,20.935,131624.0,,,,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0
2025-01-21 19:00:00+00:00,20.935,20.94,20.84,20.895,152572.0,,,,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0
2025-01-21 20:00:00+00:00,20.895,20.945,20.81,20.91,255336.0,,,,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0
2025-01-22 15:00:00+00:00,21.185,21.34,21.085,21.31,137818.0,,,,,,,,21.245,"rgba(38, 166, 154, 1.0)",,21.245,,0,,,0.0,0.0,0.0,0.0
2025-01-22 16:00:00+00:00,21.305,21.31,21.22,21.29,162093.0,,,,,,,,21.2603133262868,"rgba(38, 166, 154, 1.0)",,21.2603133262868,,0,,,0.0,0.0,0.0,0.0
2025-01-22 17:00:00+00:00,21.295,21.31,21.045,21.075,145737.0,,,,,,,,21.222058216350124,"rgba(38, 166, 154, 1.0)",,21.222058216350124,,0,,,0.0,0.0,0.0,0.0
