date,Open,High,Low,Close,Volume,aVWAP_BoS_CHoCH_bull_129,aVWAP_BoS_CHoCH_bear_292,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,MA_Cross_Count,MA_Avg_Deviation_Z,MA_Oscillation_Score,BoS,CHoCH,BoS_CHoCH_Price,BoS_CHoCH_Break_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI
2023-12-01 17:00:00+00:00,2.27,2.365,2.265,2.355,805.0,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,
2023-12-04 17:00:00+00:00,2.37,2.37,2.22,2.225,100.0,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,
2023-12-05 17:00:00+00:00,2.12,2.12,2.045,2.07,553.0,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,
2023-12-06 17:00:00+00:00,2.07,2.175,2.07,2.175,301.0,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,10.130427014472033,-40.88261568697517,False,False,False,True,True,
2023-12-07 17:00:00+00:00,2.21,2.21,2.13,2.18,1579.0,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,17.255760631337964,-35.077641052664156,False,False,False,True,True,
2023-12-08 17:00:00+00:00,2.24,2.24,2.2,2.22,451.0,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,24.883013009529492,-28.964807593766842,False,False,False,True,True,
2023-12-11 17:00:00+00:00,2.22,2.22,2.16,2.16,100.0,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,27.621705334647753,-27.31529978537685,False,False,False,True,True,
2023-12-12 17:00:00+00:00,2.09,2.09,2.09,2.09,1.0,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,27.383267459578207,-27.31529978537685,False,False,False,True,True,
2023-12-13 17:00:00+00:00,2.09,2.09,2.09,2.09,0.0,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,27.22430887619851,-27.31529978537685,False,False,False,True,True,
2023-12-14 17:00:00+00:00,2.06,2.07,1.995,1.995,1150.0,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,24.937079273652238,-27.31529978537685,False,False,False,True,False,
2023-12-15 17:00:00+00:00,1.96,1.985,1.96,1.98,128.0,,,1.9750000000000003,"rgba(38, 166, 154, 1.0)",,1.9750000000000003,,0,,,0.0,0.0,0.0,0.0,23.131174778872914,-27.31529978537685,False,False,False,True,False,
2023-12-18 17:00:00+00:00,2.03,2.03,2.01,2.02,206.0,,,2.002754491017964,"rgba(239, 83, 80, 1.0)",,2.002754491017964,,0,,,0.0,0.0,0.0,0.0,24.89178956072985,-27.31529978537685,False,False,False,True,False,
2023-12-19 17:00:00+00:00,2.02,2.03,1.99,2.0,575.0,,,2.005229189585625,"rgba(239, 83, 80, 1.0)",,2.005229189585625,,0,,,0.0,0.0,0.0,0.0,25.51126768980217,-27.31529978537685,False,False,False,True,False,
2023-12-20 17:00:00+00:00,2.06,2.06,2.06,2.06,0.0,,,2.005229189585625,"rgba(38, 166, 154, 1.0)",,2.005229189585625,,0,,,0.0,0.0,0.0,0.0,29.951423894986494,-25.60704610924217,False,False,False,True,True,
2023-12-21 17:00:00+00:00,2.265,2.31,2.265,2.285,200.0,,,2.0559843703035767,"rgba(38, 166, 154, 1.0)",,2.0559843703035767,,0,,,0.0,0.0,0.0,0.0,41.27763019508203,-15.256700481884792,False,False,False,True,True,
2023-12-22 17:00:00+00:00,2.4,2.46,2.4,2.435,53.0,,,2.25239314400459,"rgba(38, 166, 154, 1.0)",,2.25239314400459,,0,,,0.0,0.0,0.0,0.0,51.65776393391964,-6.2777577204046935,False,False,True,False,True,
2023-12-25 17:00:00+00:00,2.435,2.435,2.435,2.435,0.0,,,2.25239314400459,"rgba(38, 166, 154, 1.0)",,2.25239314400459,,0,,,0.0,0.0,0.0,0.0,58.57785309314471,-0.6290188364379645,False,False,True,False,True,
2023-12-26 17:00:00+00:00,2.435,2.435,2.4,2.4,103.0,,,2.259573325225499,"rgba(38, 166, 154, 1.0)",,2.259573325225499,,0,,,0.0,0.0,0.0,0.0,61.62273146702991,1.6659824010766826,False,False,True,False,True,
2023-12-27 17:00:00+00:00,2.35,2.36,2.305,2.305,21.0,,,2.2557480164483223,"rgba(38, 166, 154, 1.0)",,2.2557480164483223,,0,,,0.0,0.0,0.0,0.0,59.91574611048579,1.6659824010766826,False,False,True,False,True,
2023-12-28 17:00:00+00:00,2.305,2.305,2.305,2.305,0.0,,,2.2557480164483223,"rgba(38, 166, 154, 1.0)",,2.2557480164483223,,0,,,0.0,0.0,0.0,0.0,58.777755872789726,1.6659824010766826,False,False,True,False,True,
2023-12-29 17:00:00+00:00,2.335,2.335,2.3,2.3,197.0,,,2.244365832675251,"rgba(38, 166, 154, 1.0)",,2.244365832675251,,0,,,0.0,0.0,0.0,0.0,57.81365176930919,1.6659824010766826,False,False,True,False,False,
2024-01-01 17:00:00+00:00,2.3,2.3,2.3,2.3,0.0,,,2.244365832675251,"rgba(38, 166, 154, 1.0)",,2.244365832675251,,0,,,0.0,0.0,0.0,0.0,57.17091570032216,1.6659824010766826,False,False,True,False,False,
2024-01-02 17:00:00+00:00,2.3,2.3,2.285,2.285,13.0,,,2.243929826364419,"rgba(38, 166, 154, 1.0)",,2.243929826364419,,0,,,0.0,0.0,0.0,0.0,56.001572772159825,1.6659824010766826,False,False,True,False,False,
2024-01-03 17:00:00+00:00,2.325,2.37,2.32,2.37,600.0,,,2.275040536919521,"rgba(38, 166, 154, 1.0)",,2.275040536919521,,0,,,0.0,0.0,0.0,0.0,58.34597687609215,1.6659824010766826,False,False,True,False,False,
2024-01-04 17:00:00+00:00,2.37,2.37,2.35,2.355,86.0,,,2.2784149433972045,"rgba(38, 166, 154, 1.0)",,2.2784149433972045,,0,,,0.0,0.0,0.0,0.0,59.097793095474074,1.6659824010766826,False,False,True,False,False,
2024-01-05 17:00:00+00:00,2.34,2.34,2.34,2.34,0.0,,,2.2784149433972045,"rgba(38, 166, 154, 1.0)",,2.2784149433972045,,0,,,0.0,0.0,0.0,0.0,58.758233792022125,1.949606363710231,False,False,True,False,False,
2024-01-08 17:00:00+00:00,2.33,2.385,2.33,2.37,97.0,,,2.282108992798111,"rgba(38, 166, 154, 1.0)",,2.282108992798111,,0,,,0.0,0.0,0.0,0.0,59.72840816156908,3.4946476980074195,False,False,True,False,False,
