date,Open,High,Low,Close,Volume,MA_Cross_Count,MA_Avg_Deviation_Z,MA_Oscillation_Score,Peaks_Valleys_avg
2023-11-27 17:00:00+00:00,69.01,69.4,68.915,69.225,16183.0,0,,,
2023-11-28 17:00:00+00:00,69.15,69.15,68.51,68.69,13909.0,0,,,
2023-11-29 17:00:00+00:00,68.925,68.955,68.475,68.5,20237.0,0,,,
2023-11-30 17:00:00+00:00,69.39,70.45,69.285,70.345,30406.0,0,,,
2023-12-01 17:00:00+00:00,70.515,70.62,69.99,70.01,31732.0,0,,,
2023-12-04 17:00:00+00:00,70.485,70.845,70.45,70.705,13976.0,0,,,
2023-12-05 17:00:00+00:00,70.795,70.84,70.2,70.285,10199.0,0,,,
2023-12-06 17:00:00+00:00,69.66,69.74,69.295,69.47,7134.0,0,,,
2023-12-07 17:00:00+00:00,69.06,69.09,68.57,68.69,19439.0,0,,,
2023-12-08 17:00:00+00:00,68.64,68.92,68.52,68.82,7869.0,0,,,
2023-12-11 17:00:00+00:00,69.58,69.845,69.545,69.675,8589.0,0,,,
2023-12-12 17:00:00+00:00,70.355,70.375,69.81,69.96,7584.0,0,,,
2023-12-13 17:00:00+00:00,69.9,70.395,69.73,70.305,22006.0,0,,,
2023-12-14 17:00:00+00:00,69.36,69.6,68.595,68.73,31167.0,0,,,
2023-12-15 17:00:00+00:00,67.77,68.09,67.2,68.05,22853.0,0,,,67.78
2023-12-18 17:00:00+00:00,68.57,68.645,68.31,68.51,10165.0,0,,,67.99806918448523
2023-12-19 17:00:00+00:00,68.87,69.02,68.745,68.88,17259.0,0,,,68.3013889717631
2023-12-20 17:00:00+00:00,68.875,69.07,68.105,68.105,9135.0,0,,,68.32065127134811
2023-12-21 17:00:00+00:00,67.975,68.56,67.86,68.53,14912.0,0,,,68.31985181995947
2023-12-22 17:00:00+00:00,68.72,68.845,68.58,68.755,6557.0,0,,,68.35283218555655
2023-12-25 17:00:00+00:00,68.755,68.755,68.755,68.755,0.0,0,,,68.35283218555655
2023-12-26 17:00:00+00:00,68.86,69.23,68.86,69.0,4808.0,0,,,68.3908279942583
2023-12-27 17:00:00+00:00,69.05,69.245,68.95,69.13,5056.0,0,,,68.43080492956453
2023-12-28 17:00:00+00:00,69.45,69.63,69.38,69.47,12043.0,0,,,68.55529445719993
2023-12-29 17:00:00+00:00,69.295,69.69,69.21,69.63,7727.0,0,,,68.62204566499268
2024-01-01 17:00:00+00:00,69.63,69.63,69.63,69.63,0.0,0,,,68.62204566499268
2024-01-02 17:00:00+00:00,70.125,70.43,69.99,70.42,10629.0,0,,,68.76751218935041
2024-01-03 17:00:00+00:00,70.75,70.885,70.23,70.27,7827.0,0,,,68.87032714072672
2024-01-04 17:00:00+00:00,70.975,71.2,70.68,70.7,7205.0,0,,,68.9755996773783
