date,Open,High,Low,Close,Volume,aVWAP_BoS_CHoCH_bear_151,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,MA_Cross_Count,MA_Avg_Deviation_Z,MA_Oscillation_Score,BoS,CHoCH,BoS_CHoCH_Price,BoS_CHoCH_Break_Index
2023-11-27 17:00:00+00:00,1.785,1.795,1.77,1.77,28974.0,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0
2023-11-28 17:00:00+00:00,1.76,1.78,1.75,1.76,23596.0,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0
2023-11-29 17:00:00+00:00,1.815,1.82,1.79,1.8,33992.0,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0
2023-11-30 17:00:00+00:00,1.765,1.805,1.76,1.795,43363.0,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0
2023-12-01 17:00:00+00:00,1.825,1.91,1.81,1.895,75319.0,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0
2023-12-04 17:00:00+00:00,2.06,2.085,2.01,2.055,137940.0,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0
2023-12-05 17:00:00+00:00,1.895,1.895,1.85,1.865,120171.0,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0
2023-12-06 17:00:00+00:00,1.885,1.885,1.83,1.83,138225.0,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0
2023-12-07 17:00:00+00:00,1.825,1.865,1.82,1.855,182625.0,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0
2023-12-08 17:00:00+00:00,1.885,1.92,1.865,1.915,172093.0,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0
2023-12-11 17:00:00+00:00,1.865,1.89,1.83,1.84,108888.0,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0
2023-12-12 17:00:00+00:00,1.785,1.795,1.77,1.79,38857.0,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0
2023-12-13 17:00:00+00:00,1.775,1.92,1.76,1.9,99224.0,,1.86,"rgba(38, 166, 154, 1.0)",,1.86,,0,,,0.0,0.0,0.0,0.0
2023-12-14 17:00:00+00:00,2.105,2.11,2.02,2.05,266827.0,,2.005786789272533,"rgba(38, 166, 154, 1.0)",,2.005786789272533,,0,,,0.0,0.0,0.0,0.0
2023-12-15 17:00:00+00:00,2.045,2.07,2.045,2.05,194002.0,,2.0228342139047557,"rgba(38, 166, 154, 1.0)",,2.0228342139047557,,0,,,0.0,0.0,0.0,0.0
2023-12-18 17:00:00+00:00,1.995,2.01,1.955,1.985,216953.0,,2.0118049109873883,"rgba(38, 166, 154, 1.0)",,2.0118049109873883,,0,,,0.0,0.0,0.0,0.0
2023-12-19 17:00:00+00:00,2.015,2.05,1.995,2.045,243003.0,,2.0161396386371755,"rgba(38, 166, 154, 1.0)",,2.0161396386371755,,0,,,0.0,0.0,0.0,0.0
2023-12-20 17:00:00+00:00,2.105,2.125,1.98,1.995,317730.0,,2.02022335946449,"rgba(38, 166, 154, 1.0)",,2.02022335946449,,0,,,0.0,0.0,0.0,0.0
2023-12-21 17:00:00+00:00,1.995,2.04,1.97,2.035,205264.0,,2.0195285016728204,"rgba(38, 166, 154, 1.0)",,2.0195285016728204,,0,,,0.0,0.0,0.0,0.0
2023-12-22 17:00:00+00:00,2.27,2.285,2.17,2.185,119065.0,,2.033412032480019,"rgba(38, 166, 154, 1.0)",,2.033412032480019,,0,,,0.0,0.0,0.0,0.0
2023-12-25 17:00:00+00:00,2.185,2.185,2.185,2.185,0.0,,2.033412032480019,"rgba(38, 166, 154, 1.0)",,2.033412032480019,,0,,,0.0,0.0,0.0,0.0
2023-12-26 17:00:00+00:00,2.275,2.33,2.245,2.29,202871.0,,2.061142772855663,"rgba(38, 166, 154, 1.0)",,2.061142772855663,,0,,,0.0,0.0,0.0,0.0
2023-12-27 17:00:00+00:00,2.325,2.345,2.235,2.24,162886.0,,2.0781870797529374,"rgba(38, 166, 154, 1.0)",,2.0781870797529374,,0,,,0.0,0.0,0.0,0.0
2023-12-28 17:00:00+00:00,2.465,2.49,2.385,2.415,66483.0,,2.2596776226323922,"rgba(38, 166, 154, 1.0)",,2.2596776226323922,,0,,,0.0,0.0,0.0,0.0
2023-12-29 17:00:00+00:00,2.305,2.335,2.295,2.305,41621.0,,2.2390639256865548,"rgba(38, 166, 154, 1.0)",,2.2390639256865548,,0,,,0.0,0.0,0.0,0.0
2024-01-01 17:00:00+00:00,2.305,2.305,2.305,2.305,0.0,,2.2390639256865548,"rgba(38, 166, 154, 1.0)",,2.2390639256865548,,0,,,0.0,0.0,0.0,0.0
2024-01-02 17:00:00+00:00,2.325,2.325,2.19,2.22,113974.0,,2.207114890429054,"rgba(38, 166, 154, 1.0)",,2.207114890429054,,0,,,0.0,0.0,0.0,0.0
2024-01-03 17:00:00+00:00,2.185,2.43,2.17,2.3,405018.0,,2.21810857490727,"rgba(38, 166, 154, 1.0)",,2.21810857490727,,0,,,0.0,0.0,0.0,0.0
2024-01-04 17:00:00+00:00,2.265,2.31,2.245,2.29,60329.0,,2.218770492420971,"rgba(38, 166, 154, 1.0)",,2.218770492420971,,0,,,0.0,0.0,0.0,0.0
