date,Close,High,Low,Open,Volume,MA_Cross_Count,MA_Avg_Deviation_Z,MA_Oscillation_Score,Peaks_Valleys_avg
2022-01-03 00:00:00+00:00,9.96,9.97,9.94,9.94,102012,0,,,
2022-01-04 00:00:00+00:00,9.95,9.96,9.94,9.95,257475,0,,,
2022-01-05 00:00:00+00:00,9.96,9.97,9.94,9.95,531282,0,,,
2022-01-06 00:00:00+00:00,9.94,9.96,9.93,9.93,150445,0,,,
2022-01-07 00:00:00+00:00,9.96,9.96,9.94,9.96,320833,0,,,
2022-01-10 00:00:00+00:00,9.96,9.97,9.96,9.97,873425,0,,,
2022-01-11 00:00:00+00:00,9.97,9.975,9.96,9.96,180115,0,,,
2022-01-12 00:00:00+00:00,9.96,9.98,9.96,9.97,411663,0,,,
2022-01-13 00:00:00+00:00,9.96,9.98,9.96,9.97,1159704,0,,,
2022-01-14 00:00:00+00:00,9.96,9.98,9.96,9.97,854827,0,,,
2022-01-18 00:00:00+00:00,9.96,9.98,9.95,9.95,851364,0,,,
2022-01-19 00:00:00+00:00,9.95,9.975,9.95,9.97,1187493,0,,,
2022-01-20 00:00:00+00:00,9.96,9.98,9.96,9.97,1090063,0,,,
2022-01-21 00:00:00+00:00,9.97,9.99,9.96,9.96,1102117,0,,,9.973333333333333
2022-01-24 00:00:00+00:00,9.98,9.98,9.96,9.96,2181667,0,,,9.973333333333334
2022-01-25 00:00:00+00:00,9.97,9.98,9.97,9.97,521676,0,,,9.973333333333334
2022-01-26 00:00:00+00:00,9.98,9.99,9.97,9.98,1050612,0,,,9.977387833898124
2022-01-27 00:00:00+00:00,8.19,9.69,7.81,9.69,983361,0,,,9.51608778166295
2022-01-28 00:00:00+00:00,8.68,9.6,8.09,8.18,804253,0,,,9.387200865367948
2022-01-31 00:00:00+00:00,8.18,8.86,8.18,8.63,286758,0,,,9.327853298831098
2022-02-01 00:00:00+00:00,8.13,8.38,8.0301,8.18,205760,0,,,9.279875388254965
2022-02-02 00:00:00+00:00,7.85,8.25,7.71,8.16,198721,0,,,9.227548694501753
2022-02-03 00:00:00+00:00,7.68,8.23,7.64,7.86,224525,0,,,9.169828407614395
2022-02-04 00:00:00+00:00,7.08,8.19,6.94,8.03,613846,0,,,8.988205943286331
2022-02-07 00:00:00+00:00,7.09,7.67,7.08,7.25,449199,0,,,8.870214772111929
2022-02-08 00:00:00+00:00,6.08,7.32,6.02,7.25,1084475,0,,,8.527346346525409
2022-02-09 00:00:00+00:00,5.49,6.43,5.08,6.43,2722510,0,,,7.779543915133885
2022-02-10 00:00:00+00:00,5.59,5.93,5.25,5.26,888162,0,,,7.609602724491353
2022-02-11 00:00:00+00:00,5.41,5.71,5.33,5.71,515936,0,,,7.518043175754016
2022-02-14 00:00:00+00:00,5.0,5.47,4.8,5.42,960894,0,,,7.337440915565475
2022-02-15 00:00:00+00:00,5.03,5.1999,4.97,5.16,323415,0,,,7.282090763318507
2022-02-16 00:00:00+00:00,5.0,5.1299,4.9,5.05,308757,0,,,7.230439378665775
2022-02-17 00:00:00+00:00,5.06,5.43,4.9,5.0,1494184,0,,,7.022996620010973
2022-02-18 00:00:00+00:00,4.95,5.76,4.9,5.01,1361333,0,,,6.873349641494491
2022-02-22 00:00:00+00:00,4.91,5.02,4.74,4.88,398449,0,,,6.826616952984869
2022-02-23 00:00:00+00:00,4.89,5.15,4.85,4.88,202832,0,,,6.804561026071809
2022-02-24 00:00:00+00:00,4.38,4.73,4.32,4.72,516394,0,,,6.736188646311469
2022-02-25 00:00:00+00:00,5.02,5.15,4.4,4.4,659061,0,,,6.668559208517896
2022-02-28 00:00:00+00:00,4.7,5.2311,4.7,4.9,468310,0,,,6.623935466062798
2022-03-01 00:00:00+00:00,4.71,4.93,4.65,4.86,281762,0,,,6.596441438135223
2022-03-02 00:00:00+00:00,4.62,4.8,4.55,4.76,213398,0,,,6.574955931523961
2022-03-03 00:00:00+00:00,4.49,4.84,4.46,4.65,200668,0,,,6.554556755703692
2022-03-04 00:00:00+00:00,4.4,4.54,4.3,4.46,372537,0,,,5.813971053513785
2022-03-07 00:00:00+00:00,5.68,5.94,4.56,4.7,1643498,0,,,6.023791868469059
2022-03-08 00:00:00+00:00,6.07,6.68,5.29,5.34,1441686,0,,,6.118564617254343
2022-03-09 00:00:00+00:00,6.41,6.64,5.94,6.16,669281,0,,,6.15996369219672
2022-03-10 00:00:00+00:00,6.92,7.2,6.26,6.31,855113,0,,,6.233781837053955
2022-03-11 00:00:00+00:00,6.84,7.6519,6.81,7.01,583181,0,,,6.28798545070778
2022-03-14 00:00:00+00:00,5.93,6.81,5.85,6.8,483496,0,,,6.290579284015702
2022-03-15 00:00:00+00:00,6.39,6.51,5.82,5.82,608435,0,,,6.2948699769946
2022-03-16 00:00:00+00:00,6.98,7.24,6.48,6.48,711170,0,,,6.331583079522702
2022-03-17 00:00:00+00:00,6.97,7.39,6.66,6.66,654494,0,,,6.365184094835205
2022-03-18 00:00:00+00:00,7.2,7.73,6.82,7.0,6287947,0,,,6.621982000943487
2022-03-21 00:00:00+00:00,7.46,7.8,7.03,7.3,1285416,0,,,6.66382683251507
2022-03-22 00:00:00+00:00,7.86,8.03,7.5,7.52,698304,0,,,6.694562172081209
2022-03-23 00:00:00+00:00,8.31,8.74,7.75,7.8,886694,0,,,6.746645998841345
2022-03-24 00:00:00+00:00,10.01,10.18,8.75,9.06,2675339,0,,,7.667282550761992
2022-03-25 00:00:00+00:00,9.9,10.15,9.43,9.92,1246042,0,,,7.76535537418591
2022-03-28 00:00:00+00:00,9.53,10.0,9.22,9.9,1066412,0,,,7.818939934057859
2022-03-29 00:00:00+00:00,9.12,9.75,8.97,9.52,714446,0,,,7.839408168034819
2022-03-30 00:00:00+00:00,8.76,8.985,7.9012,8.92,3393862,0,,,7.825741170178592
2022-03-31 00:00:00+00:00,9.05,9.135,8.35,8.71,714443,0,,,7.839314799010698
2022-04-01 00:00:00+00:00,9.34,9.62,8.86,9.0,623696,0,,,7.862961792634002
2022-04-04 00:00:00+00:00,8.69,9.4,8.51,9.25,506417,0,,,7.872801712452093
2022-04-05 00:00:00+00:00,8.93,9.225,8.47,8.74,448115,0,,,7.8816467630360725
2022-04-06 00:00:00+00:00,8.65,9.0199,8.3401,8.83,323674,0,,,7.885329709414569
2022-04-07 00:00:00+00:00,8.28,8.662,7.88,8.62,328484,0,,,7.8839826197070275
2022-04-08 00:00:00+00:00,8.21,8.46,7.765,8.29,445491,0,,,7.880321149619298
2022-04-11 00:00:00+00:00,8.33,8.54,7.67,8.17,536083,0,,,7.877277602006917
2022-04-12 00:00:00+00:00,8.49,8.74,8.23,8.34,472437,0,,,7.880401112022273
2022-04-13 00:00:00+00:00,9.01,9.08,8.2,8.31,667006,0,,,7.891625208445983
2022-04-14 00:00:00+00:00,8.95,9.08,8.7,8.99,444296,0,,,7.9012790600632385
2022-04-18 00:00:00+00:00,9.1,9.5,8.59,8.95,589837,0,,,7.916898472803155
2022-04-19 00:00:00+00:00,8.21,9.02,8.06,8.95,590207,0,,,7.919748242294608
2022-04-20 00:00:00+00:00,8.08,8.25,7.985,8.2,263127,0,,,7.91828906233851
2022-04-21 00:00:00+00:00,8.32,8.415,7.73,8.09,487476,0,,,7.9166096982701
2022-04-22 00:00:00+00:00,8.0,8.59,7.8,8.2,272738,0,,,7.915569880456448
2022-04-25 00:00:00+00:00,7.8,7.97,7.3501,7.93,554484,0,,,7.906442561492091
2022-04-26 00:00:00+00:00,7.27,8.05,7.23,7.91,454215,0,,,7.896797081866227
2022-04-27 00:00:00+00:00,7.37,7.56,7.26,7.26,367238,0,,,7.8880195533246855
2022-04-28 00:00:00+00:00,6.53,7.1,6.45,7.0,786251,0,,,7.854185831242326
2022-04-29 00:00:00+00:00,6.44,6.865,6.33,6.63,388079,0,,,7.836655777544161
2022-05-02 00:00:00+00:00,6.05,6.45,5.98,6.38,455431,0,,,7.811826656198215
2022-05-03 00:00:00+00:00,6.29,6.38,5.94,6.09,420285,0,,,7.790189468701442
2022-05-04 00:00:00+00:00,6.53,6.53,6.07,6.27,353477,0,,,7.774208595367404
2022-05-05 00:00:00+00:00,6.23,6.54,6.1,6.48,416381,0,,,7.754944359368137
2022-05-06 00:00:00+00:00,5.99,6.27,5.89,6.2,309301,0,,,7.739017545627794
2022-05-09 00:00:00+00:00,5.21,5.94,5.2,5.9,432642,0,,,7.71044001606173
2022-05-10 00:00:00+00:00,4.75,5.41,4.73,5.33,620083,0,,,7.663078947252822
2022-05-11 00:00:00+00:00,4.64,4.9888,4.6,4.88,926747,0,,,7.590616415231085
2022-05-12 00:00:00+00:00,5.27,5.53,4.485,4.68,875825,0,,,7.045800524342437
2022-05-13 00:00:00+00:00,5.96,6.333,5.4101,5.51,972625,0,,,7.097681798533349
2022-05-16 00:00:00+00:00,6.06,6.47,5.85,6.01,716314,0,,,7.111593765200695
2022-05-17 00:00:00+00:00,6.96,7.08,6.11,6.22,1127958,0,,,7.1566446512885715
2022-05-18 00:00:00+00:00,6.84,7.24,6.69,6.84,974624,0,,,7.184267984811486
2022-05-19 00:00:00+00:00,7.13,7.23,6.63,6.63,875604,0,,,7.201507185792475
2022-05-20 00:00:00+00:00,7.49,7.79,7.11,7.14,2439040,0,,,7.301784053417115
2022-05-23 00:00:00+00:00,7.25,7.64,7.11,7.51,659042,0,,,7.304122402737014
2022-05-24 00:00:00+00:00,6.55,7.19,6.51,7.06,525363,0,,,7.28261258774947
2022-05-25 00:00:00+00:00,6.76,6.9,6.56,6.56,295339,0,,,7.272299884296717
2022-05-26 00:00:00+00:00,6.8,7.21,6.62,6.78,322960,4,0.2977449303136944,1.1909797212547777,7.265324290494703
2022-05-27 00:00:00+00:00,7.0,7.17,6.78,6.86,566482,4,0.3008251566488432,1.2033006265953727,7.258618004430038
2022-05-31 00:00:00+00:00,6.78,7.12,6.54,6.99,1949681,4,0.30401694441298005,1.2160677776519202,7.224793944392647
2022-06-01 00:00:00+00:00,6.48,6.91,6.27,6.78,543280,4,0.3071518117670892,1.228607247068357,7.210607884249074
2022-06-02 00:00:00+00:00,6.62,6.7,6.36,6.46,366346,4,0.31067970715255483,1.2427188286102193,7.20184919929408
2022-06-03 00:00:00+00:00,6.08,6.77,5.86,6.6,447968,4,0.3139249138366917,1.2556996553467668,7.185279360283687
2022-06-06 00:00:00+00:00,4.96,5.95,4.7005,5.93,2991087,4,0.315358498178526,1.261433992714104,6.983936707504818
