date,Open,High,Low,Close,Volume,MA_Cross_Count,MA_Avg_Deviation_Z,MA_Oscillation_Score,Peaks_Valleys_avg
2023-11-30 17:00:00+00:00,1.765,1.805,1.76,1.795,43363.0,0,,,
2023-12-01 17:00:00+00:00,1.825,1.91,1.81,1.895,75319.0,0,,,
2023-12-04 17:00:00+00:00,2.06,2.085,2.01,2.055,137940.0,0,,,
2023-12-05 17:00:00+00:00,1.895,1.895,1.85,1.865,120171.0,0,,,
2023-12-06 17:00:00+00:00,1.885,1.885,1.83,1.83,138225.0,0,,,
2023-12-07 17:00:00+00:00,1.825,1.865,1.82,1.855,182625.0,0,,,
2023-12-08 17:00:00+00:00,1.885,1.92,1.865,1.915,172093.0,0,,,
2023-12-11 17:00:00+00:00,1.865,1.89,1.83,1.84,108888.0,0,,,
2023-12-12 17:00:00+00:00,1.785,1.795,1.77,1.79,38857.0,0,,,
2023-12-13 17:00:00+00:00,1.775,1.92,1.76,1.9,99224.0,0,,,
2023-12-14 17:00:00+00:00,2.105,2.11,2.02,2.05,266827.0,0,,,
2023-12-15 17:00:00+00:00,2.045,2.07,2.045,2.05,194002.0,0,,,
2023-12-18 17:00:00+00:00,1.995,2.01,1.955,1.985,216953.0,0,,,
2023-12-19 17:00:00+00:00,2.015,2.05,1.995,2.045,243003.0,0,,,
2023-12-20 17:00:00+00:00,2.105,2.125,1.98,1.995,317730.0,0,,,
2023-12-21 17:00:00+00:00,1.995,2.04,1.97,2.035,205264.0,0,,,
2023-12-22 17:00:00+00:00,2.27,2.285,2.17,2.185,119065.0,0,,,
2023-12-25 17:00:00+00:00,2.185,2.185,2.185,2.185,0.0,0,,,
2023-12-26 17:00:00+00:00,2.275,2.33,2.245,2.29,202871.0,0,,,
2023-12-27 17:00:00+00:00,2.325,2.345,2.235,2.24,162886.0,0,,,
2023-12-28 17:00:00+00:00,2.465,2.49,2.385,2.415,66483.0,0,,,2.43
2023-12-29 17:00:00+00:00,2.305,2.335,2.295,2.305,41621.0,0,,,2.384440615826735
2024-01-01 17:00:00+00:00,2.305,2.305,2.305,2.305,0.0,0,,,2.384440615826735
2024-01-02 17:00:00+00:00,2.325,2.325,2.19,2.22,113974.0,0,,,2.3128774499650273
2024-01-03 17:00:00+00:00,2.185,2.43,2.17,2.3,405018.0,0,,,2.304560383630789
2024-01-04 17:00:00+00:00,2.265,2.31,2.245,2.29,60329.0,0,,,2.302551211647331
2024-01-05 17:00:00+00:00,2.305,2.305,2.255,2.27,139096.0,0,,,2.2981950771164112
2024-01-08 17:00:00+00:00,2.365,2.38,2.325,2.335,160844.0,0,,,2.3060912090935637
2024-01-09 17:00:00+00:00,2.145,2.145,2.095,2.11,137576.0,0,,,2.2829253089717594
2024-01-10 17:00:00+00:00,1.945,2.01,1.93,2.005,236530.0,0,,,2.2305872814526837
2024-01-11 17:00:00+00:00,1.865,1.915,1.865,1.9,360392.0,0,,,2.1599988404032917
2024-01-12 17:00:00+00:00,1.865,1.895,1.855,1.865,308600.0,0,,,1.9939216650750757
