date,Open,High,Low,Close,Volume,aVWAP_peak_378,aVWAP_peak_278,aVWAP_peak_237,aVWAP_peak_219,aVWAP_peak_185,aVWAP_peak_146,aVWAP_peak_95,aVWAP_peak_71,aVWAP_peak_31,aVWAP_valley_383,aVWAP_valley_364,aVWAP_valley_264,aVWAP_valley_216,aVWAP_valley_189,aVWAP_valley_161,aVWAP_valley_120,aVWAP_valley_87,aVWAP_valley_60,aVWAP_valley_18,aVWAP_OB_bear_237,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2023-11-16 17:00:00+00:00,15.74,15.99,15.685,15.69,3942.0,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,3942.0,False,False,False,False
2023-11-17 17:00:00+00:00,15.555,15.82,15.555,15.665,14178.0,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-14178.0,-219.81395348837208,False,False,False,False,4100.697674418604,False,False,False,False
2023-11-20 17:00:00+00:00,15.855,15.915,15.7,15.74,8698.0,,,,,,,,,,,,,,,,,,,,,,#000000,,,,25.71428571428571,-88.57142857142857,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-5480.0,-301.36722552731203,False,False,False,False,4171.973679466378,False,False,False,False
2023-11-21 17:00:00+00:00,15.4,15.485,15.26,15.285,11209.0,,,,,,,,,,,,,,,,,,,,,,#000000,,,,21.24729221297462,-88.57142857142857,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-16689.0,-555.4390514881288,False,False,False,False,4281.074862730465,False,False,False,False
2023-11-22 17:00:00+00:00,15.455,15.505,15.28,15.335,5383.0,,,,,,,,,,,,,,,,,,,,,,#000000,,,,21.020189524065486,-87.3172397050352,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-11306.0,-722.1144150309485,False,False,False,False,4298.158973385805,False,False,False,False
2023-11-23 17:00:00+00:00,15.335,15.335,15.335,15.335,0.0,,,,,,,,,,,,,,,,,,,,,,#000000,,,,20.8687877314594,-82.70320877313554,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-11306.0,-886.2056644103136,False,False,False,False,4231.520849767421,False,False,False,False
2023-11-24 17:00:00+00:00,15.33,15.445,15.33,15.435,964.0,,,,,,,,,,,,,,,,,,,,,,#000000,,,,25.862103310575176,-73.01646794806388,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-10342.0,-1032.8071269775955,False,False,False,False,4180.861611786531,False,False,False,False
2023-11-27 17:00:00+00:00,15.35,15.4,15.24,15.255,2168.0,,,,,,,,,,,,,,,,,,,,,,#000000,,,,25.840689656140988,-68.08108796018415,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-12510.0,-1210.7481017531368,False,False,False,False,4149.654455014646,False,False,False,False
2023-11-28 17:00:00+00:00,15.135,15.135,14.86,14.885,7463.0,,,,,,,,,,,,,,,,,,,,,,#000000,,14.959999999999997,,22.444022572659243,-66.88820271628015,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-19973.0,-1501.6357280825455,False,False,False,False,4201.024153386512,False,False,False,False
2023-11-29 17:00:00+00:00,14.99,15.27,14.98,15.245,8130.0,,,,,,,,,,,,,,,,,,,,,,#000000,,15.066884499454883,,28.64160882962876,-56.79977258392314,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-11843.0,-1661.9669571045215,False,False,False,False,4261.938507597574,False,False,False,False
