date,Close,High,Low,Open,Volume,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,SMA_50,SMA_200,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,8.1585461708,8.2008622816,7.9557673676,8.0315978382,152632,,#000000,,,,,,False,False,False,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,152632.0,False,False,False,False
2022-01-07 00:00:00+00:00,7.9977449496,8.1500829486,7.9554288387,8.1500829486,57476,,"rgba(239, 83, 80, 0.5)",,,,0.0,,False,False,False,True,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-57476,-4257.481481481481,False,False,False,False,145583.40740740742,False,False,False,False
2022-01-14 00:00:00+00:00,7.9638920609,8.1077668377,7.9300391722,7.9638920609,75142,,"rgba(239, 83, 80, 0.5)",,,,0.0,-50.0,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-132618,-13765.668038408778,False,False,False,False,140365.5253772291,False,False,False,False
2022-01-21 00:00:00+00:00,7.7552736344,7.9300391722,7.667679285,7.9300391722,108100,,"rgba(239, 83, 80, 0.5)",,,,0.0,-50.0,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-240718,-30576.951887415533,False,False,False,False,137975.4864603973,False,False,False,False
2022-01-28 00:00:00+00:00,7.8172988535,7.9589132047,7.5940589746,7.7043637418,134481,,"rgba(239, 83, 80, 0.5)",,,,4.2501379735597755,-45.982291446869276,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-106237,-36181.39989575512,False,False,False,False,137716.635611479,False,False,False,False
2022-02-04 00:00:00+00:00,7.7722435986,8.0267930614,7.6704238135,7.7976985449,55339,,"rgba(239, 83, 80, 0.5)",,,,6.844951216793077,-43.70370411819708,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-161576,-45469.888792365855,False,False,False,False,131614.58852914724,False,False,False,False
2022-02-11 00:00:00+00:00,7.7128487239,7.9334582584,7.6662661722,7.8146685091,81202,,"rgba(239, 83, 80, 0.5)",,,,8.211496169739108,-42.645429818591914,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-242778,-60085.30443737579,False,False,False,False,127880.32271217337,False,False,False,False
2022-02-18 00:00:00+00:00,7.5631112446,7.721333706,7.520574061,7.6959636096,175710,,"rgba(239, 83, 80, 0.5)",,,,8.33494005383317,-42.645429818591914,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-418488,-86633.65225682943,False,False,False,False,131423.2617705309,False,False,False,False
2022-02-25 00:00:00+00:00,7.7034839505,7.7417674157,7.5270397129,7.5290814977,86164,,"rgba(239, 83, 80, 0.5)",,,,13.7727448832292,-37.769588491805436,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-332324,-104832.93727484206,False,False,False,False,128070.72386160269,False,False,False,False
2022-03-04 00:00:00+00:00,7.6822153587,7.8522790187,7.580126118,7.733259979,71993,,"rgba(239, 83, 80, 0.5)",,,,17.405111495381973,-34.66091310486193,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-404317,-127016.94192115005,False,False,False,False,123916.81839037286,False,False,False,False
2022-03-11 00:00:00+00:00,7.5290814977,7.733259979,7.4865443141,7.733259979,62234,,"rgba(239, 83, 80, 0.5)",,,,18.493926288220894,-34.00031233092844,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-466551,-152167.61288995374,False,False,False,False,119347.72073182673,False,False,False,False
2022-03-18 00:00:00+00:00,7.4014699469,7.5130875167,7.3249030164,7.4865443141,75215,,"rgba(239, 83, 80, 0.5)",,,,18.357207018137213,-34.00031233092844,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-541766,-181026.7526758831,False,False,False,False,116078.63030724697,False,False,False,False
2022-03-25 00:00:00+00:00,7.3193035224,7.3844550735,7.2212009693,7.3674402,62311,,"rgba(239, 83, 80, 0.5)",,,,17.774363426209085,-34.00031233092844,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-604077,-212363.80803322507,False,False,False,False,112095.84287708053,False,False,False,False
