date,Open,High,Low,Close,Volume,aVWAP_peak_843,aVWAP_peak_821,aVWAP_peak_788,aVWAP_peak_770,aVWAP_peak_679,aVWAP_peak_660,aVWAP_peak_636,aVWAP_peak_594,aVWAP_peak_564,aVWAP_peak_499,aVWAP_peak_450,aVWAP_peak_409,aVWAP_peak_365,aVWAP_peak_211,aVWAP_peak_191,aVWAP_peak_126,aVWAP_peak_100,aVWAP_valley_877,aVWAP_valley_834,aVWAP_valley_811,aVWAP_valley_781,aVWAP_valley_725,aVWAP_valley_705,aVWAP_valley_677,aVWAP_valley_622,aVWAP_valley_582,aVWAP_valley_515,aVWAP_valley_441,aVWAP_valley_424,aVWAP_valley_391,aVWAP_valley_336,aVWAP_valley_281,aVWAP_valley_205,aVWAP_valley_150,aVWAP_valley_108,aVWAP_OB_bull_811,aVWAP_OB_bull_677,aVWAP_OB_bull_391,aVWAP_OB_bear_211,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-01-08 15:00:00+00:00,46.01,46.42,46.0,46.325,4687.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,4687.0,False,False,False,False
2025-01-08 16:00:00+00:00,46.325,46.52,46.3,46.485,1976.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1976.0,30.635658914728683,False,False,False,False,4644.968992248062,False,False,False,False
2025-01-08 17:00:00+00:00,46.485,46.55,46.355,46.53,2192.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,50.0,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,4168.0,94.78084249744607,False,False,False,False,4606.938465236463,False,False,False,False
2025-01-08 18:00:00+00:00,46.53,46.61,46.49,46.555,3001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,50.0,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,7169.0,204.45865889283448,False,False,False,False,4582.040194457603,False,False,False,False
2025-01-08 19:00:00+00:00,46.555,46.9,46.555,46.83,4880.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,50.0,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,12049.0,388.09495875496106,False,False,False,False,4586.6597263264775,False,False,False,False
2025-01-08 20:00:00+00:00,46.84,47.03,46.78,46.92,8679.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,50.0,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,20728.0,703.4423237355043,False,False,False,False,4650.106862352423,False,False,False,False
2025-01-09 15:00:00+00:00,46.92,46.92,46.92,46.92,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,50.0,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,20728.0,1013.9005822822405,False,False,False,False,4578.012182315952,False,False,False,False
2025-01-09 16:00:00+00:00,46.92,46.92,46.92,46.92,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,50.0,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,20728.0,1319.545534494919,False,False,False,False,4507.035249256789,False,False,False,False
2025-01-09 17:00:00+00:00,46.92,46.92,46.92,46.92,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,50.0,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,20728.0,1620.4518052779433,False,False,False,False,4437.158733764436,False,False,False,False
2025-01-09 18:00:00+00:00,46.92,46.92,46.92,46.92,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,50.0,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,20728.0,1916.6928625604558,False,False,False,False,4368.365575101421,False,False,False,False
