date,Close,High,Low,Open,Volume,aVWAP_BoS_CHoCH_bull_260,aVWAP_BoS_CHoCH_bull_462,aVWAP_BoS_CHoCH_bull_547,aVWAP_BoS_CHoCH_bull_591,aVWAP_BoS_CHoCH_bull_728,aVWAP_BoS_CHoCH_bull_838,aVWAP_BoS_CHoCH_bear_84,aVWAP_BoS_CHoCH_bear_115,aVWAP_BoS_CHoCH_bear_353,aVWAP_BoS_CHoCH_bear_480,aVWAP_BoS_CHoCH_bear_530,aVWAP_BoS_CHoCH_bear_713,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,MA_Cross_Count,MA_Avg_Deviation_Z,MA_Oscillation_Score,BoS,CHoCH,BoS_CHoCH_Price,BoS_CHoCH_Break_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2022-01-03 00:00:00+00:00,41.127653294,41.5413430169,40.9466640402,41.5413430169,231104,,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,231104.0,False,False,False,False
2022-01-04 00:00:00+00:00,41.0069937914,41.4293020503,40.9983752555,41.1879830452,365868,,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-365868,-14347.764705882353,False,False,False,False,236388.86274509804,False,False,False,False
2022-01-05 00:00:00+00:00,40.5588299248,40.9639011119,40.5329743172,40.9639011119,500898,,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-866766,-47775.93079584775,False,False,False,False,246761.77008842753,False,False,False,False
2022-01-06 00:00:00+00:00,40.2657997044,40.5243557813,40.1537587378,40.300273848,448108,,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-1314874,-97466.0511567949,False,False,False,False,254657.7006731951,False,False,False,False
2022-01-07 00:00:00+00:00,40.0934289865,40.2657997044,39.7573060866,40.0158621634,413821,,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-1728695,-161435.81385652843,False,False,False,False,260899.39868601097,False,False,False,False
2022-01-10 00:00:00+00:00,40.2485626326,40.2485626326,39.8693470532,39.9813880198,435102,,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,5.3138939392290325,-45.12893055570672,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-1293593,-205834.1348817626,False,False,False,False,267730.8732473439,False,False,False,False
2022-01-11 00:00:00+00:00,40.3261294557,40.4898816377,40.0675733788,40.3261294557,400110,,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,11.115173635562485,-40.10630716402489,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-893483,-232800.75704326213,False,False,False,False,272922.2115513696,False,False,False,False
2022-01-12 00:00:00+00:00,40.6708708915,40.7656747863,40.2227070249,40.4036962787,512697,,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,22.265032594734706,-30.392406640803223,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-380786,-238604.0999043107,False,False,False,False,282325.14443170803,False,False,False,False
2022-01-13 00:00:00+00:00,40.5846855325,40.9676070824,40.5674484607,40.6881079633,383413,,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,28.626749666928568,-25.48420825971512,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-764199,-259215.66461394558,False,False,False,False,286289.37406183715,False,False,False,False
2022-01-14 00:00:00+00:00,40.4209333505,40.6536338197,40.2571811685,40.5286650492,342468,,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,31.062176729449074,-24.146928156599113,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-1106667,-292449.0503153595,False,False,False,False,288492.45743196114,False,False,False,False
2022-01-18 00:00:00+00:00,40.0417177711,40.1968514172,39.7400690148,40.1796143454,408931,,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,29.688754691287194,-24.146928156599113,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-1515598,-340415.67579318857,False,False,False,False,293215.53753266856,False,False,False,False
2022-01-19 00:00:00+00:00,40.0589548429,40.1882328813,39.6969763353,40.1882328813,652232,,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,29.074050463519516,-24.146928156599113,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-863366,-360923.53164443607,False,False,False,False,307294.6144921718,False,False,False,False
2022-01-20 00:00:00+00:00,40.1796143454,40.4295518864,40.1020475224,40.1020475224,506633,,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,30.753818497580696,-24.146928156599113,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-356733,-360759.19707014447,False,False,False,False,315111.8060807141,False,False,False,False
2022-01-21 00:00:00+00:00,40.3692221351,40.4123148146,39.9986250916,40.2313255608,707673,,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,34.74120322535376,-22.148161624886672,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,350940,-332849.4246360212,False,False,False,False,330506.36270499986,False,False,False,False
2022-01-24 00:00:00+00:00,40.050336307,40.300273848,39.2832866123,40.2313255608,879283,,,,,,,,,,,,,39.8779655891,#000000,,39.8779655891,,0,,,0.0,0.0,0.0,0.0,34.62926555139943,-22.148161624886672,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-528343,-340515.8393561772,False,False,False,False,352027.01514794107,False,False,False,False
