date,Close,High,Low,Open,Volume,aVWAP_OB_bull_143,aVWAP_OB_bull_125,aVWAP_OB_bear_38,OB,OB_High,OB_Low,OB_Mitigated_Index,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,SMA_50,SMA_200,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,2.5946388383,2.7394376875,2.563330979,2.6220332152,132558,,,,0.0,0.0,0.0,0.0,,#000000,,,,,,False,False,False,False,False,,,,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,132558.0,False,False,False,False
2022-01-07 00:00:00+00:00,2.4752776248,2.5877902441,2.4459265067,2.5828983911,88004,,,,0.0,0.0,0.0,0.0,,#000000,,,,0.0,,False,False,False,True,False,,,,0,,,False,False,False,False,,,False,False,False,False,-88004,-6518.814814814815,False,False,False,False,129257.70370370371,False,False,False,False
2022-01-14 00:00:00+00:00,2.4459265067,2.4948450368,2.4165753886,2.4654939187,55567,,,,0.0,0.0,0.0,0.0,,#000000,,,,0.0,-50.0,False,False,False,True,True,,,,0,,,False,False,False,False,,,False,False,False,False,-143571,-16670.82853223594,False,False,False,False,123799.13305898491,False,False,False,False
2022-01-21 00:00:00+00:00,2.1034967957,2.4654939187,2.0839293837,2.3970079765,358690,,,,0.0,0.0,0.0,0.0,,#000000,,,,0.0,-50.0,False,False,False,True,True,,,,0,,,False,False,False,False,,,False,False,False,False,-502261,-52640.47086318143,False,False,False,False,141198.45653609713,False,False,False,False
2022-01-28 00:00:00+00:00,2.1034967957,2.2893872103,2.0190634127,2.1034967957,250879,,,,0.0,0.0,0.0,0.0,2.1373158062333335,#000000,,2.1373158062333335,,0.0,-50.0,False,False,False,True,True,,,,0,,,False,False,False,False,,,False,False,False,False,-502261,-85945.69524368651,False,False,False,False,149322.94123712697,False,False,False,False
2022-02-04 00:00:00+00:00,2.3872242705,2.4557102127,2.0350108536,2.0545782656,265528,,,,0.0,0.0,0.0,0.0,2.2171852988346195,#000000,,2.2171852988346195,,9.05299385329758,-41.371365233575744,False,False,False,True,True,,,,0,,,False,False,False,False,,,False,False,False,False,-236733,-97115.12522563567,False,False,False,False,157930.72336771016,False,False,False,False
2022-02-11 00:00:00+00:00,2.4508183597,2.5046287428,2.2600360922,2.3480894464,120860,,,,0.0,0.0,0.0,0.0,2.3289983250856636,#000000,,2.3289983250856636,,17.267777383998173,-33.85991899603174,False,False,False,True,True,,,,0,,,False,False,False,False,,,False,False,False,False,-115873,-98504.59743114414,False,False,False,False,155184.74385899087,False,False,False,False
2022-02-18 00:00:00+00:00,2.3285220344,2.4850613308,2.3102265041,2.4263590946,25741,,,,0.0,0.0,0.0,0.0,2.3286793643400445,#000000,,2.3286793643400445,,22.070603518458956,-29.803097695758844,False,False,False,True,True,,,,0,,,False,False,False,False,,,False,False,False,False,-141614,-101697.88651031865,False,False,False,False,145596.3183879545,False,False,False,False
2022-02-25 00:00:00+00:00,2.2600360922,2.4263590946,2.2404686801,2.2568074692,25394,,,,0.0,0.0,0.0,0.0,2.3229211846838624,#000000,,2.3229211846838624,,25.07040898338718,-27.48579148170208,False,False,False,True,True,,,,1,,,False,False,False,False,,,False,False,False,False,-167008,-106535.6726947395,False,False,False,False,136692.44295180973,False,False,False,False
2022-03-04 00:00:00+00:00,2.3872242705,2.3921161235,2.181766444,2.2747116512,38811,,,,0.0,0.0,0.0,0.0,2.318469665055882,#000000,,2.318469665055882,,29.478057350159425,-23.767349488803728,True,False,False,True,True,,,,1,,,False,False,False,False,,,False,False,False,False,-128197,-108140.21545809212,False,False,False,False,129441.96569612013,False,False,False,False
