date,Close,High,Low,Open,Volume,aVWAP_OB_bull_112,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,SMA_50,SMA_200,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2022-01-03 00:00:00+00:00,14.9810662942,15.3445686983,14.742704062,14.9631891268,141537,,,#000000,,,,,,False,False,False,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,141537.0,False,False,False,False
2022-01-04 00:00:00+00:00,14.9512710151,15.1360017451,14.8380489549,14.9929844058,74863,,,#000000,,,,0.0,,False,False,False,True,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-74863,-2935.8039215686276,False,False,False,False,138922.3333333333,False,False,False,False
2022-01-05 00:00:00+00:00,14.5698914436,15.2551828612,14.4924237182,15.0525749638,112866,,,#000000,,,,0.0,-50.0,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-187729,-10182.595924644367,False,False,False,False,137900.51633986927,False,False,False,False
2022-01-06 00:00:00+00:00,14.3315292114,14.6414001133,14.2361843185,14.4864646623,42717,,,#000000,,,,0.0,-50.0,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-230446,-18820.376476619098,False,False,False,False,134167.82942458027,False,False,False,False
2022-01-07 00:00:00+00:00,14.7307859504,14.8261308432,14.2307615777,14.4209150485,60099,,,#000000,,,,7.312607016468877,-42.90677119402519,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-170347,-24762.597006947763,False,False,False,False,131263.16944714574,False,False,False,False
2022-01-10 00:00:00+00:00,14.832089899,14.9214757361,14.2898158208,14.6831135039,75195,,,#000000,,,,14.352609654225526,-36.253471203796494,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-95152,-27522.965751773343,False,False,False,False,129064.41770412042,False,False,False,False
2022-01-11 00:00:00+00:00,14.6175638901,14.8529465944,14.5341371088,14.8142127316,113261,,,#000000,,,,18.618178322667823,-32.423037931324885,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-208413,-34616.69258503713,False,False,False,False,128444.67583337061,False,False,False,False
2022-01-12 00:00:00+00:00,14.6711953923,14.8261308432,14.4566693833,14.6056457784,89180,,,#000000,,,,22.616973652745866,-28.886253969345518,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-119233,-37934.9791503298,False,False,False,False,126904.88462421883,False,False,False,False
2022-01-13 00:00:00+00:00,14.7129087829,14.8976395129,14.6294820017,14.7248268946,112847,,,#000000,,,,26.27341300490778,-25.69870472968747,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-6386,-36697.764281689415,False,False,False,False,126353.59503111221,False,False,False,False
2022-01-14 00:00:00+00:00,14.5043418298,14.7605812294,14.3911197695,14.5698914436,88141,,,#000000,,,,28.035492864161107,-24.349567079993925,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-94527,-38965.57744711336,False,False,False,False,124855.06189263723,False,False,False,False
2022-01-18 00:00:00+00:00,14.3672835462,14.6831135039,14.2481024301,14.2957748766,165398,,,#000000,,,,28.830318846949986,-23.889218466990584,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-259925,-47630.65284134421,False,False,False,False,126444.98103410243,False,False,False,False
2022-01-19 00:00:00+00:00,14.5222189972,14.6354410575,14.3236036672,14.5043418298,96683,,,#000000,,,,30.778147987422933,-22.24355549711871,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-163242,-52164.4311612915,False,False,False,False,125277.84452296117,False,False,False,False
2022-01-20 00:00:00+00:00,14.313652044,14.7218473666,14.2719386534,14.4745465507,83619,,,#000000,,,,31.43392835675133,-21.821986102211614,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-246861,-59799.59072359379,False,False,False,False,123644.16434559015,False,False,False,False
2022-01-21 00:00:00+00:00,14.3970788253,14.587768611,14.0216583095,14.2004299837,80436,,,#000000,,,,32.59326574521891,-20.85458058008969,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-166425,-63980.97932266854,False,False,False,False,121949.72652811604,False,False,False,False
2022-01-24 00:00:00+00:00,14.2421433743,14.5436120075,13.6819921286,14.3255701556,109005,,,#000000,,,,32.903609147337676,-20.674533828521376,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-275430,-72273.09778060312,False,False,False,False,121442.09019368011,False,False,False,False
2022-01-25 00:00:00+00:00,14.2898158208,14.4864646623,13.9191029591,14.0216583095,79764,,,#000000,,,,33.50715869043832,-20.15884962890103,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-195666,-77112.03512254026,False,False,False,False,119807.65528412403,False,False,False,False
