date,Close,High,Low,Open,Volume,color,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL
2022-01-03 00:00:00+00:00,10.07,10.13,8.78,9.17,220152,#000000,,,False,False,False,False,False
2022-01-04 00:00:00+00:00,9.29,10.09,9.141,9.97,128965,"rgba(239, 83, 80, 0.5)",0.0,,False,False,False,True,False
2022-01-05 00:00:00+00:00,8.02,9.405,8.0,9.22,93718,"rgba(239, 83, 80, 0.5)",0.0,-50.0,False,False,False,True,True
2022-01-06 00:00:00+00:00,8.44,8.54,7.5,8.05,138158,"rgba(239, 83, 80, 0.5)",6.308654848800828,-44.21706638859924,False,False,False,True,True
2022-01-07 00:00:00+00:00,8.05,8.51,7.76,8.51,39254,"rgba(239, 83, 80, 0.5)",9.492432467195334,-41.649084396670986,False,False,False,True,True
2022-01-10 00:00:00+00:00,9.15,9.23,7.61,8.05,91713,"rgba(239, 83, 80, 0.5)",20.99632575157876,-31.499775935924795,False,False,False,True,True
2022-01-11 00:00:00+00:00,8.88,9.27,8.44,9.21,106283,"rgba(239, 83, 80, 0.5)",27.45060587412457,-26.454700237575224,False,False,False,True,True
2022-01-12 00:00:00+00:00,8.21,9.26,8.08,9.13,109307,"rgba(239, 83, 80, 0.5)",29.27263256791529,-25.654642559745014,False,False,False,True,True
2022-01-13 00:00:00+00:00,7.54,8.25,7.38,8.2,73767,"rgba(239, 83, 80, 0.5)",28.63697201571186,-25.654642559745014,False,False,False,True,True
2022-01-14 00:00:00+00:00,8.35,8.39,7.33,7.34,81773,"rgba(239, 83, 80, 0.5)",32.648327365807916,-23.519364728590332,False,False,False,True,True
2022-01-18 00:00:00+00:00,7.64,8.2321,7.37,8.21,68418,"rgba(239, 83, 80, 0.5)",33.287502866005745,-23.188943866114805,False,False,False,True,True
2022-01-19 00:00:00+00:00,7.12,7.72,7.07,7.72,34075,"rgba(239, 83, 80, 0.5)",32.470546139574765,-23.188943866114805,False,False,False,True,True
2022-01-20 00:00:00+00:00,7.09,7.52,7.01,7.19,77367,"rgba(239, 83, 80, 0.5)",31.856010476409857,-23.188943866114805,False,False,False,True,True
2022-01-21 00:00:00+00:00,6.85,7.0,6.31,6.93,115179,"rgba(239, 83, 80, 0.5)",30.86989572891425,-23.188943866114805,False,False,False,True,True
2022-01-24 00:00:00+00:00,7.23,7.35,5.84,6.78,127314,"rgba(239, 83, 80, 0.5)",32.33451459076779,-23.188943866114805,False,False,False,True,True
2022-01-25 00:00:00+00:00,7.4,7.48,6.72,6.98,86104,"rgba(239, 83, 80, 0.5)",34.221568543539064,-21.881702808813763,False,False,False,True,True
2022-01-26 00:00:00+00:00,7.81,8.0,6.705,7.11,131641,"rgba(239, 83, 80, 0.5)",37.560554832857974,-18.566828385133014,False,False,False,True,True
2022-01-27 00:00:00+00:00,6.27,7.91,6.18,7.69,143975,"rgba(239, 83, 80, 0.5)",35.4543554935887,-18.566828385133014,False,False,False,True,True
2022-01-28 00:00:00+00:00,6.12,6.43,5.85,6.31,107472,"rgba(239, 83, 80, 0.5)",33.73242631485715,-18.566828385133014,False,False,False,True,False
2022-01-31 00:00:00+00:00,6.16,6.57,5.86,6.16,128634,"rgba(239, 83, 80, 0.5)",32.790634164200476,-18.566828385133014,False,False,False,True,False
