date,Open,High,Low,Close,Volume,Gap_Up_aVWAP_882,Gap_Up_aVWAP_852,Gap_Up_aVWAP_834,Gap_Up_aVWAP_822,Gap_Up_aVWAP_810,Gap_Up_aVWAP_786,Gap_Up_aVWAP_720,Gap_Up_aVWAP_706,Gap_Up_aVWAP_696,Gap_Up_aVWAP_690,Gap_Down_aVWAP_828,Gap_Down_aVWAP_816,Gap_Down_aVWAP_798,Gap_Down_aVWAP_774,Gap_Down_aVWAP_738,Gap_Down_aVWAP_708,Gap_Down_aVWAP_702,Gap_Down_aVWAP_672,Gap_Down_aVWAP_636,Gap_Down_aVWAP_612,aVWAP_OB_bull_805,aVWAP_OB_bull_5,aVWAP_OB_bear_660,aVWAP_OB_bear_492,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-01-10 15:00:00+00:00,176.105,176.105,174.335,175.08,7239.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",-1.0,175.9725,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,7239.0,False,False,False,False
2025-01-10 16:00:00+00:00,175.08,175.66,174.865,175.38,3125.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,100.0,,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,3125.0,48.44961240310077,False,False,False,False,7175.217054263566,False,False,False,False
2025-01-10 17:00:00+00:00,175.38,175.38,174.82,175.33,2300.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,94.73684210526443,31.578947368425503,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,825.0,60.48915329607595,False,False,False,False,7099.6322937323475,False,False,False,False
2025-01-10 18:00:00+00:00,175.31,176.075,175.22,175.94,3972.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,94.82940837761342,32.188572803013145,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,4797.0,133.92342998916004,False,False,False,False,7051.141870573706,False,False,False,False
2025-01-10 19:00:00+00:00,175.925,175.925,175.43,175.645,6348.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,86.29919712575472,32.188572803013145,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,-1551.0,107.8005861133591,False,False,False,False,7040.240446223726,False,False,False,False
2025-01-10 20:00:00+00:00,175.68,175.835,174.555,174.865,23567.0,,,,,,,,,,,,,,,,,,,,,,175.08499999999998,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,70.30547672663455,34.06640265955342,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,-25118.0,-283.2970973922744,False,False,False,False,7296.469276514831,False,False,False,False
2025-01-13 15:00:00+00:00,174.865,174.865,174.865,174.865,0.0,,,,,,,,,,,,,,,,,,,,,,175.08499999999998,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,59.64299646055444,24.626050515532228,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,-25118.0,-668.3312509210764,False,False,False,False,7183.345721840183,False,False,False,False
2025-01-13 16:00:00+00:00,174.865,175.835,174.865,175.32,1059.0,,,,,,,,,,,,,,,,,,,,,,175.09596584910258,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,57.63273412947807,22.999654253482092,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,-24059.0,-1030.977278038579,False,False,False,False,7088.394625377545,False,False,False,False
2025-01-13 17:00:00+00:00,175.32,176.05,175.31,176.05,6054.0,,,,,,,,,,,,,,,,,,,,,,175.23554872881354,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,61.07317326299999,22.999654253482092,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,-18005.0,-1294.140421014725,False,False,False,False,7072.3574994026985,False,False,False,False
2025-01-13 18:00:00+00:00,176.05,176.15,175.73,176.15,2860.0,,,,,,,,,,,,,,,,,,,,,,175.3015872093023,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,63.852611112119455,22.999654253482092,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,-15145.0,-1508.882429991241,False,False,False,False,7007.049631194905,False,False,False,False
