date,Close,High,Low,Open,Volume,aVWAP_peak_185,aVWAP_valley_171,aVWAP_valley_155,aVWAP_valley_148,aVWAP_valley_136,aVWAP_valley_120,aVWAP_valley_95,aVWAP_valley_86,aVWAP_valley_63,aVWAP_valley_52,aVWAP_valley_41,aVWAP_OB_bull_171,aVWAP_OB_bull_95,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,17.0541873983,17.0541873983,16.664034409,16.664034409,434509,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,434509.0,False,False,False,False
2022-01-07 00:00:00+00:00,16.8140932511,17.1067079931,16.5364843933,17.0541873983,616438,,,,,,,,,,,,,,,,#000000,,,,0.0,,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-616438,-45662.07407407407,False,False,False,False,447985.22222222225,False,False,False,False
2022-01-14 00:00:00+00:00,16.806590309,17.1442227036,16.5064726249,16.731560888,625605,,,,,,,,,,,,,,,,#000000,,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1242043,-134282.88340192044,False,False,False,False,461142.24279835395,False,False,False,False
2022-01-21 00:00:00+00:00,15.3660254253,16.7990873669,15.343372808,16.5815020459,807598,,,,,,,,,,,,,,,,#000000,,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2049641,-276161.2624091856,False,False,False,False,486805.63222069805,False,False,False,False
2022-01-28 00:00:00+00:00,15.3962289151,15.5170428742,14.3617593902,15.1697027418,1182394,,,,,,,,,,,,,,,,#000000,,15.091677059833335,,0.5473974969865317,-49.482538303629916,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-867247,-319945.3911196163,False,False,False,False,538330.6965006464,False,False,False,False
2022-02-04 00:00:00+00:00,15.6001024711,16.4231475676,15.3976635809,15.4566358947,779831,,,,,,,,,,,,,,,,#000000,,15.375950550241013,,4.348852366737317,-45.91142734753097,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-87416,-302720.9917774225,False,False,False,False,556219.6078709689,False,False,False,False
2022-02-11 00:00:00+00:00,15.547246364,16.173968777,15.5170428742,15.6529585783,669466,,,,,,,,,,,,,,,,#000000,,15.470107919932332,,6.9347575001505515,-43.63922908945551,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-756882,-336362.54794205783,False,False,False,False,564608.2295101563,False,False,False,False
2022-02-18 00:00:00+00:00,15.0484937672,15.5850007262,14.9205239511,15.5623481089,774728,,,,,,,,,,,,,,,,#000000,,15.405190900592334,,7.830636763106465,-43.023556509660395,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1531610,-424899.39624264615,False,False,False,False,580172.6569538484,False,False,False,False
2022-02-25 00:00:00+00:00,14.8812882809,14.9952920216,13.6804488793,14.9268897772,956214,,,,,,,,,,,,,,,,#000000,,15.210955253342053,,8.2348133105382,-42.84266983907433,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2487824,-577708.6261505983,False,False,False,False,608027.5712535633,False,False,False,False
2022-03-04 00:00:00+00:00,14.5848785552,14.9163254305,14.3568710739,14.8052857871,643257,,,,,,,,,,,,,,,,#000000,,15.134935035719478,,8.167802311727272,-42.84266983907433,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.25733401667672795,-0.25733401667672795,False,False,False,False,-3131081,-766847.3205098133,False,False,False,False,610637.1585681142,False,False,False,False
