date,Close,High,Low,Open,Volume,Peaks_Valleys_avg,color
2021-12-31 00:00:00+00:00,39.73,40.68,39.44,39.44,1638,,#000000
2022-01-07 00:00:00+00:00,40.69,40.69,38.83,39.73,3992,,#000000
2022-01-14 00:00:00+00:00,39.0025,40.1202,36.8,39.0,9354,,#000000
2022-01-21 00:00:00+00:00,40.63,40.84,39.32,39.75,7647,,#000000
2022-01-28 00:00:00+00:00,40.64,41.109,38.5,39.71,19894,,#000000
2022-02-04 00:00:00+00:00,37.74,42.17,37.27,40.7501,15824,39.06,#000000
2022-02-11 00:00:00+00:00,38.37,39.19,36.4555,37.55,14682,38.552327312659806,#000000
2022-02-18 00:00:00+00:00,38.0,38.96,37.865,38.22501,3219,38.52585684210527,#000000
2022-02-25 00:00:00+00:00,38.56,38.56,36.4394,37.8,17460,38.29638038487839,#000000
2022-03-04 00:00:00+00:00,35.2,38.51,35.2,38.42,4015,38.151415096618365,#000000
2022-03-11 00:00:00+00:00,31.75,33.84,31.3481,33.8,4451,35.014222802076524,#000000
2022-03-18 00:00:00+00:00,35.14,35.15,31.53,31.64,7203,35.313712658106624,#000000
2022-03-25 00:00:00+00:00,34.17,35.14,34.17,35.14,904,35.33721655791939,#000000
2022-04-01 00:00:00+00:00,34.92,36.44,34.26,34.26,12627,35.62719002041828,#000000
2022-04-08 00:00:00+00:00,33.14,34.15,32.8,34.15,2282,35.53851181732648,#000000
2022-04-15 00:00:00+00:00,32.91,33.1012,32.06,32.42,4200,35.33597334418209,#000000
2022-04-22 00:00:00+00:00,31.224,33.56,31.06,31.06,3430,35.14523949780214,#000000
2022-04-29 00:00:00+00:00,30.02,31.14,30.02,31.14,6265,34.688499169622254,#000000
2022-05-06 00:00:00+00:00,27.275,30.02,26.84,30.02,3099,34.380429628856916,#000000
2022-05-13 00:00:00+00:00,25.681,26.26,24.23,26.18,15241,32.72524091660902,#000000
2022-05-20 00:00:00+00:00,27.41,28.28,24.021,26.04,10244,30.242130585672744,#000000
2022-05-27 00:00:00+00:00,29.58,29.755,27.06,27.41,2101,30.32584063237081,#000000
2022-06-03 00:00:00+00:00,30.45,30.45,28.9701,28.9701,9234,30.65651260703757,#000000
2022-06-10 00:00:00+00:00,28.17,31.0,28.17,29.74,9346,30.237428154230244,#000000
2022-06-17 00:00:00+00:00,27.34,27.66,26.96,27.35,6199,29.90422024134446,#000000
2022-06-24 00:00:00+00:00,25.66,27.47,25.66,27.34,1369,29.104704827959857,#000000
2022-07-01 00:00:00+00:00,27.25,28.57,27.23,27.8199,4451,29.23922620292126,#000000
2022-07-08 00:00:00+00:00,28.78,28.78,26.93,27.25,4013,29.27191499543965,#000000
2022-07-15 00:00:00+00:00,26.57,28.78,26.0654,28.78,1259,29.230311890952784,#000000
2022-07-22 00:00:00+00:00,29.85,30.293,26.57,26.57,3566,29.301833232008665,#000000
2022-07-29 00:00:00+00:00,30.68,30.68,29.55,29.6405,1354,29.368840630224877,#000000
2022-08-05 00:00:00+00:00,32.73,32.73,30.68,30.68,41851,30.809619981298688,#000000
2022-08-12 00:00:00+00:00,36.03,36.71,32.723,33.1204,8791,31.845674638164255,#000000
2022-08-19 00:00:00+00:00,33.19,35.6572,33.19,35.419,14964,32.02155302088236,#000000
2022-08-26 00:00:00+00:00,31.87,32.55,31.7925,32.03,3504,31.98387622343057,#000000
2022-09-02 00:00:00+00:00,30.4396,31.76,29.93,31.59,3785,31.894653468041273,#000000
2022-09-09 00:00:00+00:00,31.91,31.91,29.67,29.67,2100,31.863311194466814,#000000
2022-09-16 00:00:00+00:00,30.72,31.986,30.54,31.986,3384,31.816718080034644,#000000
2022-09-23 00:00:00+00:00,27.36,29.3054,27.07,29.05,4697,31.61551792486249,#000000
2022-09-30 00:00:00+00:00,26.23,27.18,26.03,26.89,9755,30.48925656998449,#000000
2022-10-07 00:00:00+00:00,31.4825,31.91,27.11,27.11,7193,30.661972956531525,#000000
2022-10-14 00:00:00+00:00,32.7,33.35,30.7,31.4825,7422,30.899655123455812,#000000
2022-10-21 00:00:00+00:00,33.29,33.858,32.94,33.7075,7563,31.135623124141038,#000000
2022-10-28 00:00:00+00:00,32.56,34.3661,32.5,33.17,15786,31.424914595272448,#000000
2022-11-04 00:00:00+00:00,34.42,34.44,31.48,31.85,15905,31.652041277479164,#000000
2022-11-11 00:00:00+00:00,33.29,35.1159,31.91,34.6,48640,32.24221458958648,#000000
2022-11-18 00:00:00+00:00,32.255,33.2,32.22,33.0,1206,32.2415920431325,#000000
2022-11-25 00:00:00+00:00,32.5,32.5,31.13,31.13,2837,32.17869045383782,#000000
2022-12-02 00:00:00+00:00,34.55,34.55,32.43,32.47,5094,32.36162571125391,#000000
2022-12-09 00:00:00+00:00,32.6,33.304216,32.1957,33.304216,1143,32.35433890313883,#000000
2022-12-16 00:00:00+00:00,32.755,32.755,32.6,32.6,848,32.35018310337141,#000000
2022-12-23 00:00:00+00:00,32.755,32.755,32.755,32.755,887,32.34743054856024,#000000
2022-12-30 00:00:00+00:00,30.925,32.755,30.8976,32.755,763,32.33270421674891,#000000
2023-01-06 00:00:00+00:00,33.77,33.77,30.925,30.925,732,32.411523310420016,#000000
2023-01-13 00:00:00+00:00,36.7801,37.7799,34.56,34.56,3416,32.93582025698202,#000000
2023-01-20 00:00:00+00:00,38.2101,38.2101,37.665,37.665,2297,33.182749395605526,#000000
2023-01-27 00:00:00+00:00,40.57,40.57,37.9411,37.9411,4987,33.68236269043867,#000000
2023-02-03 00:00:00+00:00,40.66,41.03,40.31,40.96,52585,35.838669700318775,#000000
2023-02-10 00:00:00+00:00,39.94,40.92,39.94,40.66,3279,35.904099067235734,#000000
2023-02-17 00:00:00+00:00,41.05,41.9027,39.94,39.94,2549,36.906921997026224,#000000
2023-02-24 00:00:00+00:00,39.5927,41.05,39.5927,41.05,784,36.89273089835186,#000000
2023-03-03 00:00:00+00:00,40.37,41.2,38.23,40.1153,37712,37.92974150514118,#000000
2023-03-10 00:00:00+00:00,39.7772,40.65,39.7772,40.37,1859,37.94687167414615,#000000
2023-03-17 00:00:00+00:00,39.78,40.737837,38.9085,39.7772,2996,37.96609521760146,#000000
2023-03-24 00:00:00+00:00,40.02,40.81,40.02,40.1275,3807,38.006997398766075,#000000
2023-03-31 00:00:00+00:00,41.635,41.635,39.8,40.02,1488,38.795643054557004,#000000
2023-04-07 00:00:00+00:00,38.9468,41.4,38.9468,40.67,12009,38.69937686470267,#000000
2023-04-14 00:00:00+00:00,39.25,39.25,38.904729,38.904729,657,39.099654877294604,#000000
2023-04-21 00:00:00+00:00,40.226029,40.226029,39.25,39.25,447,39.13986344548192,#000000
2023-04-28 00:00:00+00:00,41.34,41.770655,40.15,40.15,14249,39.546344943695544,#000000
2023-05-05 00:00:00+00:00,43.41,43.948,43.41,43.472209,1802,39.64566644588261,#000000
2023-05-12 00:00:00+00:00,41.79,43.41,41.79,43.41,2307,39.71162448225076,#000000
2023-05-19 00:00:00+00:00,45.1483,45.25,42.129758,42.129758,22530,40.557202004537075,#000000
2023-05-26 00:00:00+00:00,43.01,45.1483,40.5,45.1483,2239795,42.690696317599766,#000000
2023-06-02 00:00:00+00:00,44.82,45.2,42.72,43.99,488417,42.95407815700804,#000000
2023-06-09 00:00:00+00:00,43.42,45.95,42.94,44.8,302763,43.063144071866404,#000000
2023-06-16 00:00:00+00:00,45.69,45.86,42.81,43.2,185999,43.15822270770754,#000000
2023-06-23 00:00:00+00:00,45.7,48.44,45.25,46.32,152289,43.73906241031494,#000000
2023-06-30 00:00:00+00:00,46.09,46.13,44.47,45.53,85635,43.74484300707283,#000000
2023-07-07 00:00:00+00:00,44.91,47.63,44.43,46.3,469247,43.93309951327767,#000000
2023-07-14 00:00:00+00:00,47.07,47.92,44.68,44.7,112797,44.01432489930018,#000000
2023-07-21 00:00:00+00:00,47.25,48.89,47.01,47.01,64902,44.59467777063293,#000000
2023-07-28 00:00:00+00:00,45.42,47.39,44.54,47.27,180924,44.47138819211647,#000000
2023-08-04 00:00:00+00:00,42.17,45.97,42.17,45.7,140190,44.293307795442566,#000000
2023-08-11 00:00:00+00:00,43.5,44.62,40.83,42.52,187523,44.12734627552094,#000000
2023-08-18 00:00:00+00:00,40.58,43.24,40.17,43.24,75551,44.02534091158826,"rgba(239, 83, 80, 0.5)"
2023-08-25 00:00:00+00:00,42.94,43.11,39.81,40.82,102968,43.712373093924334,#000000
2023-09-01 00:00:00+00:00,44.995,45.23,42.49,42.75,139880,43.885321399543386,#000000
2023-09-08 00:00:00+00:00,42.65,45.18,42.65,45.0,119962,43.872618484836686,#000000
2023-09-15 00:00:00+00:00,44.29,44.43,42.39,43.02,215027,43.86943297418495,#000000
2023-09-22 00:00:00+00:00,44.2,45.38,42.21,44.2,299070,43.90604079382025,#000000
2023-09-29 00:00:00+00:00,42.62,44.67,42.58,44.0,167537,43.84526914575589,#000000
2023-10-06 00:00:00+00:00,40.16,42.28,39.12,42.17,233685,43.48747737368275,#000000
2023-10-13 00:00:00+00:00,39.29,41.12,38.94,40.1699,195064,43.217610402766994,"rgba(239, 83, 80, 0.5)"
2023-10-20 00:00:00+00:00,35.45,39.4,35.02,39.3,522368,42.21073786636586,"rgba(239, 83, 80, 0.5)"
2023-10-27 00:00:00+00:00,34.53,36.03,34.07,35.4,366865,41.54956448066336,"rgba(239, 83, 80, 0.5)"
