date,Close,High,Low,Open,Volume,aVWAP_BoS_CHoCH_bull_107,aVWAP_BoS_CHoCH_bull_231,aVWAP_BoS_CHoCH_bull_323,aVWAP_BoS_CHoCH_bull_499,aVWAP_BoS_CHoCH_bear_132,aVWAP_BoS_CHoCH_bear_353,aVWAP_BoS_CHoCH_bear_513,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,MA_Cross_Count,MA_Avg_Deviation_Z,MA_Oscillation_Score,BoS,CHoCH,BoS_CHoCH_Price,BoS_CHoCH_Break_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2022-01-03 00:00:00+00:00,28.7279525377,28.7279525377,28.5316861293,28.5316861293,1736,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,1736.0,False,False,False,False
2022-01-04 00:00:00+00:00,28.7019877161,28.9256011039,28.6995195772,28.7488823559,774,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-774,-30.352941176470587,False,False,False,False,1698.2745098039215,False,False,False,False
2022-01-05 00:00:00+00:00,27.7721904152,28.3737252373,27.7721904152,28.3737252373,1335,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-2109,-111.86851211072664,False,False,False,False,1684.0284505959246,False,False,False,False
2022-01-06 00:00:00+00:00,27.4680169724,27.5987296106,27.4062147734,27.5740482212,815,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-2924,-222.14817830246284,False,False,False,False,1649.9489035137315,False,False,False,False
2022-01-07 00:00:00+00:00,27.3556672879,27.3556672879,27.3173617716,27.3173617716,1655,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-4579,-393.00511248668,False,False,False,False,1650.1469857288794,False,False,False,False
2022-01-10 00:00:00+00:00,26.9591854488,26.9591854488,26.4693092323,26.9027144299,537,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-5116,-578.2205982715161,False,False,False,False,1606.4941627591195,False,False,False,False
2022-01-11 00:00:00+00:00,27.4090778145,27.4090778145,27.1544646016,27.1544646016,681,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,8.411258423036916,-42.28967977888283,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-4435,-729.466849319692,False,False,False,False,1570.2002740234677,False,False,False,False
2022-01-12 00:00:00+00:00,27.8473205645,27.8473205645,27.741881669,27.741881669,2735,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,19.323090006050318,-32.754459629067036,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-1700,-767.5269728757825,False,False,False,False,1615.8786946499984,False,False,False,False
2022-01-13 00:00:00+00:00,27.3632691558,27.662901223,27.3632691558,27.5839207769,849,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,23.77962019781947,-29.56757740313484,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-2549,-837.3886602139871,False,False,False,False,1585.8050203499984,False,False,False,False
2022-01-14 00:00:00+00:00,27.2872504765,27.2872504765,27.2872504765,27.2872504765,92,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,26.377103252388856,-27.975273534917612,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-2641,-908.1185166761836,False,False,False,False,1527.224431316665,False,False,False,False
