date,Close,High,Low,Open,Volume,aVWAP_OB_bull_499,aVWAP_OB_bull_462,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,SMA_50,SMA_200,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2022-08-09 00:00:00+00:00,15.5328862879,16.0271745681,15.4205683594,16.0271745681,6595,,,,#000000,,,,,,False,False,False,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,6595.0,False,False,False,False
2022-08-10 00:00:00+00:00,16.2427432588,16.2427432588,15.6312842003,16.1676517954,2629,,,,#000000,,,,100.0,,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,2629,103.09803921568627,False,False,False,False,6439.470588235295,False,False,False,False
2022-08-11 00:00:00+00:00,15.683835454,16.2825877087,15.683835454,16.2825877087,1422,,,,#000000,,,,91.74766278413438,16.990651136537508,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1207,146.38831218762016,False,False,False,False,6242.707035755479,False,False,False,False
2022-08-12 00:00:00+00:00,16.5890834773,16.6018541343,15.6440548574,15.6440548574,4228,,,,#000000,,,,88.60143807698428,16.990651136537508,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,5435,353.7848489645762,False,False,False,False,6163.698916706246,False,False,False,False
2022-08-15 00:00:00+00:00,17.2531576427,17.4830294692,16.7806433327,16.7806433327,27469,,,,#000000,,,,87.20192930938481,16.990651136537508,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,32904,1630.263874495377,False,False,False,False,6999.200919972667,False,False,False,False
2022-08-16 00:00:00+00:00,17.0610231077,17.5021854547,17.0610231077,17.3680935559,7041,,,,#000000,,,,85.00259344996992,16.990651136537508,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,25863,2580.5672519661466,False,False,False,False,7000.840099581582,False,False,False,False
2022-08-17 00:00:00+00:00,16.8577781011,17.0488271303,16.7087445336,16.7487166901,3272,,,,#000000,,,,82.1912799488204,16.990651136537508,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,22591,3365.2901048302197,False,False,False,False,6854.611076068579,False,False,False,False
2022-08-18 00:00:00+00:00,16.7709376334,16.967925018,16.7709376334,16.967925018,1046,,,,#000000,,,,79.48223912040905,16.990651136537508,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,21545,4078.2199046407995,False,False,False,False,6626.822406418831,False,False,False,False
2022-08-19 00:00:00+00:00,16.3450362215,16.3450362215,16.1127379702,16.2506610661,3242,,,,#000000,,,,75.51123026624802,16.990651136537508,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,18303,4636.054418184298,False,False,False,False,6494.084272833778,False,False,False,False
2022-08-22 00:00:00+00:00,15.8835046766,16.0399452252,15.6759814999,16.0399452252,26574,,,,#000000,,,,70.78535257359654,16.990651136537508,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-8271,4129.895421392757,False,False,False,False,7281.531948408924,False,False,False,False
