date,Open,High,Low,Close,Volume,aVWAP_peak_885,aVWAP_peak_884,aVWAP_peak_857,aVWAP_peak_856,aVWAP_peak_855,aVWAP_peak_834,aVWAP_peak_823,aVWAP_peak_822,aVWAP_peak_821,aVWAP_peak_820,aVWAP_peak_819,aVWAP_peak_808,aVWAP_peak_798,aVWAP_peak_797,aVWAP_peak_778,aVWAP_peak_767,aVWAP_peak_766,aVWAP_peak_765,aVWAP_peak_764,aVWAP_peak_763,aVWAP_peak_762,aVWAP_peak_761,aVWAP_peak_741,aVWAP_peak_740,aVWAP_peak_739,aVWAP_peak_738,aVWAP_peak_737,aVWAP_peak_736,aVWAP_peak_735,aVWAP_peak_734,aVWAP_peak_733,aVWAP_peak_732,aVWAP_peak_731,aVWAP_peak_730,aVWAP_peak_729,aVWAP_peak_728,aVWAP_peak_727,aVWAP_peak_726,aVWAP_peak_725,aVWAP_peak_724,aVWAP_peak_723,aVWAP_peak_722,aVWAP_peak_721,aVWAP_peak_720,aVWAP_peak_719,aVWAP_peak_718,aVWAP_peak_717,aVWAP_peak_716,aVWAP_peak_715,aVWAP_peak_714,aVWAP_peak_713,aVWAP_peak_712,aVWAP_peak_711,aVWAP_peak_710,aVWAP_peak_709,aVWAP_peak_708,aVWAP_peak_707,aVWAP_peak_706,aVWAP_peak_695,aVWAP_peak_694,aVWAP_peak_693,aVWAP_peak_692,aVWAP_peak_691,aVWAP_peak_690,aVWAP_peak_689,aVWAP_peak_677,aVWAP_peak_676,aVWAP_peak_675,aVWAP_peak_674,aVWAP_peak_673,aVWAP_peak_672,aVWAP_peak_671,aVWAP_peak_670,aVWAP_peak_660,aVWAP_peak_659,aVWAP_peak_658,aVWAP_peak_647,aVWAP_peak_646,aVWAP_peak_645,aVWAP_peak_644,aVWAP_peak_643,aVWAP_peak_642,aVWAP_peak_641,aVWAP_peak_622,aVWAP_peak_621,aVWAP_peak_599,aVWAP_peak_598,aVWAP_peak_577,aVWAP_peak_576,aVWAP_peak_566,aVWAP_peak_548,aVWAP_peak_547,aVWAP_peak_533,aVWAP_peak_515,aVWAP_peak_485,aVWAP_peak_484,aVWAP_peak_444,aVWAP_peak_443,aVWAP_peak_432,aVWAP_peak_431,aVWAP_peak_410,aVWAP_peak_409,aVWAP_peak_408,aVWAP_peak_380,aVWAP_peak_379,aVWAP_peak_378,aVWAP_peak_305,aVWAP_peak_281,aVWAP_valley_870,aVWAP_valley_869,aVWAP_valley_868,aVWAP_valley_867,aVWAP_valley_866,aVWAP_valley_865,aVWAP_valley_864,aVWAP_valley_863,aVWAP_valley_862,aVWAP_valley_843,aVWAP_valley_842,aVWAP_valley_841,aVWAP_valley_840,aVWAP_valley_834,aVWAP_valley_833,aVWAP_valley_815,aVWAP_valley_814,aVWAP_valley_813,aVWAP_valley_812,aVWAP_valley_811,aVWAP_valley_810,aVWAP_valley_809,aVWAP_valley_808,aVWAP_valley_788,aVWAP_valley_787,aVWAP_valley_786,aVWAP_valley_785,aVWAP_valley_784,aVWAP_valley_783,aVWAP_valley_782,aVWAP_valley_781,aVWAP_valley_780,aVWAP_valley_779,aVWAP_valley_778,aVWAP_valley_746,aVWAP_valley_745,aVWAP_valley_744,aVWAP_valley_743,aVWAP_valley_742,aVWAP_valley_741,aVWAP_valley_731,aVWAP_valley_730,aVWAP_valley_729,aVWAP_valley_728,aVWAP_valley_727,aVWAP_valley_726,aVWAP_valley_725,aVWAP_valley_724,aVWAP_valley_723,aVWAP_valley_722,aVWAP_valley_721,aVWAP_valley_720,aVWAP_valley_719,aVWAP_valley_718,aVWAP_valley_717,aVWAP_valley_716,aVWAP_valley_715,aVWAP_valley_714,aVWAP_valley_713,aVWAP_valley_712,aVWAP_valley_711,aVWAP_valley_710,aVWAP_valley_709,aVWAP_valley_708,aVWAP_valley_707,aVWAP_valley_706,aVWAP_valley_705,aVWAP_valley_704,aVWAP_valley_703,aVWAP_valley_702,aVWAP_valley_701,aVWAP_valley_700,aVWAP_valley_699,aVWAP_valley_698,aVWAP_valley_697,aVWAP_valley_696,aVWAP_valley_686,aVWAP_valley_685,aVWAP_valley_684,aVWAP_valley_683,aVWAP_valley_682,aVWAP_valley_681,aVWAP_valley_670,aVWAP_valley_669,aVWAP_valley_668,aVWAP_valley_667,aVWAP_valley_666,aVWAP_valley_665,aVWAP_valley_655,aVWAP_valley_654,aVWAP_valley_653,aVWAP_valley_652,aVWAP_valley_641,aVWAP_valley_640,aVWAP_valley_621,aVWAP_valley_620,aVWAP_valley_619,aVWAP_valley_618,aVWAP_valley_593,aVWAP_valley_583,aVWAP_valley_582,aVWAP_valley_578,aVWAP_valley_577,aVWAP_valley_573,aVWAP_valley_572,aVWAP_valley_559,aVWAP_valley_558,aVWAP_valley_545,aVWAP_valley_544,aVWAP_valley_543,aVWAP_valley_542,aVWAP_valley_527,aVWAP_valley_491,Peaks_avg,Valleys_avg,color,OB,OB_High,OB_Low,OB_Mitigated_Index
2025-06-03 17:00:00+00:00,2.925,2.925,2.925,2.925,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9368544600938966,2.9368544600938966,2.9368544600938966,2.9368544600938966,2.9368544600938966,2.9368544600938966,2.9368544600938966,2.930589970501475,2.929665940450254,2.929665940450254,2.929665940450254,2.9225700655933213,2.9225700655933213,2.9225700655933213,2.9225700655933213,2.9225700655933213,2.9225700655933213,2.923420745920746,2.8758758595729277,2.868770812928502,2.820350100916007,2.820350100916007,2.8355383670963774,2.8355383670963774,2.8543843423019424,2.862512006749741,2.862512006749741,2.852022702946313,2.851696907541812,2.8328021081414834,2.8328021081414834,3.056696933172626,3.0730402003426907,3.112195214296531,3.1265382322253683,3.187090834975202,3.187090834975202,3.187090834975202,3.2360216159538635,3.2360216159538635,3.2360216159538635,3.3903162884183202,3.4622322895847213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.930589970501475,2.930589970501475,2.930589970501475,2.930589970501475,2.930589970501475,2.929665940450254,2.929665940450254,2.929665940450254,2.929665940450254,2.929665940450254,2.923420745920746,2.923420745920746,2.868770812928502,2.868770812928502,2.868770812928502,2.843310128310129,2.82877814387699,2.834017417644831,2.8341178692859836,2.8350481838398807,2.8355383670963774,2.836665489642184,2.8370411723656663,2.866989152092097,2.866989152092097,2.852258585515131,2.852258585515131,2.852258585515131,2.8520695598123975,2.8505804626119446,2.8331541342952273,2.9240528412245803,2.8964852614171726,#000000,0.0,0.0,0.0,0.0
2025-06-03 18:00:00+00:00,2.925,2.925,2.925,2.925,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9368544600938966,2.9368544600938966,2.9368544600938966,2.9368544600938966,2.9368544600938966,2.9368544600938966,2.9368544600938966,2.930589970501475,2.929665940450254,2.929665940450254,2.929665940450254,2.9225700655933213,2.9225700655933213,2.9225700655933213,2.9225700655933213,2.9225700655933213,2.9225700655933213,2.923420745920746,2.8758758595729277,2.868770812928502,2.820350100916007,2.820350100916007,2.8355383670963774,2.8355383670963774,2.8543843423019424,2.862512006749741,2.862512006749741,2.852022702946313,2.851696907541812,2.8328021081414834,2.8328021081414834,3.056696933172626,3.0730402003426907,3.112195214296531,3.1265382322253683,3.187090834975202,3.187090834975202,3.187090834975202,3.2360216159538635,3.2360216159538635,3.2360216159538635,3.3903162884183202,3.4622322895847213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.930589970501475,2.930589970501475,2.930589970501475,2.930589970501475,2.930589970501475,2.929665940450254,2.929665940450254,2.929665940450254,2.929665940450254,2.929665940450254,2.923420745920746,2.923420745920746,2.868770812928502,2.868770812928502,2.868770812928502,2.843310128310129,2.82877814387699,2.834017417644831,2.8341178692859836,2.8350481838398807,2.8355383670963774,2.836665489642184,2.8370411723656663,2.866989152092097,2.866989152092097,2.852258585515131,2.852258585515131,2.852258585515131,2.8520695598123975,2.8505804626119446,2.8331541342952273,2.9240528412245803,2.8964852614171726,#000000,0.0,0.0,0.0,0.0
2025-06-03 19:00:00+00:00,2.925,2.925,2.925,2.925,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9368544600938966,2.9368544600938966,2.9368544600938966,2.9368544600938966,2.9368544600938966,2.9368544600938966,2.9368544600938966,2.930589970501475,2.929665940450254,2.929665940450254,2.929665940450254,2.9225700655933213,2.9225700655933213,2.9225700655933213,2.9225700655933213,2.9225700655933213,2.9225700655933213,2.923420745920746,2.8758758595729277,2.868770812928502,2.820350100916007,2.820350100916007,2.8355383670963774,2.8355383670963774,2.8543843423019424,2.862512006749741,2.862512006749741,2.852022702946313,2.851696907541812,2.8328021081414834,2.8328021081414834,3.056696933172626,3.0730402003426907,3.112195214296531,3.1265382322253683,3.187090834975202,3.187090834975202,3.187090834975202,3.2360216159538635,3.2360216159538635,3.2360216159538635,3.3903162884183202,3.4622322895847213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.930589970501475,2.930589970501475,2.930589970501475,2.930589970501475,2.930589970501475,2.929665940450254,2.929665940450254,2.929665940450254,2.929665940450254,2.929665940450254,2.923420745920746,2.923420745920746,2.868770812928502,2.868770812928502,2.868770812928502,2.843310128310129,2.82877814387699,2.834017417644831,2.8341178692859836,2.8350481838398807,2.8355383670963774,2.836665489642184,2.8370411723656663,2.866989152092097,2.866989152092097,2.852258585515131,2.852258585515131,2.852258585515131,2.8520695598123975,2.8505804626119446,2.8331541342952273,2.9240528412245803,2.8964852614171726,#000000,0.0,0.0,0.0,0.0
2025-06-04 14:00:00+00:00,2.925,2.925,2.925,2.925,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9368544600938966,2.9368544600938966,2.9368544600938966,2.9368544600938966,2.9368544600938966,2.9368544600938966,2.9368544600938966,2.930589970501475,2.929665940450254,2.929665940450254,2.929665940450254,2.9225700655933213,2.9225700655933213,2.9225700655933213,2.9225700655933213,2.9225700655933213,2.9225700655933213,2.923420745920746,2.8758758595729277,2.868770812928502,2.820350100916007,2.820350100916007,2.8355383670963774,2.8355383670963774,2.8543843423019424,2.862512006749741,2.862512006749741,2.852022702946313,2.851696907541812,2.8328021081414834,2.8328021081414834,3.056696933172626,3.0730402003426907,3.112195214296531,3.1265382322253683,3.187090834975202,3.187090834975202,3.187090834975202,3.2360216159538635,3.2360216159538635,3.2360216159538635,3.3903162884183202,3.4622322895847213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.930589970501475,2.930589970501475,2.930589970501475,2.930589970501475,2.930589970501475,2.929665940450254,2.929665940450254,2.929665940450254,2.929665940450254,2.929665940450254,2.923420745920746,2.923420745920746,2.868770812928502,2.868770812928502,2.868770812928502,2.843310128310129,2.82877814387699,2.834017417644831,2.8341178692859836,2.8350481838398807,2.8355383670963774,2.836665489642184,2.8370411723656663,2.866989152092097,2.866989152092097,2.852258585515131,2.852258585515131,2.852258585515131,2.8520695598123975,2.8505804626119446,2.8331541342952273,2.9240528412245803,2.8964852614171726,#000000,0.0,0.0,0.0,0.0
2025-06-04 15:00:00+00:00,2.925,2.925,2.925,2.925,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9368544600938966,2.9368544600938966,2.9368544600938966,2.9368544600938966,2.9368544600938966,2.9368544600938966,2.9368544600938966,2.930589970501475,2.929665940450254,2.929665940450254,2.929665940450254,2.9225700655933213,2.9225700655933213,2.9225700655933213,2.9225700655933213,2.9225700655933213,2.9225700655933213,2.923420745920746,2.8758758595729277,2.868770812928502,2.820350100916007,2.820350100916007,2.8355383670963774,2.8355383670963774,2.8543843423019424,2.862512006749741,2.862512006749741,2.852022702946313,2.851696907541812,2.8328021081414834,2.8328021081414834,3.056696933172626,3.0730402003426907,3.112195214296531,3.1265382322253683,3.187090834975202,3.187090834975202,3.187090834975202,3.2360216159538635,3.2360216159538635,3.2360216159538635,3.3903162884183202,3.4622322895847213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.930589970501475,2.930589970501475,2.930589970501475,2.930589970501475,2.930589970501475,2.929665940450254,2.929665940450254,2.929665940450254,2.929665940450254,2.929665940450254,2.923420745920746,2.923420745920746,2.868770812928502,2.868770812928502,2.868770812928502,2.843310128310129,2.82877814387699,2.834017417644831,2.8341178692859836,2.8350481838398807,2.8355383670963774,2.836665489642184,2.8370411723656663,2.866989152092097,2.866989152092097,2.852258585515131,2.852258585515131,2.852258585515131,2.8520695598123975,2.8505804626119446,2.8331541342952273,2.9240528412245803,2.8964852614171726,#000000,0.0,0.0,0.0,0.0
2025-06-04 16:00:00+00:00,2.925,2.925,2.925,2.925,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9368544600938966,2.9368544600938966,2.9368544600938966,2.9368544600938966,2.9368544600938966,2.9368544600938966,2.9368544600938966,2.930589970501475,2.929665940450254,2.929665940450254,2.929665940450254,2.9225700655933213,2.9225700655933213,2.9225700655933213,2.9225700655933213,2.9225700655933213,2.9225700655933213,2.923420745920746,2.8758758595729277,2.868770812928502,2.820350100916007,2.820350100916007,2.8355383670963774,2.8355383670963774,2.8543843423019424,2.862512006749741,2.862512006749741,2.852022702946313,2.851696907541812,2.8328021081414834,2.8328021081414834,3.056696933172626,3.0730402003426907,3.112195214296531,3.1265382322253683,3.187090834975202,3.187090834975202,3.187090834975202,3.2360216159538635,3.2360216159538635,3.2360216159538635,3.3903162884183202,3.4622322895847213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.930589970501475,2.930589970501475,2.930589970501475,2.930589970501475,2.930589970501475,2.929665940450254,2.929665940450254,2.929665940450254,2.929665940450254,2.929665940450254,2.923420745920746,2.923420745920746,2.868770812928502,2.868770812928502,2.868770812928502,2.843310128310129,2.82877814387699,2.834017417644831,2.8341178692859836,2.8350481838398807,2.8355383670963774,2.836665489642184,2.8370411723656663,2.866989152092097,2.866989152092097,2.852258585515131,2.852258585515131,2.852258585515131,2.8520695598123975,2.8505804626119446,2.8331541342952273,2.9240528412245803,2.8964852614171726,#000000,0.0,0.0,0.0,0.0
2025-06-04 17:00:00+00:00,2.925,2.925,2.925,2.925,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9368544600938966,2.9368544600938966,2.9368544600938966,2.9368544600938966,2.9368544600938966,2.9368544600938966,2.9368544600938966,2.930589970501475,2.929665940450254,2.929665940450254,2.929665940450254,2.9225700655933213,2.9225700655933213,2.9225700655933213,2.9225700655933213,2.9225700655933213,2.9225700655933213,2.923420745920746,2.8758758595729277,2.868770812928502,2.820350100916007,2.820350100916007,2.8355383670963774,2.8355383670963774,2.8543843423019424,2.862512006749741,2.862512006749741,2.852022702946313,2.851696907541812,2.8328021081414834,2.8328021081414834,3.056696933172626,3.0730402003426907,3.112195214296531,3.1265382322253683,3.187090834975202,3.187090834975202,3.187090834975202,3.2360216159538635,3.2360216159538635,3.2360216159538635,3.3903162884183202,3.4622322895847213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.930589970501475,2.930589970501475,2.930589970501475,2.930589970501475,2.930589970501475,2.929665940450254,2.929665940450254,2.929665940450254,2.929665940450254,2.929665940450254,2.923420745920746,2.923420745920746,2.868770812928502,2.868770812928502,2.868770812928502,2.843310128310129,2.82877814387699,2.834017417644831,2.8341178692859836,2.8350481838398807,2.8355383670963774,2.836665489642184,2.8370411723656663,2.866989152092097,2.866989152092097,2.852258585515131,2.852258585515131,2.852258585515131,2.8520695598123975,2.8505804626119446,2.8331541342952273,2.9240528412245803,2.8964852614171726,#000000,0.0,0.0,0.0,0.0
2025-06-04 18:00:00+00:00,2.925,2.925,2.925,2.925,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9368544600938966,2.9368544600938966,2.9368544600938966,2.9368544600938966,2.9368544600938966,2.9368544600938966,2.9368544600938966,2.930589970501475,2.929665940450254,2.929665940450254,2.929665940450254,2.9225700655933213,2.9225700655933213,2.9225700655933213,2.9225700655933213,2.9225700655933213,2.9225700655933213,2.923420745920746,2.8758758595729277,2.868770812928502,2.820350100916007,2.820350100916007,2.8355383670963774,2.8355383670963774,2.8543843423019424,2.862512006749741,2.862512006749741,2.852022702946313,2.851696907541812,2.8328021081414834,2.8328021081414834,3.056696933172626,3.0730402003426907,3.112195214296531,3.1265382322253683,3.187090834975202,3.187090834975202,3.187090834975202,3.2360216159538635,3.2360216159538635,3.2360216159538635,3.3903162884183202,3.4622322895847213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.930589970501475,2.930589970501475,2.930589970501475,2.930589970501475,2.930589970501475,2.929665940450254,2.929665940450254,2.929665940450254,2.929665940450254,2.929665940450254,2.923420745920746,2.923420745920746,2.868770812928502,2.868770812928502,2.868770812928502,2.843310128310129,2.82877814387699,2.834017417644831,2.8341178692859836,2.8350481838398807,2.8355383670963774,2.836665489642184,2.8370411723656663,2.866989152092097,2.866989152092097,2.852258585515131,2.852258585515131,2.852258585515131,2.8520695598123975,2.8505804626119446,2.8331541342952273,2.9240528412245803,2.8964852614171726,#000000,0.0,0.0,0.0,0.0
2025-06-04 19:00:00+00:00,2.925,2.925,2.925,2.925,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9368544600938966,2.9368544600938966,2.9368544600938966,2.9368544600938966,2.9368544600938966,2.9368544600938966,2.9368544600938966,2.930589970501475,2.929665940450254,2.929665940450254,2.929665940450254,2.9225700655933213,2.9225700655933213,2.9225700655933213,2.9225700655933213,2.9225700655933213,2.9225700655933213,2.923420745920746,2.8758758595729277,2.868770812928502,2.820350100916007,2.820350100916007,2.8355383670963774,2.8355383670963774,2.8543843423019424,2.862512006749741,2.862512006749741,2.852022702946313,2.851696907541812,2.8328021081414834,2.8328021081414834,3.056696933172626,3.0730402003426907,3.112195214296531,3.1265382322253683,3.187090834975202,3.187090834975202,3.187090834975202,3.2360216159538635,3.2360216159538635,3.2360216159538635,3.3903162884183202,3.4622322895847213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.930589970501475,2.930589970501475,2.930589970501475,2.930589970501475,2.930589970501475,2.929665940450254,2.929665940450254,2.929665940450254,2.929665940450254,2.929665940450254,2.923420745920746,2.923420745920746,2.868770812928502,2.868770812928502,2.868770812928502,2.843310128310129,2.82877814387699,2.834017417644831,2.8341178692859836,2.8350481838398807,2.8355383670963774,2.836665489642184,2.8370411723656663,2.866989152092097,2.866989152092097,2.852258585515131,2.852258585515131,2.852258585515131,2.8520695598123975,2.8505804626119446,2.8331541342952273,2.9240528412245803,2.8964852614171726,#000000,0.0,0.0,0.0,0.0
2025-06-05 14:00:00+00:00,2.925,2.925,2.925,2.925,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9368544600938966,2.9368544600938966,2.9368544600938966,2.9368544600938966,2.9368544600938966,2.9368544600938966,2.9368544600938966,2.930589970501475,2.929665940450254,2.929665940450254,2.929665940450254,2.9225700655933213,2.9225700655933213,2.9225700655933213,2.9225700655933213,2.9225700655933213,2.9225700655933213,2.923420745920746,2.8758758595729277,2.868770812928502,2.820350100916007,2.820350100916007,2.8355383670963774,2.8355383670963774,2.8543843423019424,2.862512006749741,2.862512006749741,2.852022702946313,2.851696907541812,2.8328021081414834,2.8328021081414834,3.056696933172626,3.0730402003426907,3.112195214296531,3.1265382322253683,3.187090834975202,3.187090834975202,3.187090834975202,3.2360216159538635,3.2360216159538635,3.2360216159538635,3.3903162884183202,3.4622322895847213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.930589970501475,2.930589970501475,2.930589970501475,2.930589970501475,2.930589970501475,2.929665940450254,2.929665940450254,2.929665940450254,2.929665940450254,2.929665940450254,2.923420745920746,2.923420745920746,2.868770812928502,2.868770812928502,2.868770812928502,2.843310128310129,2.82877814387699,2.834017417644831,2.8341178692859836,2.8350481838398807,2.8355383670963774,2.836665489642184,2.8370411723656663,2.866989152092097,2.866989152092097,2.852258585515131,2.852258585515131,2.852258585515131,2.8520695598123975,2.8505804626119446,2.8331541342952273,2.9240528412245803,2.8964852614171726,#000000,0.0,0.0,0.0,0.0
2025-06-05 15:00:00+00:00,2.925,2.925,2.925,2.925,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9368544600938966,2.9368544600938966,2.9368544600938966,2.9368544600938966,2.9368544600938966,2.9368544600938966,2.9368544600938966,2.930589970501475,2.929665940450254,2.929665940450254,2.929665940450254,2.9225700655933213,2.9225700655933213,2.9225700655933213,2.9225700655933213,2.9225700655933213,2.9225700655933213,2.923420745920746,2.8758758595729277,2.868770812928502,2.820350100916007,2.820350100916007,2.8355383670963774,2.8355383670963774,2.8543843423019424,2.862512006749741,2.862512006749741,2.852022702946313,2.851696907541812,2.8328021081414834,2.8328021081414834,3.056696933172626,3.0730402003426907,3.112195214296531,3.1265382322253683,3.187090834975202,3.187090834975202,3.187090834975202,3.2360216159538635,3.2360216159538635,3.2360216159538635,3.3903162884183202,3.4622322895847213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.930589970501475,2.930589970501475,2.930589970501475,2.930589970501475,2.930589970501475,2.929665940450254,2.929665940450254,2.929665940450254,2.929665940450254,2.929665940450254,2.923420745920746,2.923420745920746,2.868770812928502,2.868770812928502,2.868770812928502,2.843310128310129,2.82877814387699,2.834017417644831,2.8341178692859836,2.8350481838398807,2.8355383670963774,2.836665489642184,2.8370411723656663,2.866989152092097,2.866989152092097,2.852258585515131,2.852258585515131,2.852258585515131,2.8520695598123975,2.8505804626119446,2.8331541342952273,2.9240528412245803,2.8964852614171726,#000000,0.0,0.0,0.0,0.0
2025-06-05 16:00:00+00:00,2.925,2.925,2.925,2.925,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9368544600938966,2.9368544600938966,2.9368544600938966,2.9368544600938966,2.9368544600938966,2.9368544600938966,2.9368544600938966,2.930589970501475,2.929665940450254,2.929665940450254,2.929665940450254,2.9225700655933213,2.9225700655933213,2.9225700655933213,2.9225700655933213,2.9225700655933213,2.9225700655933213,2.923420745920746,2.8758758595729277,2.868770812928502,2.820350100916007,2.820350100916007,2.8355383670963774,2.8355383670963774,2.8543843423019424,2.862512006749741,2.862512006749741,2.852022702946313,2.851696907541812,2.8328021081414834,2.8328021081414834,3.056696933172626,3.0730402003426907,3.112195214296531,3.1265382322253683,3.187090834975202,3.187090834975202,3.187090834975202,3.2360216159538635,3.2360216159538635,3.2360216159538635,3.3903162884183202,3.4622322895847213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.930589970501475,2.930589970501475,2.930589970501475,2.930589970501475,2.930589970501475,2.929665940450254,2.929665940450254,2.929665940450254,2.929665940450254,2.929665940450254,2.923420745920746,2.923420745920746,2.868770812928502,2.868770812928502,2.868770812928502,2.843310128310129,2.82877814387699,2.834017417644831,2.8341178692859836,2.8350481838398807,2.8355383670963774,2.836665489642184,2.8370411723656663,2.866989152092097,2.866989152092097,2.852258585515131,2.852258585515131,2.852258585515131,2.8520695598123975,2.8505804626119446,2.8331541342952273,2.9240528412245803,2.8964852614171726,#000000,-1.0,2.925,2.925,797.0
