date,Open,High,Low,Close,Volume,MA_Cross_Count,MA_Avg_Deviation_Z,MA_Oscillation_Score,Peaks_Valleys_avg
2023-11-20 17:00:00+00:00,17.335,17.47,17.27,17.415,64585.0,0,,,
2023-11-21 17:00:00+00:00,17.115,17.375,17.07,17.35,56367.0,0,,,
2023-11-22 17:00:00+00:00,17.67,17.745,17.385,17.48,62329.0,0,,,
2023-11-23 17:00:00+00:00,17.48,17.48,17.48,17.48,0.0,0,,,
2023-11-24 17:00:00+00:00,17.89,17.93,17.735,17.925,24081.0,0,,,
2023-11-27 17:00:00+00:00,17.75,17.885,17.695,17.775,45137.0,0,,,
2023-11-28 17:00:00+00:00,17.58,17.835,17.525,17.73,55007.0,0,,,
2023-11-29 17:00:00+00:00,18.89,19.21,18.795,19.08,91853.0,0,,,
2023-11-30 17:00:00+00:00,18.63,19.155,18.615,19.12,36458.0,0,,,
2023-12-01 17:00:00+00:00,19.625,19.85,19.535,19.825,116560.0,0,,,
2023-12-04 17:00:00+00:00,19.805,20.24,19.805,20.23,148469.0,0,,,
2023-12-05 17:00:00+00:00,19.895,20.035,19.755,20.02,207799.0,0,,,
2023-12-06 17:00:00+00:00,23.82,23.905,23.03,23.33,126652.0,0,,,
2023-12-07 17:00:00+00:00,22.96,23.5,22.87,23.345,211167.0,0,,,
2023-12-08 17:00:00+00:00,23.53,24.54,23.52,24.015,145109.0,0,,,
2023-12-11 17:00:00+00:00,24.32,24.89,24.23,24.56,84110.0,0,,,
2023-12-12 17:00:00+00:00,25.66,26.115,25.39,25.395,105464.0,0,,,
2023-12-13 17:00:00+00:00,25.2,26.395,25.135,25.91,214823.0,0,,,
2023-12-14 17:00:00+00:00,25.755,26.0,25.405,25.74,131975.0,0,,,
2023-12-15 17:00:00+00:00,26.63,26.64,25.95,26.41,210097.0,0,,,
2023-12-18 17:00:00+00:00,26.97,27.035,26.695,26.745,83501.0,0,,,
2023-12-19 17:00:00+00:00,27.39,27.65,27.31,27.5,104741.0,0,,,
2023-12-20 17:00:00+00:00,27.58,27.64,26.375,26.49,57137.0,0,,,
2023-12-21 17:00:00+00:00,27.09,27.575,26.985,27.56,132577.0,0,,,
2023-12-22 17:00:00+00:00,27.665,27.795,27.32,27.64,45521.0,0,,,
2023-12-25 17:00:00+00:00,27.64,27.64,27.64,27.64,0.0,0,,,
2023-12-26 17:00:00+00:00,27.745,27.935,27.585,27.855,35974.0,0,,,27.791666666666664
2023-12-27 17:00:00+00:00,27.71,27.87,27.485,27.73,73847.0,0,,,27.726665042812094
2023-12-28 17:00:00+00:00,27.48,27.845,27.48,27.835,59986.0,0,,,27.724310550605495
2023-12-29 17:00:00+00:00,27.47,27.66,27.285,27.435,38038.0,0,,,27.675938712341733
2024-01-01 17:00:00+00:00,27.435,27.435,27.435,27.435,0.0,0,,,27.675938712341733
2024-01-02 17:00:00+00:00,25.78,26.025,25.625,25.905,54695.0,0,,,27.295887826616898
2024-01-03 17:00:00+00:00,24.595,24.71,23.81,23.815,161460.0,0,,,26.083330400943396
2024-01-04 17:00:00+00:00,24.1,24.105,23.445,23.51,96739.0,0,,,25.638096122369685
2024-01-05 17:00:00+00:00,23.32,23.82,23.185,23.695,71983.0,0,,,24.476599234829592
2024-01-08 17:00:00+00:00,23.765,23.9,23.395,23.47,52228.0,0,,,24.40834542884641
2024-01-09 17:00:00+00:00,23.54,24.175,23.48,24.17,111505.0,0,,,24.399129574021863
2024-01-10 17:00:00+00:00,24.285,24.54,24.115,24.525,82554.0,0,,,24.450435744319826
2024-01-11 17:00:00+00:00,24.365,24.6,24.28,24.31,70669.0,0,,,24.47125464225547
2024-01-12 17:00:00+00:00,24.69,25.56,24.595,25.35,104529.0,0,,,24.60645061063893
2024-01-15 17:00:00+00:00,25.35,25.35,25.35,25.35,0.0,0,,,24.60645061063893
2024-01-16 17:00:00+00:00,25.03,25.17,24.635,24.79,29348.0,0,,,24.622333519198385
2024-01-17 17:00:00+00:00,24.43,24.56,24.33,24.555,54593.0,0,,,24.619757160946385
2024-01-18 17:00:00+00:00,24.72,24.805,24.44,24.7,50124.0,0,,,24.62725413688871
2024-01-19 17:00:00+00:00,24.47,24.84,24.33,24.835,33574.0,0,,,24.632197134776995
2024-01-22 17:00:00+00:00,26.225,26.49,25.77,26.335,84848.0,0,,,24.780364615561894
2024-01-23 17:00:00+00:00,26.54,26.58,26.31,26.53,33967.0,0,,,24.841271416566947
2024-01-24 17:00:00+00:00,26.61,26.75,25.695,25.855,42700.0,0,,,24.895951314743254
2024-01-25 17:00:00+00:00,25.99,26.07,25.42,25.725,44076.0,0,,,24.932454190202478
2024-01-26 17:00:00+00:00,26.15,26.52,25.97,26.295,38123.0,0,,,24.979483839790205
2024-01-29 17:00:00+00:00,27.83,28.305,27.6,28.175,120533.0,0,,,25.28027817536391
2024-01-30 17:00:00+00:00,27.62,27.725,27.13,27.61,66996.0,0,,,25.394561008211426
