date,Close,High,Low,Open,Volume,Peaks_Valleys_avg,color
2022-01-03 00:00:00+00:00,4.2855,4.32,4.0,4.15,143985,,#000000
2022-01-04 00:00:00+00:00,4.69,4.71,4.21154,4.2167,382246,,#000000
2022-01-05 00:00:00+00:00,4.8901,5.1095,4.44,4.44,500024,,#000000
2022-01-06 00:00:00+00:00,5.141,5.25,4.82,4.82,327503,,#000000
2022-01-07 00:00:00+00:00,5.4,5.5,4.91,4.95,648513,,#000000
2022-01-10 00:00:00+00:00,5.57,5.64,5.3,5.3,370171,,#000000
2022-01-11 00:00:00+00:00,5.97,6.03,5.56,5.74,510182,,#000000
2022-01-12 00:00:00+00:00,5.82,6.15,5.78,6.15,506189,,#000000
2022-01-13 00:00:00+00:00,5.71,6.0795,5.68049,5.83,383859,,#000000
2022-01-14 00:00:00+00:00,6.12,6.12,5.71,5.71,414889,,#000000
2022-01-18 00:00:00+00:00,6.38,6.6,5.76,6.51,524436,,#000000
2022-01-19 00:00:00+00:00,6.38,6.85,6.31,6.8,524436,,#000000
2022-01-20 00:00:00+00:00,6.31,6.57,6.3,6.36,242574,,#000000
2022-01-21 00:00:00+00:00,5.87,6.4,5.8,6.23,558071,,#000000
2022-01-24 00:00:00+00:00,5.8635,5.87,5.2101,5.62,637668,,#000000
2022-01-25 00:00:00+00:00,6.48,6.535,5.78,5.85,503370,,#000000
2022-01-26 00:00:00+00:00,6.84,7.02,6.47,6.49,776013,,#000000
2022-01-27 00:00:00+00:00,6.78,7.33,6.61,7.3,285464,,#000000
2022-01-28 00:00:00+00:00,7.1001,7.18,6.6,6.9,444318,,#000000
2022-01-31 00:00:00+00:00,7.43,8.58,7.25,7.81,436694,7.753333333333333,#000000
2022-02-01 00:00:00+00:00,7.62,7.94,7.34,7.57,800972,7.675673738579984,#000000
2022-02-02 00:00:00+00:00,7.35,7.85,7.25,7.76,457572,7.6237579698740445,#000000
2022-02-03 00:00:00+00:00,7.29,7.49,6.8,7.41,459129,7.5320278083229715,#000000
2022-02-04 00:00:00+00:00,7.27,7.32,7.11,7.3,348525,7.4904349262106935,#000000
2022-02-07 00:00:00+00:00,7.41,7.47,7.24,7.35,330344,7.476781348253376,#000000
2022-02-08 00:00:00+00:00,6.98,7.35,6.89,7.32,612670,7.405049706327838,#000000
2022-02-09 00:00:00+00:00,7.26,7.39,6.73,6.96,505553,7.369433145242471,#000000
2022-02-10 00:00:00+00:00,7.07,7.36,6.97,7.01,609875,7.337865324778527,#000000
2022-02-11 00:00:00+00:00,7.42,7.4499,7.08,7.15,379849,7.336233134528041,#000000
2022-02-14 00:00:00+00:00,7.715,7.74,7.22,7.42,377627,7.352001893286908,#000000
2022-02-15 00:00:00+00:00,7.96,8.05,7.4,7.59,797030,7.41082041987691,#000000
2022-02-16 00:00:00+00:00,8.22,8.62,8.1,8.1,724736,7.506438624958873,#000000
2022-02-17 00:00:00+00:00,8.1,8.4,7.99,8.27,300120,7.534047591910743,#000000
2022-02-18 00:00:00+00:00,7.6,8.08,7.54,8.08,584582,7.5496322829245335,#000000
2022-02-22 00:00:00+00:00,7.43,7.97,7.3,7.76,453349,7.550576514864089,#000000
