date,Close,High,Low,Open,Volume,aVWAP_OB_bull_162,aVWAP_OB_bull_132,aVWAP_OB_bull_92,aVWAP_OB_bear_118,aVWAP_OB_bear_56,OB,OB_High,OB_Low,OB_Mitigated_Index,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,SMA_50,SMA_200,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,36.375892177,36.7958002015,35.9562058489,36.3336381725,9606406,,,,,,0.0,0.0,0.0,0.0,,#000000,,,,,,False,False,False,False,False,,,,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,9606406.0,False,False,False,False
2022-01-07 00:00:00+00:00,38.1501353064,38.1969534401,36.2977316867,36.4306045202,8779080,,,,,,0.0,0.0,0.0,0.0,,#000000,,,,100.0,,False,False,True,False,False,,,,0,,,False,False,False,False,,,False,False,False,False,8779080,650302.2222222221,False,False,False,False,9545122.592592593,False,False,False,False
2022-01-14 00:00:00+00:00,39.0958772388,40.1588599066,37.774964953,38.1813995025,14504489,,,,,,0.0,0.0,0.0,0.0,,#000000,,,,100.0,50.0,False,False,True,False,True,,,,0,,,False,False,False,False,,,False,False,False,False,23283569,2326840.502057613,False,False,False,False,9912483.067215364,False,False,False,False
2022-01-21 00:00:00+00:00,39.150589582,40.2448364459,38.892659964,39.3225426606,8047625,,,,,,0.0,0.0,0.0,0.0,,#000000,,,,100.0,50.0,False,False,True,False,True,,,,0,,,False,False,False,False,,,False,False,False,False,31331194,4475311.131534827,False,False,False,False,9774345.43260682,False,False,False,False
2022-01-28 00:00:00+00:00,40.1510438576,40.2448364459,37.7358847079,38.5722019539,10067146,,,,,,0.0,0.0,0.0,0.0,,#000000,,,,100.0,50.0,False,False,True,False,True,,,,0,,,False,False,False,False,,,False,False,False,False,41398340,7210350.306976691,False,False,False,False,9796034.363524834,False,False,False,False
2022-02-04 00:00:00+00:00,39.5257599353,40.6512709954,39.3772550038,40.2292043479,9667166,,,,,,0.0,0.0,0.0,0.0,,#000000,,,,96.2667207353757,46.44171820090496,False,False,True,False,False,,,,0,,,False,False,False,False,,,False,False,False,False,31731174,9026707.617571011,False,False,False,False,9786488.55881929,False,False,False,False
2022-02-11 00:00:00+00:00,41.0186252997,41.2921870157,39.431967347,39.5335759844,9504608,,,,,,0.0,0.0,0.0,0.0,,#000000,,,,94.48518568924362,44.87494070920728,False,False,True,False,False,,,,0,,,False,False,False,False,,,False,False,False,False,41235782,11412564.979232417,False,False,False,False,9765608.517425269,False,False,False,False
2022-02-18 00:00:00+00:00,40.9951771526,41.370347506,40.2839166911,40.9482808584,10988701,,,,,,0.0,0.0,0.0,0.0,,#000000,,,,93.00084837098915,43.61851553317288,False,False,True,False,False,,,,0,,,False,False,False,False,,,False,False,False,False,30247081,12807714.31410409,False,False,False,False,9856207.960578954,False,False,False,False
2022-02-25 00:00:00+00:00,41.0655215939,41.3625314569,39.8774821416,41.1436820842,8756854,,,,,,0.0,0.0,0.0,0.0,,#000000,,,,91.88950297263736,42.72410863484696,False,False,True,False,False,,,,1,,,False,False,False,False,,,False,False,False,False,39003935,14748175.105651934,False,False,False,False,9774774.333869403,False,False,False,False
2022-03-04 00:00:00+00:00,44.0747004697,44.1841251561,40.8779364172,40.9404648094,8376960,,,,,,0.0,0.0,0.0,0.0,,#000000,,,,92.15006136053921,42.72410863484696,False,True,True,False,True,,,,0,,,False,False,False,False,,,False,False,False,False,47380895,17165413.616344385,False,False,False,False,9671232.53136056,False,False,False,False
