date,Close,High,Low,Open,Volume,Peaks_Valleys_avg,color
2021-12-31 00:00:00+00:00,42.45,47.304,40.419,40.419,10427,,#000000
2022-01-07 00:00:00+00:00,44.85,49.95,43.458,43.5,10084,,#000000
2022-01-14 00:00:00+00:00,41.4,45.75,40.35,45.75,8375,,#000000
2022-01-21 00:00:00+00:00,37.5,43.5,37.5,42.0,3562,,#000000
2022-01-28 00:00:00+00:00,32.7,41.55,29.7,37.5,13871,34.65,#000000
2022-02-04 00:00:00+00:00,31.8,33.9,31.65,33.0,1821,34.39469793525363,#000000
2022-02-11 00:00:00+00:00,31.95,33.0,30.75,33.0,1932,34.12122106218793,#000000
2022-02-18 00:00:00+00:00,35.8395,36.1725,31.35,31.9215,2654,34.16477542163921,#000000
2022-02-25 00:00:00+00:00,33.9,35.7,33.0,35.7,2511,34.16865663258589,#000000
2022-03-04 00:00:00+00:00,36.15,39.15,33.7515,34.95,3495,35.40463885824075,#000000
2022-03-11 00:00:00+00:00,37.2,37.65,34.68,36.15,1658,35.491155656975636,#000000
2022-03-18 00:00:00+00:00,35.625,37.5,34.65,37.2,7308,35.49070662894159,#000000
2022-03-25 00:00:00+00:00,36.1695,38.7,33.15,35.7,11449,35.60364606190894,#000000
2022-04-01 00:00:00+00:00,30.75,35.1,30.0,31.8,3260,34.151715532439944,#000000
2022-04-08 00:00:00+00:00,32.67,32.9985,30.0105,30.9,2262,34.00577759098269,#000000
2022-04-15 00:00:00+00:00,33.45,36.0,32.25,32.25,1459,34.11320782637444,#000000
2022-04-22 00:00:00+00:00,36.8805,37.35,32.7,34.05,688,34.218725544536646,#000000
2022-04-29 00:00:00+00:00,31.8015,37.326,31.8015,36.6,464,34.22698051915524,#000000
2022-05-06 00:00:00+00:00,34.113,35.1,32.25,33.3,296,34.234233330658355,#000000
2022-05-13 00:00:00+00:00,32.1,33.6,29.4345,33.1365,723,34.16872428614892,#000000
2022-05-20 00:00:00+00:00,33.0,34.5,30.0,30.0,610,34.14168837684064,#000000
2022-05-27 00:00:00+00:00,34.2,34.5,28.8,34.5,5720,33.573875533980804,#000000
2022-06-03 00:00:00+00:00,31.35,36.0,30.0,34.2,1528,33.534769201734214,#000000
2022-06-10 00:00:00+00:00,32.7,36.75,31.05,35.25,1807,33.58894280474434,#000000
2022-06-17 00:00:00+00:00,34.05,36.9,30.0,33.75,2322,33.6471031473968,#000000
2022-06-24 00:00:00+00:00,31.6725,35.2875,28.5,33.3,1606,33.159206917503006,#000000
2022-07-01 00:00:00+00:00,31.05,34.5,30.624,31.65,3574,33.0330704636827,#000000
2022-07-08 00:00:00+00:00,32.1,34.2,29.3085,34.05,541,33.010665693582325,#000000
2022-07-15 00:00:00+00:00,32.8935,33.906,30.0015,33.75,203,33.00832744287811,#000000
2022-07-22 00:00:00+00:00,30.75,33.267,29.4,30.9,966,32.928374841512486,#000000
2022-07-29 00:00:00+00:00,27.3,29.25,21.3,29.25,3224,31.071516578207838,#000000
2022-08-05 00:00:00+00:00,28.65,32.85,24.0,26.4915,1260,31.05081372053792,#000000
2022-08-12 00:00:00+00:00,35.9715,39.4905,26.7,31.5,4481,31.986817292972173,#000000
2022-08-19 00:00:00+00:00,36.75,37.5,31.5,33.6,1889,32.29147139199664,#000000
2022-08-26 00:00:00+00:00,39.0,40.35,33.384,38.25,6009,33.35298734349782,#000000
2022-09-02 00:00:00+00:00,39.3,52.5,37.5,37.5,29129,38.37662756068352,#000000
2022-09-09 00:00:00+00:00,40.5,45.75,30.75,40.428,16848,38.371533113630946,#000000
2022-09-16 00:00:00+00:00,37.2,52.35,36.45,42.45,18496,38.997504768405555,#000000
2022-09-23 00:00:00+00:00,36.0,43.05,33.45,35.85,24958,38.63718413210651,#000000
2022-09-30 00:00:00+00:00,53.7,53.7,33.1515,38.25,57508,41.19710156395902,#000000
2022-10-07 00:00:00+00:00,73.35,82.35,52.5,53.7,141799,53.47042737449857,#000000
2022-10-14 00:00:00+00:00,69.0,78.6,63.0,67.8,148596,58.685428059013944,#000000
2022-10-21 00:00:00+00:00,118.05,119.331,66.6,67.5,95096,65.7946667163762,#000000
2022-10-28 00:00:00+00:00,126.0,127.35,88.2,118.2,97158,72.78727438542478,#000000
2022-11-04 00:00:00+00:00,106.95,128.85,100.5,126.0,109413,78.31949086858617,#000000
2022-11-11 00:00:00+00:00,148.8,161.1,105.0,105.3,118212,93.11456555927865,#000000
2022-11-18 00:00:00+00:00,104.55,148.05,75.6,144.15,160553,94.0787654353353,#000000
2022-11-25 00:00:00+00:00,16.95,42.1215,16.8,42.0,511584,67.6681971352123,#000000
2022-12-02 00:00:00+00:00,14.538,17.4,13.581,16.95,225912,60.498680402783094,#000000
2022-12-09 00:00:00+00:00,11.925,15.3,11.6715,15.0,68524,58.62243529957303,#000000
2022-12-16 00:00:00+00:00,13.086,13.5,10.6335,11.925,44086,51.69847692559816,#000000
2022-12-23 00:00:00+00:00,13.0485,14.1,12.0,13.35,34295,50.99633967132296,#000000
2022-12-30 00:00:00+00:00,12.525,12.9,11.7,12.3975,10693,50.76410481552508,#000000
