date,Close,High,Low,Open,Volume,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,SMA_50,SMA_200,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,542.9458352691,546.5704793083,527.3948412908,527.4904808601,7948167,,#000000,,,,,,False,False,False,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,7948167.0,False,False,False,False
2022-01-07 00:00:00+00:00,512.8002430061,543.9213588766,510.9448353605,540.3923544067,12527089,,"rgba(239, 83, 80, 0.5)",,,,0.0,,False,False,False,True,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-12527089,-927932.5185185184,False,False,False,False,8287346.407407408,False,False,False,False
2022-01-14 00:00:00+00:00,481.0574699348,507.2818398539,479.976742801,506.2106766771,15397269,,"rgba(239, 83, 80, 0.5)",,,,0.0,-50.0,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-27924358,-2927667.7393689984,False,False,False,False,8814007.340192044,False,False,False,False
2022-01-21 00:00:00+00:00,460.6097300052,478.0829836881,460.332375254,472.9003710639,12635915,,"rgba(239, 83, 80, 0.5)",,,,0.0,-50.0,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-40560273,-5715268.129045369,False,False,False,False,9097111.61128893,False,False,False,False
2022-01-28 00:00:00+00:00,470.9579314102,474.1713253012,448.5591442655,454.8152154162,14868158,464.56280032563336,"rgba(239, 83, 80, 0.5)",,464.56280032563336,,3.6235985167790017,-46.57456702710735,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-25692115,-7195034.563930897,False,False,False,False,9524596.52897123,False,False,False,False
2022-02-04 00:00:00+00:00,497.8584461581,504.2472639735,469.2364191616,470.5466812619,12427919,476.34806218533794,"rgba(239, 83, 80, 0.5)",,476.34806218533794,,12.724053401008254,-38.12041742727415,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-13264196,-7644602.077713794,False,False,False,False,9739657.452751141,False,False,False,False
2022-02-11 00:00:00+00:00,488.1842242788,511.7203609143,485.9907620904,499.3239470963,10490739,481.6092507176831,"rgba(239, 83, 80, 0.5)",,481.6092507176831,,18.298088863379462,-33.33284465592518,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-23754935,-8837960.071957218,False,False,False,False,9795293.122917723,False,False,False,False
2022-02-18 00:00:00+00:00,491.0577555301,496.3642099075,480.3011702128,487.5328905286,9682668,483.16595886262894,"rgba(239, 83, 80, 0.5)",,483.16595886262894,,22.8267494718368,-29.62849733606762,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-14072267,-9225686.511071498,False,False,False,False,9786950.521220114,False,False,False,False
2022-02-25 00:00:00+00:00,495.6745624072,496.4025236575,462.61937458,488.5003127165,9290032,483.4495824476884,"rgba(239, 83, 80, 0.5)",,483.4495824476884,,26.934395335860916,-26.33823998544302,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-4782235,-8896541.95469583,False,False,False,False,9750141.741870476,False,False,False,False
2022-03-04 00:00:00+00:00,503.3468908481,516.2394677288,489.745509592,492.6190408433,15567194,487.68131410266164,"rgba(239, 83, 80, 0.5)",,487.68131410266164,,31.237436685678375,-22.845199363119836,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,10784959,-7438652.995088732,False,False,False,False,10181034.501731923,False,False,False,False
