date,Close,High,Low,Open,Volume,aVWAP_BoS_CHoCH_bull_163,aVWAP_BoS_CHoCH_bull_217,aVWAP_BoS_CHoCH_bull_268,aVWAP_BoS_CHoCH_bull_321,aVWAP_BoS_CHoCH_bull_503,aVWAP_BoS_CHoCH_bull_633,aVWAP_BoS_CHoCH_bull_664,aVWAP_BoS_CHoCH_bull_809,aVWAP_BoS_CHoCH_bear_90,aVWAP_BoS_CHoCH_bear_252,aVWAP_BoS_CHoCH_bear_616,aVWAP_BoS_CHoCH_bear_675,aVWAP_BoS_CHoCH_bear_746,aVWAP_BoS_CHoCH_bear_793,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,MA_Cross_Count,MA_Avg_Deviation_Z,MA_Oscillation_Score,BoS,CHoCH,BoS_CHoCH_Price,BoS_CHoCH_Break_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2022-01-03 00:00:00+00:00,17.5626441877,17.7830445563,17.2728585178,17.2728585178,3954849,,,,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,3954849.0,False,False,False,False
2022-01-04 00:00:00+00:00,17.566725676,17.8238594394,17.4116291203,17.46060698,8404044,,,,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,100.0,,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,8404044,329570.35294117645,False,False,False,False,4129327.2352941176,False,False,False,False
2022-01-05 00:00:00+00:00,17.6973333018,18.0483412963,17.5912146058,17.6401924655,9680703,,,,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,100.0,50.0,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,18084747,1025851.790080738,False,False,False,False,4347028.2456747405,False,False,False,False
2022-01-06 00:00:00+00:00,18.668727519,18.7095424021,17.9585485535,17.9789559951,7994509,,,,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,100.0,50.0,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,26079256,2008338.229685415,False,False,False,False,4490066.706628673,False,False,False,False
2022-01-07 00:00:00+00:00,19.3013582067,19.3217656483,18.5952607295,18.6911757047,7462309,,,,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,100.0,50.0,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,33541565,3244935.357933046,False,False,False,False,4606625.227937352,False,False,False,False
2022-01-10 00:00:00+00:00,19.2074839756,19.305439695,18.78709068,19.1829950458,5425673,,,,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,98.01035511252262,48.176158853145736,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,28115892,4220266.990955279,False,False,False,False,4638744.748410396,False,False,False,False
2022-01-11 00:00:00+00:00,19.6931810843,19.7360367115,19.2360543938,19.476862204,6064597,,,,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,97.188439312306,47.533271863362586,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,34180489,5395177.65797664,False,False,False,False,4694660.522982538,False,False,False,False
2022-01-12 00:00:00+00:00,20.1503077747,20.1870411695,19.8523591283,19.8646035932,8136720,,,,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,96.94930314358595,47.428810589529746,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,42317209,6843100.455703047,False,False,False,False,4829643.247571458,False,False,False,False
2022-01-13 00:00:00+00:00,20.5176417224,20.5421306522,20.0686780086,20.1666337279,8417844,,,,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,96.97251639719963,47.428810589529746,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,50735053,8564353.49665587,False,False,False,False,4970357.002568656,False,False,False,False
2022-01-14 00:00:00+00:00,21.1992502698,21.2931245008,20.4890713042,20.4931527925,10072385,,,,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,97.22711642623723,47.428810589529746,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,60807438,10613101.908551719,False,False,False,False,5170436.531879689,False,False,False,False
