date,Close,High,Low,Open,Volume,MA_Cross_Count,MA_Avg_Deviation_Z,MA_Oscillation_Score,Peaks_Valleys_avg
2025-06-04 00:00:00+00:00,19.85,20.23,19.09,20.23,12855,0,,,
2025-06-05 00:00:00+00:00,17.2848,20.47,17.14,19.6,13582,0,,,
2025-06-06 00:00:00+00:00,18.48,18.48,18.075,18.245,10019,0,,,
2025-06-09 00:00:00+00:00,19.3824,19.3824,18.13,18.13,2220,0,,,
2025-06-10 00:00:00+00:00,19.8851,19.93,19.35,19.6,7809,0,,,
2025-06-11 00:00:00+00:00,19.982,20.43,19.9,20.296,4041,0,,,
2025-06-12 00:00:00+00:00,19.605,20.05,19.585,19.67,9182,0,,,
2025-06-13 00:00:00+00:00,19.4634,19.8,19.29,19.44,3413,0,,,
2025-06-16 00:00:00+00:00,20.3557,20.625,20.28,20.28,13017,0,,,
2025-06-17 00:00:00+00:00,19.6127,20.28,19.32,20.28,4341,0,,,
2025-06-18 00:00:00+00:00,19.8995,20.06,19.73,19.73,3412,0,,,
2025-06-20 00:00:00+00:00,19.727,20.34,19.727,20.34,5780,0,,,
2025-06-23 00:00:00+00:00,19.8395,20.2938,19.72,19.72,7876,0,,,
2025-06-24 00:00:00+00:00,20.5433,20.686,20.2,20.2,4401,0,,,
2025-06-25 00:00:00+00:00,21.1308,21.32,20.8,21.15,2995,0,,,
2025-06-26 00:00:00+00:00,21.8802,21.89,21.61,21.665,1434,0,,,
2025-06-27 00:00:00+00:00,20.6996,21.72,20.6996,21.5285,3024,0,,,
2025-06-30 00:00:00+00:00,21.6087,21.97,21.5,21.5,7628,0,,,21.6929
2025-07-01 00:00:00+00:00,20.5654,21.37,20.5654,21.37,3152,0,,,21.44164641929499
2025-07-02 00:00:00+00:00,20.8686,20.99,20.69,20.69,2487,0,,,21.33065032034371
2025-07-03 00:00:00+00:00,21.2309,21.3,20.95,21.1599,11251,0,,,21.252478713598173
2025-07-07 00:00:00+00:00,20.3188,20.98,20.1201,20.98,6696,0,,,21.08525847055808
2025-07-08 00:00:00+00:00,20.4482,20.52,20.4,20.4,2804,0,,,21.033396108922727
2025-07-09 00:00:00+00:00,20.7626,20.97,20.65,20.9686,2045,0,,,21.019832177947848
2025-07-10 00:00:00+00:00,21.2977,21.2977,21.06,21.06,470,0,,,21.022387626711918
2025-07-11 00:00:00+00:00,21.0055,21.22,20.83,20.88,3198,0,,,21.022074706568336
2025-07-14 00:00:00+00:00,21.1497,21.2568,21.1,21.1,1088,0,,,21.0259864483043
2025-07-15 00:00:00+00:00,21.1694,21.8,21.15,21.8,531,0,,,21.030444368399834
2025-07-16 00:00:00+00:00,22.1442,22.1442,21.6,21.6201,803,0,,,21.048205419147706
2025-07-17 00:00:00+00:00,22.2489,22.43,22.045,22.43,3780,0,,,21.1463896769933
2025-07-18 00:00:00+00:00,22.2051,22.2051,22.15,22.15,1939,0,,,21.18852759372215
2025-07-21 00:00:00+00:00,22.2078,22.8009,22.2078,22.755,3054,0,,,21.261508658969223
2025-07-22 00:00:00+00:00,22.5991,22.67,21.79,22.0,1553,0,,,21.29380991888819
2025-07-23 00:00:00+00:00,23.3581,23.3581,22.74,22.74,4279,0,,,21.433904365904365
2025-07-24 00:00:00+00:00,23.61,23.82,23.485,23.82,1931,0,,,21.506435033254384
2025-07-25 00:00:00+00:00,23.9918,24.015,23.73,23.73,1933,0,,,21.58314765486677
2025-07-28 00:00:00+00:00,24.291,24.291,23.89,24.27,3136,0,,,21.709761511758
2025-07-29 00:00:00+00:00,24.2966,24.56,23.77,23.77,6556,0,,,21.9427753268671
2025-07-30 00:00:00+00:00,25.1345,25.34,24.58,24.58,24968,0,,,22.74866070891319
2025-07-31 00:00:00+00:00,24.6002,25.67,24.6002,25.29,3316,0,,,22.822923776006274
2025-08-01 00:00:00+00:00,23.2371,24.04,23.1699,24.04,6505,0,,,22.863735733518546
2025-08-04 00:00:00+00:00,24.2407,24.49,23.98,23.98,3674,0,,,22.910115073958647
2025-08-05 00:00:00+00:00,23.8117,25.55,23.69,24.8,1846,0,,,22.934152332396213
