date,Open,High,Low,Close,Volume,Gap_Up_aVWAP_876,Gap_Up_aVWAP_846,Gap_Up_aVWAP_792,Gap_Up_aVWAP_762,Gap_Up_aVWAP_708,Gap_Up_aVWAP_678,Gap_Up_aVWAP_630,Gap_Up_aVWAP_612,Gap_Up_aVWAP_540,Gap_Up_aVWAP_516,Gap_Down_aVWAP_852,Gap_Down_aVWAP_780,Gap_Down_aVWAP_774,Gap_Down_aVWAP_768,Gap_Down_aVWAP_756,Gap_Down_aVWAP_744,Gap_Down_aVWAP_732,Gap_Down_aVWAP_684,Gap_Down_aVWAP_666,Gap_Down_aVWAP_642,aVWAP_OB_bull_844,aVWAP_OB_bull_606,aVWAP_OB_bear_156,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-03-18 14:00:00+00:00,9.57,9.66,9.525,9.555,3172.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,3172.0,False,False,False,False
2025-03-18 15:00:00+00:00,9.555,9.59,9.39,9.405,23019.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-23019.0,-356.8837209302325,False,False,False,False,3479.7054263565888,False,False,False,False
2025-03-18 16:00:00+00:00,9.405,9.57,9.405,9.565,3556.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.18181818181817,-77.27272727272725,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-19463.0,-653.1025779700739,False,False,False,False,3480.8882879634634,False,False,False,False
2025-03-18 17:00:00+00:00,9.555,9.595,9.495,9.545,3307.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.00775565683218,-65.71120172703283,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-22770.0,-996.0002124201502,False,False,False,False,3478.1923455144174,False,False,False,False
2025-03-18 18:00:00+00:00,9.545,9.6,9.515,9.55,4284.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.548106875255144,-56.6653509698621,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-18486.0,-1267.162999824489,False,False,False,False,3490.685487444426,False,False,False,False
2025-03-18 19:00:00+00:00,9.545,9.65,9.53,9.605,14048.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.72793252497877,-46.61144986650757,False,False,False,False,True,,0,,,False,False,False,False,,,False,False,False,False,-4438.0,-1316.3232633931016,False,False,False,False,3654.3647822127296,False,False,False,False
2025-03-19 14:00:00+00:00,9.525,9.875,9.525,9.87,4175.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.85528294240039,-32.84385090484488,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,-263.0,-1299.9926701622007,False,False,False,False,3662.4366460543924,False,False,False,False
2025-03-19 15:00:00+00:00,9.87,9.99,9.86,9.9,3617.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.32744110463832,-22.581184136626646,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,3354.0,-1227.8377450434068,False,False,False,False,3661.732201929518,False,False,False,False
2025-03-19 16:00:00+00:00,9.9,9.965,9.83,9.915,6139.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.17314604016354,-14.657779177175968,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,9493.0,-1061.6232063605632,False,False,False,False,3700.1394546127813,False,False,False,False
2025-03-19 17:00:00+00:00,9.905,10.005,9.88,9.98,3105.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.8708657858245,-7.66686638207522,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,12598.0,-849.8461023859809,False,False,False,False,3690.912486324211,False,False,False,False
2025-03-19 18:00:00+00:00,9.91,10.08,9.905,9.96,2453.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.68750909211859,-3.2227345680530917,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,10145.0,-679.3833721164308,False,False,False,False,3671.7200446757734,False,False,False,False
2025-03-19 19:00:00+00:00,9.99,10.17,9.935,9.955,7425.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,10.020000000000001,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.55036113670577,0.47183466342819,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,2720.0,-626.679753944083,False,False,False,False,3729.910431580025,False,False,False,False
