date,Open,High,Low,Close,Volume,Gap_Up_aVWAP_876,Gap_Up_aVWAP_870,Gap_Up_aVWAP_846,Gap_Up_aVWAP_822,Gap_Up_aVWAP_810,Gap_Up_aVWAP_804,Gap_Up_aVWAP_786,Gap_Up_aVWAP_768,Gap_Up_aVWAP_720,Gap_Up_aVWAP_648,Gap_Down_aVWAP_864,Gap_Down_aVWAP_834,Gap_Down_aVWAP_828,Gap_Down_aVWAP_816,Gap_Down_aVWAP_792,Gap_Down_aVWAP_756,Gap_Down_aVWAP_750,Gap_Down_aVWAP_744,Gap_Down_aVWAP_726,Gap_Down_aVWAP_660,aVWAP_OB_bull_756,aVWAP_OB_bull_577,aVWAP_OB_bull_460,aVWAP_OB_bear_131,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-01-21 15:00:00+00:00,14.805,14.89,14.76,14.88,75753.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,75753.0,False,False,False,False
2025-01-21 16:00:00+00:00,14.875,15.045,14.85,15.025,46298.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,100.0,,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,46298.0,717.7984496124031,False,False,False,False,75296.33333333333,False,False,False,False
2025-01-21 17:00:00+00:00,15.025,15.135,15.025,15.095,63756.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,100.0,50.0,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,110054.0,2412.93335737035,False,False,False,False,75117.4134366925,False,False,False,False
2025-01-21 18:00:00+00:00,15.095,15.115,15.035,15.06,64304.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,94.4914019236374,45.042261731273655,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,45750.0,3084.825863457632,False,False,False,False,74949.76361596858,False,False,False,False
2025-01-21 19:00:00+00:00,15.06,15.075,15.01,15.075,52708.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,91.22552603356374,42.43348931478913,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,98458.0,4563.4797260396845,False,False,False,False,74604.93007153497,False,False,False,False
2025-01-21 20:00:00+00:00,15.075,15.075,14.97,14.995,153981.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,80.38418374561796,33.04850894748594,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,-55523.0,3631.9063969537974,False,False,False,False,75835.56681461194,False,False,False,False
2025-01-22 15:00:00+00:00,14.895,15.09,14.885,15.085,101942.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,77.00777783280012,30.835242247086427,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,46419.0,4295.272189249087,False,False,False,False,76240.31771671098,False,False,False,False
2025-01-22 16:00:00+00:00,15.085,15.22,15.065,15.195,63982.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,77.51125807878867,30.835242247086427,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,110401.0,5940.32223282662,False,False,False,False,76050.2662792426,False,False,False,False
2025-01-22 17:00:00+00:00,15.195,15.255,15.185,15.245,22970.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,78.73760283457044,30.835242247086427,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,133371.0,7915.991655573494,False,False,False,False,75227.31641444814,False,False,False,False
2025-01-22 18:00:00+00:00,15.245,15.245,15.155,15.155,13600.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,74.10987094091851,29.430251810841582,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,119771.0,9650.177831456076,False,False,False,False,74271.8541444567,False,False,False,False
