date,Open,High,Low,Close,Volume,Gap_Up_aVWAP_888,Gap_Up_aVWAP_882,Gap_Up_aVWAP_876,Gap_Up_aVWAP_864,Gap_Up_aVWAP_858,Gap_Up_aVWAP_846,Gap_Up_aVWAP_810,Gap_Up_aVWAP_804,Gap_Up_aVWAP_774,Gap_Up_aVWAP_696,Gap_Down_aVWAP_870,Gap_Down_aVWAP_822,Gap_Down_aVWAP_816,Gap_Down_aVWAP_786,Gap_Down_aVWAP_738,Gap_Down_aVWAP_726,Gap_Down_aVWAP_708,Gap_Down_aVWAP_702,Gap_Down_aVWAP_618,Gap_Down_aVWAP_612,aVWAP_OB_bull_822,aVWAP_OB_bull_624,aVWAP_OB_bull_462,aVWAP_OB_bull_300,aVWAP_OB_bull_115,aVWAP_OB_bear_283,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-03-13 14:00:00+00:00,71.48,71.87,71.2,71.58,2367.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",-1.0,70.81,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,2367.0,False,False,False,False
2025-03-13 15:00:00+00:00,71.67,71.85,71.46,71.46,1244.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-1244.0,-19.286821705426355,False,False,False,False,2349.589147286822,False,False,False,False
2025-03-13 16:00:00+00:00,71.46,71.69,71.34,71.55,1149.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.254237288135593,-72.88135593220339,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-95.0,-20.46066943092362,False,False,False,False,2330.975362057569,False,False,False,False
2025-03-13 17:00:00+00:00,71.61,71.68,71.245,71.245,5145.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.727191255257988,-70.93027363297968,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-5240.0,-101.38375982734341,False,False,False,False,2374.6036510179165,False,False,False,False
2025-03-13 18:00:00+00:00,71.19,71.65,71.19,71.47,5119.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.634969453625857,-59.60097252637425,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-121.0,-101.68788758195824,False,False,False,False,2417.15243162229,False,False,False,False
2025-03-13 19:00:00+00:00,71.47,71.85,71.395,71.52,5153.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.68529750735175,-50.0364649375489,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,5032.0,-22.09582730936974,False,False,False,False,2459.568672992487,False,False,False,False
2025-03-14 14:00:00+00:00,71.625,72.19,71.625,72.19,584.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.17548699322337,-34.67734900000477,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,5616.0,65.31651109852747,False,False,False,False,2430.490088915084,False,False,False,False
2025-03-14 15:00:00+00:00,72.105,72.27,72.05,72.16,1215.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.14833703000063,-24.731557598105695,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,4401.0,132.53641015126348,False,False,False,False,2411.6452813350047,False,False,False,False
2025-03-14 16:00:00+00:00,72.16,72.16,71.64,71.8,3343.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.49402359086021,-23.553424122357953,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,1058.0,146.88468286209658,False,False,False,False,2426.0848893763223,False,False,False,False
2025-03-14 17:00:00+00:00,71.8,71.85,71.51,71.6,3115.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.44304648500341,-23.553424122357953,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,-2057.0,112.71592808904083,False,False,False,False,2436.7657438045962,False,False,False,False
