date,Open,High,Low,Close,Volume,Gap_Up_aVWAP_820,Gap_Up_aVWAP_816,Gap_Up_aVWAP_810,Gap_Up_aVWAP_768,Gap_Up_aVWAP_762,Gap_Up_aVWAP_756,Gap_Up_aVWAP_708,Gap_Up_aVWAP_684,Gap_Up_aVWAP_672,Gap_Up_aVWAP_648,Gap_Down_aVWAP_888,Gap_Down_aVWAP_876,Gap_Down_aVWAP_852,Gap_Down_aVWAP_840,Gap_Down_aVWAP_822,Gap_Down_aVWAP_780,Gap_Down_aVWAP_720,Gap_Down_aVWAP_702,Gap_Down_aVWAP_654,Gap_Down_aVWAP_630,aVWAP_OB_bull_654,aVWAP_OB_bear_821,aVWAP_OB_bear_456,aVWAP_OB_bear_243,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-04-08 14:00:00+00:00,62.58,62.855,61.875,61.91,11015.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,11015.0,False,False,False,False
2025-04-08 15:00:00+00:00,61.85,62.075,61.33,61.91,11716.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,11025.868217054263,False,False,False,False
2025-04-08 16:00:00+00:00,61.875,62.02,60.905,60.905,12387.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-12387.0,-192.04651162790697,False,False,False,False,11046.971035394507,False,False,False,False
2025-04-08 17:00:00+00:00,60.91,61.18,60.595,60.97,10670.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.260869565217324,-53.39130434782599,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-1717.0,-215.68920137010994,False,False,False,False,11041.126523217847,False,False,False,False
2025-04-08 18:00:00+00:00,60.96,61.0,60.28,60.355,9447.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.82021191146622,-52.66180927968025,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-11164.0,-385.43045406204624,False,False,False,False,11016.411383322997,False,False,False,False
2025-04-08 19:00:00+00:00,60.34,60.37,59.27,60.04,22361.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.93762948560506,-52.22795487329545,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-33525.0,-899.2222299680609,False,False,False,False,11192.296478155198,False,False,False,False
2025-04-09 14:00:00+00:00,59.815,59.925,58.7,58.75,10094.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5160314433210704,-52.22795487329545,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-43619.0,-1561.5443659375483,False,False,False,False,11175.268625780698,False,False,False,False
2025-04-09 15:00:00+00:00,58.78,59.36,58.78,59.035,8358.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.680877039464227,-49.00739547627053,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-35261.0,-2084.0165463106096,False,False,False,False,11131.59004243526,False,False,False,False
2025-04-09 16:00:00+00:00,58.995,59.66,58.95,59.49,16182.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.449427221304664,-42.657559043728284,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-19079.0,-2347.5046618716856,False,False,False,False,11209.890972009907,False,False,False,False
2025-04-09 17:00:00+00:00,59.5,62.175,59.2,62.16,44224.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.589925938993133,-27.294807546758186,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,25145.0,-1921.264279517086,False,False,False,False,11721.737623606654,False,False,False,False
2025-04-09 18:00:00+00:00,62.31,62.48,60.985,61.05,25374.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.9046110980578,-21.573959785429693,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-229.0,-1895.027624020697,False,False,False,False,11933.400606186397,False,False,False,False
2025-04-09 19:00:00+00:00,61.01,61.78,60.99,61.74,22430.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.703599715901504,-16.135783128582005,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,22201.0,-1521.4458003924692,False,False,False,False,12096.138581284282,False,False,False,False
2025-04-10 14:00:00+00:00,60.93,61.555,60.79,60.99,10220.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.809845039843296,-14.717506678292509,False,False,False,False,True,,0,,,False,False,False,False,,,False,False,False,False,11981.0,-1312.105555425144,False,False,False,False,12067.05116141941,False,False,False,False
2025-04-10 15:00:00+00:00,61.075,61.235,60.91,60.97,16866.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.150704531409744,-13.529939146294737,False,False,False,False,True,,0,,,False,False,False,False,,,False,False,False,False,-4885.0,-1367.4992677441342,False,False,False,False,12141.453468994301,False,False,False,False
