date,Open,High,Low,Close,Volume,Gap_Up_aVWAP_442,Gap_Up_aVWAP_441,Gap_Up_aVWAP_431,Gap_Up_aVWAP_428,Gap_Up_aVWAP_424,Gap_Up_aVWAP_423,Gap_Up_aVWAP_420,Gap_Up_aVWAP_411,Gap_Up_aVWAP_408,Gap_Up_aVWAP_407,Gap_Down_aVWAP_446,Gap_Down_aVWAP_445,Gap_Down_aVWAP_437,Gap_Down_aVWAP_434,Gap_Down_aVWAP_433,Gap_Down_aVWAP_432,Gap_Down_aVWAP_429,Gap_Down_aVWAP_427,Gap_Down_aVWAP_419,Gap_Down_aVWAP_417,aVWAP_OB_bear_306,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,BoS,CHoCH,BoS_CHoCH_Price,BoS_CHoCH_Break_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2023-11-16 17:00:00+00:00,43.405,43.96,43.055,43.88,32551.0,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,32551.0,False,False,False,False
2023-11-17 17:00:00+00:00,44.75,45.115,44.715,44.995,49592.0,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,49592.0,768.8682170542636,False,False,False,False,32815.201550387595,False,False,False,False
2023-11-20 17:00:00+00:00,45.21,45.315,44.87,44.89,41265.0,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.80689305625958,38.82412569690854,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,8327.0,886.0485547743525,False,False,False,False,32946.20617751337,False,False,False,False
2023-11-21 17:00:00+00:00,44.57,44.845,44.45,44.68,65424.0,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.33378679514219,38.82412569690854,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,-57097.0,-12.913438322924208,False,False,False,False,33449.7378646837,False,False,False,False
2023-11-22 17:00:00+00:00,44.04,44.78,44.04,44.68,104172.0,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.35171595439725,43.19817959422906,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,-57097.0,-897.9380361783827,False,False,False,False,34546.207045076204,False,False,False,False
2023-11-23 17:00:00+00:00,44.68,44.68,44.68,44.68,0.0,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.03033539390063,40.133924207384396,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,-57097.0,-1769.241322439183,False,False,False,False,34010.60693585021,False,False,False,False
2023-11-24 17:00:00+00:00,44.985,45.205,44.95,45.08,12217.0,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.588469714945,40.133924207384396,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,-44880.0,-2437.6251779052423,False,False,False,False,33672.72155699982,False,False,False,False
2023-11-27 17:00:00+00:00,44.03,44.425,43.8,44.315,71621.0,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.62152675575044,30.227634297738064,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,-116501.0,-4206.049593751673,False,False,False,False,34261.06695921688,False,False,False,False
2023-11-28 17:00:00+00:00,44.56,44.655,44.01,44.115,37152.0,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.55881136877582,22.10057093997436,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,-153653.0,-6523.056576794282,False,False,False,False,34305.88762651584,False,False,False,False
2023-11-29 17:00:00+00:00,43.56,44.175,43.49,43.925,52477.0,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.01985146623998,15.492653943539153,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,-206130.0,-9617.737870177316,False,False,False,False,34587.61029897296,False,False,False,False
