date,Open,High,Low,Close,Volume,Gap_Up_aVWAP_437,Gap_Up_aVWAP_431,Gap_Up_aVWAP_429,Gap_Up_aVWAP_418,Gap_Up_aVWAP_416,Gap_Up_aVWAP_414,Gap_Up_aVWAP_410,Gap_Up_aVWAP_409,Gap_Up_aVWAP_408,Gap_Up_aVWAP_404,Gap_Down_aVWAP_444,Gap_Down_aVWAP_430,Gap_Down_aVWAP_426,Gap_Down_aVWAP_425,Gap_Down_aVWAP_415,Gap_Down_aVWAP_402,Gap_Down_aVWAP_389,Gap_Down_aVWAP_384,Gap_Down_aVWAP_369,Gap_Down_aVWAP_367,aVWAP_OB_bull_390,aVWAP_OB_bull_144,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2024-01-16 17:00:00+00:00,2.64,2.765,2.64,2.715,789.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,789.0,False,False,False,False
2024-01-17 17:00:00+00:00,2.595,2.595,2.47,2.495,632.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-632.0,-9.7984496124031,False,False,False,False,786.5658914728682,False,False,False,False
2024-01-18 17:00:00+00:00,2.485,2.54,2.48,2.515,2398.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.092783505154647,-54.63917525773197,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,1766.0,17.733309296316328,False,False,False,False,811.5493660236764,False,False,False,False
2024-01-19 17:00:00+00:00,2.54,2.72,2.54,2.69,10000.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.590059071349103,-39.4823488976415,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,11766.0,199.87697891962924,False,False,False,False,954.0059650000535,False,False,False,False
2024-01-22 17:00:00+00:00,2.59,2.74,2.59,2.71,897.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.502174702546114,-29.25643600271111,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,12663.0,393.1036924247513,False,False,False,False,953.1221515891999,False,False,False,False
2024-01-23 17:00:00+00:00,2.68,2.73,2.68,2.73,159.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.35313528909699,-21.939396797815675,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,12822.0,585.7997592088636,False,False,False,False,940.8101802467316,False,False,False,False
2024-01-24 17:00:00+00:00,2.67,2.67,2.585,2.65,1123.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.081564639849255,-20.87381878292161,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,11699.0,758.0974373606642,False,False,False,False,943.6348286149994,False,False,False,False
2024-01-25 17:00:00+00:00,2.64,2.77,2.64,2.77,427.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.07671075173675,-15.384196800261279,False,False,False,False,True,,0,,,False,False,False,False,,,False,False,False,False,12126.0,934.3439887194136,False,False,False,False,935.6249863108908,False,False,False,False
2024-01-26 17:00:00+00:00,2.96,2.96,2.855,2.86,279.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,2.8916666666666666,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.51910694659639,-9.371139365513073,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,12405.0,1112.183616801283,False,False,False,False,925.4447539649855,False,False,False,False
2024-01-29 17:00:00+00:00,2.87,2.87,2.845,2.87,406.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,2.8738856447688566,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.057972436963055,-5.0053273781700085,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,12811.0,1293.5606149904106,False,False,False,False,917.3913469267686,False,False,False,False
2024-01-30 17:00:00+00:00,2.82,2.86,2.79,2.86,3142.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,2.8433285428098594,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.52437972849468,-2.333783065121324,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,9669.0,1423.412388401412,False,False,False,False,951.8814035635628,False,False,False,False
2024-01-31 17:00:00+00:00,2.83,2.86,2.82,2.86,358.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,2.843614097968936,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.16865125618243,-0.16832448468679928,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,9669.0,1551.2509560230956,False,False,False,False,942.6739399424223,False,False,False,False
