date,Open,High,Low,Close,Volume,Gap_Up_aVWAP_888,Gap_Up_aVWAP_876,Gap_Up_aVWAP_852,Gap_Up_aVWAP_846,Gap_Up_aVWAP_834,Gap_Up_aVWAP_810,Gap_Up_aVWAP_744,Gap_Up_aVWAP_738,Gap_Up_aVWAP_720,Gap_Up_aVWAP_696,Gap_Down_aVWAP_870,Gap_Down_aVWAP_864,Gap_Down_aVWAP_840,Gap_Down_aVWAP_828,Gap_Down_aVWAP_822,Gap_Down_aVWAP_816,Gap_Down_aVWAP_780,Gap_Down_aVWAP_762,Gap_Down_aVWAP_756,Gap_Down_aVWAP_732,aVWAP_OB_bull_874,aVWAP_OB_bull_798,aVWAP_OB_bull_403,aVWAP_OB_bear_690,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,BoS,CHoCH,BoS_CHoCH_Price,BoS_CHoCH_Break_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-01-06 15:00:00+00:00,43.26,43.32,42.88,42.95,20808.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,20808.0,False,False,False,False
2025-01-06 16:00:00+00:00,42.955,43.205,42.905,43.165,10255.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,10255.0,158.9922480620155,False,False,False,False,20644.387596899225,False,False,False,False
2025-01-06 17:00:00+00:00,43.165,43.175,43.075,43.145,7990.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.84210526315842,38.94736842105445,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,2265.0,191.6435310377982,False,False,False,False,20448.195541133344,False,False,False,False
2025-01-06 18:00:00+00:00,43.15,43.15,42.985,42.995,6242.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.33166554411633,40.461656884440345,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,-3977.0,127.01339877364629,False,False,False,False,20227.94444747236,False,False,False,False
2025-01-06 19:00:00+00:00,43.005,43.165,42.99,43.1,7313.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.28404805707905,35.44416437135466,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,3336.0,176.76512902521765,False,False,False,False,20027.712750612325,False,False,False,False
2025-01-06 20:00:00+00:00,43.1,43.115,42.91,43.0,18612.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.67461697850477,27.94855173139581,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,-15276.0,-62.81262491315783,False,False,False,False,20005.763715719113,False,False,False,False
2025-01-07 15:00:00+00:00,43.435,43.62,43.33,43.62,10050.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.08644266243914,27.94855173139581,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,-5226.0,-142.8620415811709,False,False,False,False,19851.41078989401,False,False,False,False
2025-01-07 16:00:00+00:00,43.625,43.68,43.455,43.485,7171.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.60184600211815,27.94855173139581,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,-12397.0,-332.84867659541635,False,False,False,False,19654.815273771623,False,False,False,False
2025-01-07 17:00:00+00:00,43.49,43.61,43.395,43.495,16488.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.38612063590432,27.94855173139581,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,4091.0,-264.2618754078905,False,False,False,False,19605.717362550356,False,False,False,False
2025-01-07 18:00:00+00:00,43.495,43.665,43.495,43.66,6301.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.88943837404824,27.94855173139581,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,10392.0,-99.04851299846584,False,False,False,False,19399.442674758877,False,False,False,False
2025-01-07 19:00:00+00:00,43.66,43.79,43.65,43.69,7454.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.16399184824121,27.94855173139581,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,17846.0,179.16929340461115,False,False,False,False,19214.242013134706,False,False,False,False
2025-01-07 20:00:00+00:00,43.685,43.745,43.555,43.68,20077.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.70939106235335,27.94855173139581,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,-2231.0,141.80232761539236,False,False,False,False,19227.618105954323,False,False,False,False
2025-01-08 15:00:00+00:00,43.58,43.92,43.555,43.915,7033.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.10340204713994,27.94855173139581,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,4802.0,214.0534543190297,False,False,False,False,19038.55425935038,False,False,False,False
