date,Open,High,Low,Close,Volume,Gap_Up_aVWAP_870,Gap_Up_aVWAP_840,Gap_Up_aVWAP_834,Gap_Up_aVWAP_816,Gap_Up_aVWAP_804,Gap_Up_aVWAP_798,Gap_Up_aVWAP_750,Gap_Up_aVWAP_738,Gap_Up_aVWAP_684,Gap_Up_aVWAP_666,Gap_Down_aVWAP_876,Gap_Down_aVWAP_828,Gap_Down_aVWAP_792,Gap_Down_aVWAP_762,Gap_Down_aVWAP_726,Gap_Down_aVWAP_714,Gap_Down_aVWAP_642,Gap_Down_aVWAP_636,Gap_Down_aVWAP_612,Gap_Down_aVWAP_576,aVWAP_OB_bull_783,aVWAP_OB_bull_182,aVWAP_OB_bear_630,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-04-11 14:00:00+00:00,7.675,7.685,7.42,7.495,8935.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",-1.0,7.7425,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,8935.0,False,False,False,False
2025-04-11 15:00:00+00:00,7.49,7.685,7.49,7.66,9950.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,9950.0,154.26356589147287,False,False,False,False,8950.736434108527,False,False,False,False
2025-04-11 16:00:00+00:00,7.66,7.83,7.585,7.785,10902.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,50.0,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,20852.0,475.15870440478335,False,False,False,False,8980.988582416921,False,False,False,False
2025-04-11 17:00:00+00:00,7.785,8.045,7.72,7.95,18584.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,50.0,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,39436.0,1079.2027554992828,False,False,False,False,9129.872480363945,False,False,False,False
2025-04-11 18:00:00+00:00,7.955,8.02,7.8,7.805,11235.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.45393587190635,41.40854228471572,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,28201.0,1499.6957360341776,False,False,False,False,9162.510116327294,False,False,False,False
2025-04-11 19:00:00+00:00,7.8,8.04,7.8,8.0,45735.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.975646561031,38.85084575261352,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,73936.0,2622.7392129948876,False,False,False,False,9729.525463360978,False,False,False,False
2025-04-14 14:00:00+00:00,8.23,8.41,8.17,8.39,12120.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.35302789103923,38.85084575261352,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,86056.0,3916.2781399251994,False,False,False,False,9766.587084084063,False,False,False,False
2025-04-14 15:00:00+00:00,8.39,8.455,8.16,8.205,11401.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.3870143477813,35.56686219603006,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,74655.0,5013.0025098488395,False,False,False,False,9791.926819214543,False,False,False,False
2025-04-14 16:00:00+00:00,8.205,8.28,8.11,8.23,9021.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.31779929526488,33.159127767100216,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,83676.0,6232.583866285291,False,False,False,False,9779.97446542827,False,False,False,False
2025-04-14 17:00:00+00:00,8.23,8.365,8.185,8.3,11115.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.95559749891837,32.202840610610366,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,94791.0,7605.5825660328055,False,False,False,False,9800.672535731706,False,False,False,False
2025-04-14 18:00:00+00:00,8.3,8.435,8.27,8.335,32199.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.38809060997235,31.781980055599533,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,126990.0,9456.503766559428,False,False,False,False,10147.933426650596,False,False,False,False
2025-04-14 19:00:00+00:00,8.335,8.515,8.27,8.27,75216.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,8.351666666666667,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.99268122746275,29.544209687234314,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,51774.0,10112.588979480988,False,False,False,False,11156.740660345935,False,False,False,False
2025-04-15 14:00:00+00:00,8.24,8.41,8.18,8.26,15240.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,8.340153886972672,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.07869195194328,27.740447169928345,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,36534.0,10522.223258868878,False,False,False,False,11220.047006697161,False,False,False,False
2025-04-15 15:00:00+00:00,8.26,8.315,8.205,8.23,9580.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,8.331520252709025,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.79331058897513,25.567678859794242,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,26954.0,10776.979487413548,False,False,False,False,11194.619921322012,False,False,False,False
