date,Open,High,Low,Close,Volume,Gap_Up_aVWAP_882,Gap_Up_aVWAP_864,Gap_Up_aVWAP_762,Gap_Up_aVWAP_750,Gap_Up_aVWAP_726,Gap_Up_aVWAP_714,Gap_Up_aVWAP_708,Gap_Up_aVWAP_690,Gap_Up_aVWAP_684,Gap_Up_aVWAP_660,Gap_Down_aVWAP_852,Gap_Down_aVWAP_846,Gap_Down_aVWAP_840,Gap_Down_aVWAP_839,Gap_Down_aVWAP_792,Gap_Down_aVWAP_768,Gap_Down_aVWAP_720,Gap_Down_aVWAP_642,Gap_Down_aVWAP_546,Gap_Down_aVWAP_540,aVWAP_OB_bear_822,aVWAP_OB_bear_118,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-01-23 15:00:00+00:00,16.08,16.08,16.08,16.08,0.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,0.0,False,False,False,False
2025-01-23 16:00:00+00:00,16.08,16.08,15.67,15.77,400.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-400.0,-6.2015503875969,False,False,False,False,6.2015503875969,False,False,False,False
2025-01-23 17:00:00+00:00,15.77,15.9,15.77,15.9,11.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,10.68493150684939,-66.02739726027409,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-389.0,-12.136410071510126,False,False,False,False,6.275944955231056,False,False,False,False
2025-01-23 18:00:00+00:00,15.9,15.9,15.75,15.75,1.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,14.668632290338174,-61.373573404449246,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-390.0,-17.99476030295958,False,False,False,False,6.194147359025923,False,False,False,False
2025-01-23 19:00:00+00:00,15.7,15.7,15.7,15.7,25.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,16.575548370549967,-58.186781938172054,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-415.0,-24.149880298262534,False,False,False,False,6.485710965862729,False,False,False,False
2025-01-23 20:00:00+00:00,15.7,15.87,15.7,15.85,409.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,24.5054858587854,-49.240224739329435,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-6.0,-23.868486805266215,False,False,False,False,12.726242578795091,False,False,False,False
2025-01-24 15:00:00+00:00,15.85,15.94,15.85,15.94,97.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,32.67126971699288,-40.29055422822951,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,91.0,-22.087580033091545,False,False,False,False,14.032812461294391,False,False,False,False
2025-01-24 16:00:00+00:00,15.94,16.56,15.94,16.56,108.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,47.10523808072535,-25.879822285210224,False,False,False,False,True,,0,,,False,False,False,False,,,False,False,False,False,199.0,-18.659865613973842,False,False,False,False,15.489668082049516,False,False,False,False
2025-01-24 17:00:00+00:00,16.56,16.56,16.31,16.31,935.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,51.827935920712875,-20.724863123840464,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,-736.0,-29.78141808507502,False,False,False,False,29.745642220312313,False,False,False,False
2025-01-24 18:00:00+00:00,16.31,16.47,16.31,16.47,100.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,56.554853855835326,-15.291877774763492,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,-636.0,-39.18015578918238,False,False,False,False,30.834857069609793,False,False,False,False
