date,Open,High,Low,Close,Volume,Gap_Up_aVWAP_445,Gap_Up_aVWAP_441,Gap_Up_aVWAP_438,Gap_Up_aVWAP_436,Gap_Up_aVWAP_424,Gap_Up_aVWAP_421,Gap_Up_aVWAP_420,Gap_Up_aVWAP_412,Gap_Up_aVWAP_411,Gap_Up_aVWAP_410,Gap_Down_aVWAP_440,Gap_Down_aVWAP_423,Gap_Down_aVWAP_415,Gap_Down_aVWAP_405,Gap_Down_aVWAP_397,Gap_Down_aVWAP_393,Gap_Down_aVWAP_390,Gap_Down_aVWAP_388,Gap_Down_aVWAP_386,Gap_Down_aVWAP_379,aVWAP_OB_bull_408,aVWAP_OB_bull_298,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2024-01-12 17:00:00+00:00,4.53,4.55,4.5,4.51,2423.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,2423.0,False,False,False,False
2024-01-15 17:00:00+00:00,4.51,4.51,4.51,4.51,0.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,2385.4341085271317,False,False,False,False
2024-01-16 17:00:00+00:00,4.44,4.44,4.4,4.4,604.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-604.0,-9.364341085271318,False,False,False,False,2357.814975061595,False,False,False,False
2024-01-17 17:00:00+00:00,4.365,4.365,4.315,4.34,401.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-1005.0,-24.800552851391142,False,False,False,False,2327.476758393973,False,False,False,False
2024-01-18 17:00:00+00:00,4.35,4.44,4.34,4.435,531.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.461033849383345,-37.88506953555499,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-474.0,-31.76488536532306,False,False,False,False,2299.6244055506554,False,False,False,False
2024-01-19 17:00:00+00:00,4.36,4.42,4.35,4.395,765.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.273582037621185,-32.56143819710393,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-1239.0,-50.48170884803123,False,False,False,False,2275.8317791080094,False,False,False,False
2024-01-22 17:00:00+00:00,4.54,4.57,4.54,4.555,1130.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.05788618163515,-20.995070441965908,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-109.0,-51.38896917596873,False,False,False,False,2258.066945323389,False,False,False,False
2024-01-23 17:00:00+00:00,4.52,4.53,4.46,4.49,1461.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.94276843837834,-16.91603743483359,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-1570.0,-74.93332624300797,False,False,False,False,2245.7093182641115,False,False,False,False
2024-01-24 17:00:00+00:00,4.545,4.55,4.515,4.525,195.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.29529547534234,-12.98015438638847,False,False,False,False,True,,0,,,False,False,False,False,,,False,False,False,False,-1375.0,-95.08939870435668,False,False,False,False,2213.9153753452883,False,False,False,False
2024-01-25 17:00:00+00:00,4.74,4.78,4.705,4.78,458.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,4.755,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.041746040469675,-4.783983035956723,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,-917.0,-107.83219872444417,False,False,False,False,2186.6918811538885,False,False,False,False
