date,Open,High,Low,Close,Volume,Gap_Up_aVWAP_435,Gap_Up_aVWAP_425,Gap_Up_aVWAP_423,Gap_Up_aVWAP_412,Gap_Up_aVWAP_387,Gap_Up_aVWAP_371,Gap_Up_aVWAP_359,Gap_Up_aVWAP_333,Gap_Up_aVWAP_313,Gap_Up_aVWAP_310,Gap_Down_aVWAP_444,Gap_Down_aVWAP_439,Gap_Down_aVWAP_433,Gap_Down_aVWAP_429,Gap_Down_aVWAP_400,Gap_Down_aVWAP_392,Gap_Down_aVWAP_390,Gap_Down_aVWAP_386,Gap_Down_aVWAP_368,Gap_Down_aVWAP_362,aVWAP_OB_bull_376,aVWAP_OB_bull_260,aVWAP_OB_bull_77,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2024-01-12 17:00:00+00:00,22.21,22.28,22.21,22.28,45.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,45.0,False,False,False,False
2024-01-15 17:00:00+00:00,22.28,22.28,22.28,22.28,0.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,44.30232558139535,False,False,False,False
2024-01-16 17:00:00+00:00,22.28,22.28,22.2,22.2,923.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-923.0,-14.310077519379846,False,False,False,False,57.92554533982333,False,False,False,False
2024-01-17 17:00:00+00:00,22.11,22.11,22.05,22.05,959.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-1882.0,-43.26651042605613,False,False,False,False,71.89569192370203,False,False,False,False
2024-01-18 17:00:00+00:00,22.02,22.03,22.01,22.01,181.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-2063.0,-74.58020793883045,False,False,False,False,73.58723158379968,False,False,False,False
2024-01-19 17:00:00+00:00,22.04,22.06,22.04,22.05,136.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.327778995834166,-45.20499890374925,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-1927.0,-103.29989463745324,False,False,False,False,74.55487140420588,False,False,False,False
2024-01-22 17:00:00+00:00,22.05,22.05,22.05,22.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.87963165972361,-42.3279982459988,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-1927.0,-131.57431487563224,False,False,False,False,73.39898192507091,False,False,False,False
2024-01-23 17:00:00+00:00,22.05,22.15,22.05,22.12,128.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.56960810458503,-33.99061953332358,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-1799.0,-157.42587588531237,False,False,False,False,74.24550933708532,False,False,False,False
2024-01-24 17:00:00+00:00,22.15,22.15,21.97,21.97,300.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.139037105921368,-33.3413868752037,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-2099.0,-187.52780029019124,False,False,False,False,77.74557895976616,False,False,False,False
2024-01-25 17:00:00+00:00,21.96,22.13,21.96,22.13,200.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,22.073333333333334,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.28993829101452,-25.5552845090334,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-1899.0,-214.06225299887046,False,False,False,False,79.6409963402349,False,False,False,False
2024-01-26 17:00:00+00:00,22.13,22.19,22.13,22.19,44.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,22.09076502732241,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.450689711146126,-18.89027056302366,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-1855.0,-239.50314830121354,False,False,False,False,79.0884227535646,False,False,False,False
2024-01-29 17:00:00+00:00,22.05,22.19,22.05,22.19,151.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,22.127097046413503,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.89119065790053,-14.697453283415896,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-1855.0,-264.549611118249,False,False,False,False,80.20333092792794,False,False,False,False
2024-01-30 17:00:00+00:00,22.03,22.15,22.03,22.15,300.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,22.115824796482105,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.89610287005223,-13.38800408180056,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-2155.0,-293.85891947300485,False,False,False,False,83.61103122361897,False,False,False,False
2024-01-31 17:00:00+00:00,22.15,22.15,22.09,22.09,100.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,22.114781289593537,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0729778450595,-13.38800408180056,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-2255.0,-324.2642075431908,False,False,False,False,83.86512376278766,False,False,False,False
