date,Open,High,Low,Close,Volume,Gap_Up_aVWAP_858,Gap_Up_aVWAP_834,Gap_Up_aVWAP_810,Gap_Up_aVWAP_786,Gap_Up_aVWAP_762,Gap_Up_aVWAP_744,Gap_Up_aVWAP_564,Gap_Up_aVWAP_558,Gap_Up_aVWAP_462,Gap_Up_aVWAP_456,Gap_Down_aVWAP_876,Gap_Down_aVWAP_846,Gap_Down_aVWAP_840,Gap_Down_aVWAP_780,Gap_Down_aVWAP_768,Gap_Down_aVWAP_750,Gap_Down_aVWAP_732,Gap_Down_aVWAP_672,Gap_Down_aVWAP_660,Gap_Down_aVWAP_648,aVWAP_OB_bull_846,aVWAP_OB_bull_369,aVWAP_OB_bear_669,aVWAP_OB_bear_456,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-04-03 14:00:00+00:00,5.425,5.555,5.36,5.365,11948.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,11948.0,False,False,False,False
2025-04-03 15:00:00+00:00,5.36,5.42,5.35,5.405,3353.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,3353.0,51.984496124031004,False,False,False,False,11814.744186046511,False,False,False,False
2025-04-03 16:00:00+00:00,5.405,5.44,5.3,5.305,5180.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.40983606557374,-36.0655737704919,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,-1827.0,22.85295354846463,False,False,False,False,11711.879935100054,False,False,False,False
2025-04-03 17:00:00+00:00,5.305,5.33,5.185,5.195,5322.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.84383643436037,-36.0655737704919,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-7149.0,-88.33856511120149,False,False,False,False,11612.81202912951,False,False,False,False
2025-04-03 18:00:00+00:00,5.195,5.21,5.13,5.165,6090.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.549397935157494,-36.0655737704919,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-13239.0,-292.22478890792706,False,False,False,False,11527.187036429828,False,False,False,False
2025-04-03 19:00:00+00:00,5.165,5.165,5.06,5.105,25239.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.129803708023914,-36.0655737704919,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-38478.0,-884.2523115605173,False,False,False,False,11739.77328392704,False,False,False,False
2025-04-04 14:00:00+00:00,4.655,4.655,4.515,4.595,9320.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.07449855202621,-36.0655737704919,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-47798.0,-1611.5972369626797,False,False,False,False,11702.257419059953,False,False,False,False
2025-04-04 15:00:00+00:00,4.595,4.745,4.595,4.67,4613.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.312747015460438,-36.0655737704919,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-43185.0,-2256.14611700977,False,False,False,False,11592.34645132259,False,False,False,False
2025-04-04 16:00:00+00:00,4.67,4.81,4.67,4.69,7562.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.32859555909928,-36.0655737704919,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-35623.0,-2773.461681087138,False,False,False,False,11529.860459829215,False,False,False,False
2025-04-04 17:00:00+00:00,4.7,4.72,4.64,4.695,4360.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.904500781426414,-36.0655737704919,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-31263.0,-3215.1599495974147,False,False,False,False,11418.69983254504,False,False,False,False
