date,Open,High,Low,Close,Volume,Gap_Up_aVWAP_864,Gap_Up_aVWAP_852,Gap_Up_aVWAP_834,Gap_Up_aVWAP_822,Gap_Up_aVWAP_816,Gap_Up_aVWAP_744,Gap_Up_aVWAP_702,Gap_Up_aVWAP_690,Gap_Up_aVWAP_654,Gap_Up_aVWAP_642,Gap_Down_aVWAP_888,Gap_Down_aVWAP_882,Gap_Down_aVWAP_810,Gap_Down_aVWAP_799,Gap_Down_aVWAP_774,Gap_Down_aVWAP_768,Gap_Down_aVWAP_756,Gap_Down_aVWAP_750,Gap_Down_aVWAP_732,Gap_Down_aVWAP_666,aVWAP_OB_bull_826,aVWAP_OB_bull_491,aVWAP_OB_bull_323,aVWAP_OB_bull_198,aVWAP_OB_bear_873,aVWAP_OB_bear_702,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-04-08 14:00:00+00:00,544.015,545.8,531.705,532.7,71350.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,71350.0,False,False,False,False
2025-04-08 15:00:00+00:00,532.615,535.71,525.625,529.69,50180.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-50180.0,-777.984496124031,False,False,False,False,71021.78294573643,False,False,False,False
2025-04-08 16:00:00+00:00,529.49,530.47,518.34,518.475,39872.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-90052.0,-2162.077759750015,False,False,False,False,70538.8405744847,False,False,False,False
2025-04-08 17:00:00+00:00,518.475,524.685,513.86,521.86,62211.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.172144816193901,-43.54506966542549,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-27841.0,-2560.2005851802473,False,False,False,False,70409.72676712835,False,False,False,False
2025-04-08 18:00:00+00:00,521.645,523.045,514.19,515.3,37905.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.663419744375666,-41.73325091903354,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-65746.0,-3539.825382309236,False,False,False,False,69905.7775149248,False,False,False,False
2025-04-08 19:00:00+00:00,515.49,515.85,502.96,510.62,71607.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.328356078337077,-41.513793348277375,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-137353.0,-5614.448244599015,False,False,False,False,69932.15305732908,False,False,False,False
2025-04-09 14:00:00+00:00,514.52,517.99,502.66,502.91,64813.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.705487555454344,-41.513793348277375,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-202166.0,-8661.759124527713,False,False,False,False,69852.78634326196,False,False,False,False
2025-04-09 15:00:00+00:00,503.11,512.13,502.415,506.3,73111.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.936374295210886,-39.593109482194734,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-129055.0,-10528.320998566041,False,False,False,False,69903.30128367651,False,False,False,False
2025-04-09 16:00:00+00:00,505.625,513.81,505.0,511.88,21692.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.958175820441383,-33.43703008134537,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-107363.0,-12029.63385130145,False,False,False,False,69155.83924827067,False,False,False,False
2025-04-09 17:00:00+00:00,512.1,564.0,509.65,563.64,99495.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.02844212113604,-16.692044334252643,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-7868.0,-11965.112396242514,False,False,False,False,69626.21383356879,False,False,False,False
2025-04-09 18:00:00+00:00,563.95,577.72,560.465,569.55,119647.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.33179458568813,-5.978387212245444,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,111779.0,-10046.599025758132,False,False,False,False,70401.72989816462,False,False,False,False
