date,Open,High,Low,Close,Volume,Gap_Up_aVWAP_702,Gap_Up_aVWAP_696,Gap_Up_aVWAP_636,Gap_Up_aVWAP_606,Gap_Up_aVWAP_600,Gap_Up_aVWAP_570,Gap_Up_aVWAP_408,Gap_Up_aVWAP_330,Gap_Up_aVWAP_324,Gap_Up_aVWAP_306,Gap_Down_aVWAP_864,Gap_Down_aVWAP_840,Gap_Down_aVWAP_834,Gap_Down_aVWAP_816,Gap_Down_aVWAP_780,Gap_Down_aVWAP_744,Gap_Down_aVWAP_738,Gap_Down_aVWAP_648,Gap_Down_aVWAP_624,Gap_Down_aVWAP_612,aVWAP_OB_bull_689,aVWAP_OB_bull_269,aVWAP_OB_bear_726,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-02-05 15:00:00+00:00,2.585,2.615,2.54,2.6,761.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,761.0,False,False,False,False
2025-02-05 16:00:00+00:00,2.605,2.61,2.555,2.555,971.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-971.0,-15.054263565891473,False,False,False,False,764.2558139534883,False,False,False,False
2025-02-05 17:00:00+00:00,2.56,2.58,2.53,2.565,514.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.666666666666562,-59.999999999999844,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-457.0,-21.90613544859083,False,False,False,False,760.3758788534342,False,False,False,False
2025-02-05 18:00:00+00:00,2.555,2.605,2.545,2.585,300.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.386973180076524,-47.885057471264226,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-157.0,-24.000613968767716,False,False,False,False,753.2382683285747,False,False,False,False
2025-02-05 19:00:00+00:00,2.585,2.625,2.57,2.575,3365.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.646361324943985,-41.94815986502146,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-3522.0,-78.23316258940697,False,False,False,False,793.7306982769688,False,False,False,False
2025-02-05 20:00:00+00:00,2.575,2.58,2.525,2.56,2310.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.26841251619227,-39.99092689001919,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-5832.0,-167.4388499911216,False,False,False,False,817.2387494664732,False,False,False,False
2025-02-06 15:00:00+00:00,2.53,2.585,2.53,2.56,1007.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.34977997702446,-38.11280625741921,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-5832.0,-255.26150347963136,False,False,False,False,820.1807843584659,False,False,False,False
2025-02-06 16:00:00+00:00,2.56,2.565,2.53,2.535,359.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.047526092649086,-38.11280625741921,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-6191.0,-347.2884569140557,False,False,False,False,813.0306946784896,False,False,False,False
2025-02-06 17:00:00+00:00,2.535,2.565,2.525,2.525,1025.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.669428747047533,-38.11280625741921,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-7216.0,-453.7801087448455,False,False,False,False,816.3170404974277,False,False,False,False
2025-02-06 18:00:00+00:00,2.525,2.53,2.475,2.485,2155.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.897735727483784,-38.11280625741921,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-9371.0,-592.0315799270959,False,False,False,False,837.071815063359,False,False,False,False
