date,Open,High,Low,Close,Volume,Gap_Up_aVWAP_894,Gap_Up_aVWAP_888,Gap_Up_aVWAP_846,Gap_Up_aVWAP_828,Gap_Up_aVWAP_816,Gap_Up_aVWAP_798,Gap_Up_aVWAP_780,Gap_Up_aVWAP_762,Gap_Up_aVWAP_744,Gap_Up_aVWAP_714,Gap_Down_aVWAP_826,Gap_Down_aVWAP_804,Gap_Down_aVWAP_786,Gap_Down_aVWAP_756,Gap_Down_aVWAP_750,Gap_Down_aVWAP_726,Gap_Down_aVWAP_708,Gap_Down_aVWAP_702,Gap_Down_aVWAP_690,Gap_Down_aVWAP_672,aVWAP_OB_bull_813,aVWAP_OB_bear_780,aVWAP_OB_bear_699,aVWAP_OB_bear_284,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-01-27 15:00:00+00:00,28.105,28.405,27.525,27.75,3136.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,3136.0,False,False,False,False
2025-01-27 16:00:00+00:00,27.68,27.71,27.2,27.2,6059.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-6059.0,-93.93798449612403,False,False,False,False,3181.3178294573645,False,False,False,False
2025-01-27 17:00:00+00:00,27.2,27.31,26.86,26.86,6032.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-12091.0,-279.9389459768043,False,False,False,False,3225.514452256475,False,False,False,False
2025-01-27 18:00:00+00:00,26.825,26.94,26.425,26.46,5194.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-17285.0,-543.5833034035205,False,False,False,False,3256.033608035444,False,False,False,False
2025-01-27 19:00:00+00:00,26.5,26.76,26.35,26.67,4402.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,5.735447832488532,-44.838096950760324,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-12883.0,-734.8920893972643,False,False,False,False,3273.800528841096,False,False,False,False
2025-01-27 20:00:00+00:00,26.67,27.015,26.555,27.01,10608.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,16.14443355018237,-35.814136674785175,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-2275.0,-758.769731422113,False,False,False,False,3387.5090477737917,False,False,False,False
2025-01-28 15:00:00+00:00,26.895,27.145,26.82,27.055,4570.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,23.80470764949987,-29.727963459100692,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,2295.0,-711.4244642682818,False,False,False,False,3405.8422408315623,False,False,False,False
2025-01-28 16:00:00+00:00,27.08,27.08,26.37,26.58,3880.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,25.136117664005987,-29.395812167226296,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-1585.0,-724.9682710238122,False,False,False,False,3413.193523919445,False,False,False,False
2025-01-28 17:00:00+00:00,26.58,27.06,26.58,26.68,4968.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,27.567956656744734,-27.665405462996432,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,3383.0,-661.2788404653035,False,False,False,False,3437.2990506803835,False,False,False,False
2025-01-28 18:00:00+00:00,26.68,26.84,26.435,26.49,9606.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,27.885337004289738,-27.619345330061964,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-6223.0,-747.5070754968491,False,False,False,False,3532.9378250884392,False,False,False,False
2025-01-28 19:00:00+00:00,26.49,26.89,26.49,26.88,3454.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,33.287318808477394,-22.71101935026975,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-2769.0,-778.8480510705414,False,False,False,False,3531.713982839006,False,False,False,False
2025-01-28 20:00:00+00:00,26.86,27.21,26.675,26.885,18538.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,36.947010256936466,-19.493303247919783,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,15769.0,-522.2922673330136,False,False,False,False,3764.369580004293,False,False,False,False
