date,Open,High,Low,Close,Volume,Gap_Up_aVWAP_444,Gap_Up_aVWAP_440,Gap_Up_aVWAP_435,Gap_Up_aVWAP_434,Gap_Up_aVWAP_431,Gap_Up_aVWAP_430,Gap_Up_aVWAP_428,Gap_Up_aVWAP_417,Gap_Up_aVWAP_414,Gap_Up_aVWAP_407,Gap_Down_aVWAP_446,Gap_Down_aVWAP_443,Gap_Down_aVWAP_438,Gap_Down_aVWAP_437,Gap_Down_aVWAP_429,Gap_Down_aVWAP_424,Gap_Down_aVWAP_421,Gap_Down_aVWAP_415,Gap_Down_aVWAP_396,Gap_Down_aVWAP_395,aVWAP_OB_bull_317,aVWAP_OB_bear_268,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2024-01-22 17:00:00+00:00,99.02,99.065,98.58,98.955,5802.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",-1.0,102.91,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,5802.0,False,False,False,False
2024-01-23 17:00:00+00:00,99.055,99.51,98.95,99.38,5508.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,5508.0,85.3953488372093,False,False,False,False,5797.4418604651155,False,False,False,False
2024-01-24 17:00:00+00:00,98.64,98.765,97.605,97.84,8355.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.23290845886443,-43.684820393974505,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,-2847.0,39.931855056787455,False,False,False,False,5837.093924643951,False,False,False,False
2024-01-25 17:00:00+00:00,97.885,98.33,97.63,98.225,12938.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.31968904888653,-43.684820393974505,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,10091.0,195.76236893187604,False,False,False,False,5947.185491703734,False,False,False,False
2024-01-26 17:00:00+00:00,98.43,99.01,98.36,98.93,11017.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.71831634092261,-43.684820393974505,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,21108.0,519.9831073980486,False,False,False,False,6025.787267026157,False,False,False,False
2024-01-29 17:00:00+00:00,98.155,98.99,98.11,98.99,6718.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.390302949198755,-43.684820393974505,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,27826.0,943.3322065081563,False,False,False,False,6036.51924738234,False,False,False,False
2024-01-30 17:00:00+00:00,98.935,99.4,98.88,99.285,17973.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.42211631880101,-43.684820393974505,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,45799.0,1638.7689164847739,False,False,False,False,6221.580964477187,False,False,False,False
2024-01-31 17:00:00+00:00,98.97,99.105,97.56,97.725,12329.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.68001886087171,-43.684820393974505,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,33470.0,2132.2763751439247,False,False,False,False,6316.269631694595,False,False,False,False
2024-02-01 17:00:00+00:00,97.725,98.25,97.65,98.11,7108.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.83440800343236,-43.684820393974505,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,40578.0,2728.334105761848,False,False,False,False,6328.5445211256865,False,False,False,False
2024-02-02 17:00:00+00:00,97.185,97.59,96.81,97.45,16305.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.61730957497848,-43.684820393974505,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,24273.0,3062.359933579494,False,False,False,False,6483.218249480327,False,False,False,False
