date,Open,High,Low,Close,Volume,Gap_Up_aVWAP_810,Gap_Up_aVWAP_750,Gap_Up_aVWAP_594,Gap_Up_aVWAP_591,Gap_Up_aVWAP_510,Gap_Up_aVWAP_504,Gap_Up_aVWAP_500,Gap_Up_aVWAP_486,Gap_Up_aVWAP_384,Gap_Up_aVWAP_378,Gap_Down_aVWAP_846,Gap_Down_aVWAP_816,Gap_Down_aVWAP_811,Gap_Down_aVWAP_768,Gap_Down_aVWAP_738,Gap_Down_aVWAP_723,Gap_Down_aVWAP_702,Gap_Down_aVWAP_696,Gap_Down_aVWAP_648,Gap_Down_aVWAP_555,aVWAP_OB_bull_150,aVWAP_OB_bear_606,aVWAP_OB_bear_497,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-04-03 14:00:00+00:00,1.93,2.0,1.93,2.0,700.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,700.0,False,False,False,False
2025-04-03 15:00:00+00:00,2.0,2.0,2.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,689.1472868217054,False,False,False,False
2025-04-03 16:00:00+00:00,2.0,2.0,2.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,678.4628327624541,False,False,False,False
2025-04-03 17:00:00+00:00,2.0,2.0,1.96,1.96,24.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-24.0,-0.37209302325581395,False,False,False,False,668.3161221769898,False,False,False,False
2025-04-03 18:00:00+00:00,1.96,1.99,1.96,1.99,96.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.254237288135593,-72.88135593220339,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,72.0,0.7499549305931135,False,False,False,False,659.4430040037031,False,False,False,False
2025-04-03 19:00:00+00:00,1.99,2.005,1.975,1.98,388.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.18938302632789,-64.21430103901676,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-316.0,-4.160897083834687,False,False,False,False,655.234585336979,False,False,False,False
2025-04-04 14:00:00+00:00,1.98,1.98,1.925,1.96,110.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.252176239471908,-60.393217925376995,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-426.0,-10.70103821431787,False,False,False,False,646.7813359519095,False,False,False,False
2025-04-04 15:00:00+00:00,1.96,1.975,1.96,1.97,100.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.508003474417514,-54.01185211101472,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-326.0,-15.589394210995113,False,False,False,False,638.3041059371511,False,False,False,False
2025-04-04 16:00:00+00:00,1.97,2.01,1.97,2.01,560.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.6818650202228,-42.154237805545996,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,234.0,-11.719791199971933,False,False,False,False,637.0900887908386,False,False,False,False
2025-04-04 17:00:00+00:00,2.01,2.01,2.01,2.01,0.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.46443938409299,-33.69887499884748,False,False,False,False,True,,0,,,False,False,False,False,,,False,False,False,False,234.0,-7.910182034080895,False,False,False,False,627.2127230731512,False,False,False,False
