date,Open,High,Low,Close,Volume,Gap_Up_aVWAP_870,Gap_Up_aVWAP_864,Gap_Up_aVWAP_834,Gap_Up_aVWAP_828,Gap_Up_aVWAP_786,Gap_Up_aVWAP_774,Gap_Up_aVWAP_768,Gap_Up_aVWAP_756,Gap_Up_aVWAP_744,Gap_Up_aVWAP_732,Gap_Down_aVWAP_858,Gap_Down_aVWAP_822,Gap_Down_aVWAP_780,Gap_Down_aVWAP_738,Gap_Down_aVWAP_696,Gap_Down_aVWAP_642,Gap_Down_aVWAP_636,Gap_Down_aVWAP_618,Gap_Down_aVWAP_612,Gap_Down_aVWAP_594,aVWAP_OB_bull_730,aVWAP_OB_bull_642,aVWAP_OB_bull_554,aVWAP_OB_bull_236,aVWAP_OB_bear_174,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-02-13 15:00:00+00:00,51.08,51.245,51.055,51.21,2895.0,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,2895.0,False,False,False,False
2025-02-13 16:00:00+00:00,51.21,51.365,51.17,51.205,3024.0,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-3024.0,-46.883720930232556,False,False,False,False,2896.9999999999995,False,False,False,False
2025-02-13 17:00:00+00:00,51.195,51.245,51.07,51.075,1784.0,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-4808.0,-120.69947719488012,False,False,False,False,2879.744186046511,False,False,False,False
2025-02-13 18:00:00+00:00,51.075,51.14,50.945,51.035,4901.0,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-9709.0,-269.3552992538742,False,False,False,False,2911.0814854876503,False,False,False,False
2025-02-13 19:00:00+00:00,51.035,51.185,51.02,51.075,3669.0,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.334741925747801,-43.39873226682698,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-6040.0,-358.82265895536455,False,False,False,False,2922.8321601312523,False,False,False,False
2025-02-13 20:00:00+00:00,51.075,51.195,51.07,51.19,7264.0,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.034399292474173,-29.709125152318112,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,1224.0,-334.28277277001007,False,False,False,False,2990.137087881155,False,False,False,False
2025-02-14 15:00:00+00:00,51.45,51.455,51.25,51.355,3232.0,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.60069082210774,-15.976153959275422,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,4456.0,-260.01482280458356,False,False,False,False,2993.8869004721446,False,False,False,False
2025-02-14 16:00:00+00:00,51.355,51.45,51.33,51.41,2667.0,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.8345242452205,-6.555955102636759,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,7123.0,-145.54947671459,False,False,False,False,2988.818886511336,False,False,False,False
2025-02-14 17:00:00+00:00,51.405,51.415,51.26,51.33,1632.0,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.50383538363361,-4.718682026694104,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,5491.0,-58.16111273451884,False,False,False,False,2967.782934782478,False,False,False,False
2025-02-14 18:00:00+00:00,51.335,51.35,51.25,51.335,2500.0,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.101784258703695,-3.144131702698999,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,7991.0,66.63208281175277,False,False,False,False,2960.530486181199,False,False,False,False
