date,Open,High,Low,Close,Volume,Gap_Up_aVWAP_876,Gap_Up_aVWAP_858,Gap_Up_aVWAP_852,Gap_Up_aVWAP_834,Gap_Up_aVWAP_788,Gap_Up_aVWAP_778,Gap_Up_aVWAP_756,Gap_Up_aVWAP_718,Gap_Up_aVWAP_708,Gap_Up_aVWAP_660,Gap_Down_aVWAP_882,Gap_Down_aVWAP_807,Gap_Down_aVWAP_767,Gap_Down_aVWAP_650,Gap_Down_aVWAP_540,Gap_Down_aVWAP_492,Gap_Down_aVWAP_468,Gap_Down_aVWAP_462,Gap_Down_aVWAP_402,Gap_Down_aVWAP_370,aVWAP_OB_bull_323,aVWAP_OB_bull_249,aVWAP_OB_bull_137,aVWAP_OB_bull_12,aVWAP_OB_bear_793,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-04-03 14:00:00+00:00,86.215,86.215,84.56,84.56,266.0,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,266.0,False,False,False,False
2025-04-03 15:00:00+00:00,83.995,84.5,83.5,84.5,596.0,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-596.0,-9.24031007751938,False,False,False,False,271.1162790697674,False,False,False,False
2025-04-03 16:00:00+00:00,84.5,85.93,84.5,85.93,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.13483146067412,-98.20224719101118,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-585.0,-18.166816898022958,False,False,False,False,267.083468541554,False,False,False,False
2025-04-03 17:00:00+00:00,85.93,85.93,85.06,85.06,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.78351882451889,-87.20494541748349,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-586.0,-26.970432139914074,False,False,False,False,262.95814344788647,False,False,False,False
2025-04-03 18:00:00+00:00,85.06,85.485,85.02,85.02,184.0,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.15924719025625,-77.7441380964427,False,False,False,False,True,,0,,,False,False,False,False,,,False,False,False,False,-770.0,-38.49027040131075,False,False,False,False,261.7339861851285,False,False,False,False
2025-04-03 19:00:00+00:00,85.02,85.275,84.59,84.59,380.0,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.026387241192666,-72.31969809755049,False,False,False,False,True,,0,,,False,False,False,False,,,False,False,False,False,-1150.0,-55.722979387336935,False,False,False,False,263.56756779466144,False,False,False,False
2025-04-04 14:00:00+00:00,82.24,82.24,81.575,81.85,212.0,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.02805264077722,-72.31969809755049,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-1362.0,-75.97533629606039,False,False,False,False,262.7680706195504,False,False,False,False
2025-04-04 15:00:00+00:00,81.85,83.755,81.76,82.21,260.0,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.174176903745334,-72.31969809755049,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-1102.0,-91.88269542325324,False,False,False,False,262.72515479599144,False,False,False,False
2025-04-04 16:00:00+00:00,82.21,82.21,80.755,80.755,109.0,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.351624360410906,-72.31969809755049,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-1211.0,-109.23335130816403,False,False,False,False,260.3418190627203,False,False,False,False
2025-04-04 17:00:00+00:00,80.755,82.05,80.75,82.05,204.0,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.826509557631255,-65.88152804746343,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-1007.0,-123.15221407858009,False,False,False,False,259.4683024881045,False,False,False,False
