date,Open,High,Low,Close,Volume,Gap_Up_aVWAP_439,Gap_Up_aVWAP_437,Gap_Up_aVWAP_434,Gap_Up_aVWAP_432,Gap_Up_aVWAP_430,Gap_Up_aVWAP_429,Gap_Up_aVWAP_425,Gap_Up_aVWAP_423,Gap_Up_aVWAP_414,Gap_Up_aVWAP_406,Gap_Down_aVWAP_438,Gap_Down_aVWAP_436,Gap_Down_aVWAP_433,Gap_Down_aVWAP_431,Gap_Down_aVWAP_428,Gap_Down_aVWAP_426,Gap_Down_aVWAP_421,Gap_Down_aVWAP_418,Gap_Down_aVWAP_416,Gap_Down_aVWAP_415,aVWAP_OB_bull_339,aVWAP_OB_bear_193,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2023-12-20 17:00:00+00:00,78.32,78.62,77.16,77.235,31691.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,31691.0,False,False,False,False
2023-12-21 17:00:00+00:00,78.83,79.19,78.655,79.115,83492.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,83492.0,1294.4496124031007,False,False,False,False,32494.116279069764,False,False,False,False
2023-12-22 17:00:00+00:00,79.685,79.71,79.085,79.485,28402.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,50.0,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,111894.0,3009.1713238387115,False,False,False,False,32430.67261582837,False,False,False,False
2023-12-25 17:00:00+00:00,79.485,79.485,79.485,79.485,0.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,50.0,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,111894.0,4697.308202538887,False,False,False,False,31927.871490001573,False,False,False,False
2023-12-26 17:00:00+00:00,79.435,79.74,79.285,79.47,28970.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.69282370440285,49.72354133396257,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,82924.0,5910.125129631308,False,False,False,False,31882.01301728837,False,False,False,False
2023-12-27 17:00:00+00:00,79.585,79.805,79.43,79.765,12808.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.54006231052182,49.60448665720547,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,95732.0,7302.712336923845,False,False,False,False,31586.291885237384,False,False,False,False
2023-12-28 17:00:00+00:00,79.53,79.655,79.16,79.29,47472.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.67273685133037,42.54288906902514,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,48260.0,7937.709044878514,False,False,False,False,31832.581933528276,False,False,False,False
2023-12-29 17:00:00+00:00,79.075,79.3,79.03,79.09,52417.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.89470317408663,36.02351850824509,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,-4157.0,7750.194175965668,False,False,False,False,32151.720198124738,False,False,False,False
2024-01-01 17:00:00+00:00,79.09,79.09,79.09,79.09,0.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.70934738925747,32.07709008306928,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,-4157.0,7565.586514322789,False,False,False,False,31653.24391598327,False,False,False,False
2024-01-02 17:00:00+00:00,79.265,79.435,78.81,79.055,64562.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.75848589394255,29.17951853971151,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,-68719.0,6382.879746658869,False,False,False,False,32163.45718860368,False,False,False,False
