date,Open,High,Low,Close,Volume,Gap_Up_aVWAP_852,Gap_Up_aVWAP_816,Gap_Up_aVWAP_774,Gap_Up_aVWAP_648,Gap_Up_aVWAP_606,Gap_Up_aVWAP_600,Gap_Up_aVWAP_534,Gap_Up_aVWAP_468,Gap_Up_aVWAP_462,Gap_Up_aVWAP_450,Gap_Down_aVWAP_877,Gap_Down_aVWAP_870,Gap_Down_aVWAP_858,Gap_Down_aVWAP_840,Gap_Down_aVWAP_834,Gap_Down_aVWAP_828,Gap_Down_aVWAP_810,Gap_Down_aVWAP_744,Gap_Down_aVWAP_708,Gap_Down_aVWAP_660,aVWAP_OB_bull_781,aVWAP_OB_bull_590,aVWAP_OB_bull_366,aVWAP_OB_bull_165,aVWAP_OB_bear_809,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-03-20 14:00:00+00:00,6.065,6.065,5.895,6.02,4605.0,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,4605.0,False,False,False,False
2025-03-20 15:00:00+00:00,6.02,6.055,6.01,6.035,1043.0,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,1043.0,16.170542635658915,False,False,False,False,4549.77519379845,False,False,False,False
2025-03-20 16:00:00+00:00,6.035,6.065,5.95,5.96,2972.0,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.69811320754732,-49.05660377358437,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,-1929.0,-13.987140195901688,False,False,False,False,4525.313562886847,False,False,False,False
2025-03-20 17:00:00+00:00,5.96,6.005,5.935,5.945,1472.0,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.023164580609254,-49.05660377358437,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-3401.0,-66.49896747968616,False,False,False,False,4477.975368113407,False,False,False,False
2025-03-20 18:00:00+00:00,5.945,5.965,5.915,5.945,2744.0,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.90653216265054,-49.05660377358437,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-3401.0,-118.1966579063577,False,False,False,False,4451.092029072889,False,False,False,False
2025-03-20 19:00:00+00:00,5.95,6.015,5.935,5.94,7134.0,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.894373225463234,-49.05660377358437,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-10535.0,-279.69748491556146,False,False,False,False,4492.6875014903635,False,False,False,False
2025-03-21 14:00:00+00:00,5.76,5.82,5.73,5.805,1308.0,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.282239394443113,-49.05660377358437,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-11843.0,-458.97349290136674,False,False,False,False,4443.312501467257,False,False,False,False
2025-03-21 15:00:00+00:00,5.825,5.84,5.79,5.815,2525.0,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.20358653613406,-49.05660377358437,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-9318.0,-596.3227410734386,False,False,False,False,4413.5712223747405,False,False,False,False
2025-03-21 16:00:00+00:00,5.815,5.86,5.805,5.845,835.0,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.01037054372121,-49.05660377358437,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-8483.0,-718.5968071033077,False,False,False,False,4358.089497996838,False,False,False,False
2025-03-21 17:00:00+00:00,5.835,5.835,5.775,5.81,1820.0,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.979388376503174,-49.05660377358437,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-10303.0,-867.1922054427912,False,False,False,False,4318.739273221693,False,False,False,False
