date,Open,High,Low,Close,Volume,Gap_Up_aVWAP_877,Gap_Up_aVWAP_852,Gap_Up_aVWAP_834,Gap_Up_aVWAP_816,Gap_Up_aVWAP_721,Gap_Up_aVWAP_720,Gap_Up_aVWAP_702,Gap_Up_aVWAP_678,Gap_Up_aVWAP_630,Gap_Up_aVWAP_613,Gap_Down_aVWAP_882,Gap_Down_aVWAP_780,Gap_Down_aVWAP_771,Gap_Down_aVWAP_744,Gap_Down_aVWAP_726,Gap_Down_aVWAP_686,Gap_Down_aVWAP_654,Gap_Down_aVWAP_558,Gap_Down_aVWAP_546,Gap_Down_aVWAP_522,aVWAP_OB_bull_807,aVWAP_OB_bear_776,aVWAP_OB_bear_289,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-04-08 14:00:00+00:00,65.065,65.065,62.605,62.605,1811.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,1811.0,False,False,False,False
2025-04-08 15:00:00+00:00,62.835,63.31,61.61,62.215,1356.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-1356.0,-21.023255813953487,False,False,False,False,1803.9457364341085,False,False,False,False
2025-04-08 16:00:00+00:00,62.215,62.61,60.755,60.89,798.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-2154.0,-54.09266270055886,False,False,False,False,1788.3496785048974,False,False,False,False
2025-04-08 17:00:00+00:00,60.89,61.56,59.84,61.56,1172.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.359044837656791,-40.67685964610889,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-982.0,-68.47882296876725,False,False,False,False,1778.7938695358291,False,False,False,False
2025-04-08 18:00:00+00:00,61.56,62.13,60.57,60.58,736.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.760055068663023,-38.23749312846269,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-1718.0,-94.05279470568559,False,False,False,False,1762.62652272132,False,False,False,False
2025-04-08 19:00:00+00:00,60.49,60.57,59.15,60.57,2891.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.000876091847584,-36.75630425626197,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-4609.0,-164.0519761831168,False,False,False,False,1780.1206851597492,False,False,False,False
2025-04-09 14:00:00+00:00,60.175,60.375,56.53,56.55,1311.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.150147118668919,-33.431722273198375,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-5920.0,-253.29148042833978,False,False,False,False,1772.8474962425437,False,False,False,False
2025-04-09 15:00:00+00:00,56.55,57.92,56.25,57.12,4034.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.092580918106199,-33.431722273198375,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-1886.0,-278.6047908092957,False,False,False,False,1807.9041242077756,False,False,False,False
2025-04-09 16:00:00+00:00,57.12,59.47,57.12,59.47,3702.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.1072291714175,-31.684483152974202,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,1816.0,-246.1302979285314,False,False,False,False,1837.2699517394378,False,False,False,False
2025-04-09 17:00:00+00:00,59.47,66.48,58.945,66.48,5463.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.951310024031926,-17.868697344950036,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,7279.0,-129.46161113894175,False,False,False,False,1893.4828207047178,False,False,False,False
2025-04-09 18:00:00+00:00,67.0,69.7,65.36,67.11,4178.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,67.39,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.986059635636096,-8.962731228284774,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,11457.0,50.173452599646495,False,False,False,False,1928.901691701544,False,False,False,False
2025-04-09 19:00:00+00:00,66.965,69.12,66.51,67.96,6822.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,67.68355272727271,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.97795963360129,-2.774491032320171,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,18279.0,332.7909184508148,False,False,False,False,2004.763680977489,False,False,False,False
2025-04-10 14:00:00+00:00,65.03,65.71,63.91,63.91,1199.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,67.37163456020984,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.70489792917625,-2.774491032320171,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,17080.0,592.4375708779339,False,False,False,False,1992.2712208072953,False,False,False,False
2025-04-10 15:00:00+00:00,63.63,64.52,62.395,62.395,1352.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,66.94578087718003,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.02803857579583,-2.774491032320171,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,15728.0,827.0974534999815,False,False,False,False,1982.3445352133838,False,False,False,False
2025-04-10 16:00:00+00:00,62.395,63.61,60.995,63.495,1600.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,66.49741117197983,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.5505256412409,-2.774491032320171,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,17328.0,1082.9253999573461,False,False,False,False,1976.4167129620134,False,False,False,False
2025-04-10 17:00:00+00:00,63.485,64.31,62.17,63.65,2319.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,66.08315779431406,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.42126292134529,-2.774491032320171,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,19647.0,1370.7405100355268,False,False,False,False,1981.7280817533,False,False,False,False
2025-04-10 18:00:00+00:00,63.65,64.21,62.845,62.845,873.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,65.95069872249177,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.1771117616129,-2.774491032320171,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,18774.0,1640.5584866241231,False,False,False,False,1964.5384990904583,False,False,False,False
2025-04-10 19:00:00+00:00,62.845,63.63,62.005,62.925,3204.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,65.49012608097028,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.46930806554036,-2.774491032320171,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,21978.0,1955.8676573741368,False,False,False,False,1983.754956468901,False,False,False,False
