date,Open,High,Low,Close,Volume,Gap_Up_aVWAP_888,Gap_Up_aVWAP_852,Gap_Up_aVWAP_804,Gap_Up_aVWAP_798,Gap_Up_aVWAP_750,Gap_Up_aVWAP_720,Gap_Up_aVWAP_708,Gap_Up_aVWAP_696,Gap_Up_aVWAP_690,Gap_Up_aVWAP_678,Gap_Down_aVWAP_846,Gap_Down_aVWAP_822,Gap_Down_aVWAP_816,Gap_Down_aVWAP_810,Gap_Down_aVWAP_762,Gap_Down_aVWAP_756,Gap_Down_aVWAP_684,Gap_Down_aVWAP_636,Gap_Down_aVWAP_600,Gap_Down_aVWAP_594,aVWAP_OB_bull_675,aVWAP_OB_bull_444,aVWAP_OB_bear_809,aVWAP_OB_bear_269,aVWAP_OB_bear_223,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-01-16 15:00:00+00:00,21.405,21.505,21.385,21.505,277.0,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,277.0,False,False,False,False
2025-01-16 16:00:00+00:00,21.505,21.575,21.475,21.565,213.0,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,100.0,,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,213.0,3.302325581395349,False,False,False,False,276.0077519379845,False,False,False,False
2025-01-16 17:00:00+00:00,21.565,21.585,21.535,21.555,2925.0,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,94.73684210526264,31.578947368419236,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,-2712.0,-38.79538489273481,False,False,False,False,317.0773991947599,False,False,False,False
2025-01-16 18:00:00+00:00,21.555,21.585,21.525,21.535,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,83.86986884687417,31.578947368419236,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,-2764.0,-81.0466192354831,False,False,False,False,312.9676720754613,False,False,False,False
2025-01-16 19:00:00+00:00,21.535,21.575,21.53,21.56,399.0,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,80.02467721395819,43.93738578280363,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,-2365.0,-116.4567491698167,False,False,False,False,314.301506616927,False,False,False,False
2025-01-16 20:00:00+00:00,21.56,21.675,21.55,21.66,517.0,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,82.514154871606,43.93738578280363,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,-1848.0,-143.3023809656335,False,False,False,False,317.4441189174397,False,False,False,False
2025-01-17 15:00:00+00:00,21.845,21.88,21.805,21.805,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,86.14140414818826,43.93738578280363,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,-1848.0,-169.7318014157787,False,False,False,False,312.52250467065767,False,False,False,False
2025-01-17 16:00:00+00:00,21.805,21.835,21.775,21.835,847.0,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,88.77746194592106,43.93738578280363,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,-1001.0,-182.61968046359607,False,False,False,False,320.80897746646144,False,False,False,False
2025-01-17 17:00:00+00:00,21.835,21.865,21.815,21.825,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,89.41284848991843,43.93738578280363,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,-1002.0,-195.3232513091217,False,False,False,False,315.8506987460512,False,False,False,False
2025-01-17 18:00:00+00:00,21.825,21.825,21.775,21.805,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,87.58372255404582,43.93738578280363,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,-1002.0,-207.829867567895,False,False,False,False,310.95378868797286,False,False,False,False
