date,Open,High,Low,Close,Volume,Gap_Up_aVWAP_816,Gap_Up_aVWAP_792,Gap_Up_aVWAP_774,Gap_Up_aVWAP_750,Gap_Up_aVWAP_714,Gap_Up_aVWAP_684,Gap_Up_aVWAP_678,Gap_Up_aVWAP_672,Gap_Up_aVWAP_666,Gap_Up_aVWAP_660,Gap_Down_aVWAP_858,Gap_Down_aVWAP_846,Gap_Down_aVWAP_828,Gap_Down_aVWAP_822,Gap_Down_aVWAP_738,Gap_Down_aVWAP_732,Gap_Down_aVWAP_726,Gap_Down_aVWAP_690,Gap_Down_aVWAP_677,Gap_Down_aVWAP_636,aVWAP_OB_bull_744,aVWAP_OB_bull_582,aVWAP_OB_bull_420,aVWAP_OB_bull_235,aVWAP_OB_bear_875,aVWAP_OB_bear_403,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-02-13 15:00:00+00:00,63.61,63.73,63.25,63.395,3993.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",-1.0,63.835,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,3993.0,False,False,False,False
2025-02-13 16:00:00+00:00,63.36,63.36,62.835,62.915,2426.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-2426.0,-37.6124031007752,False,False,False,False,3968.705426356589,False,False,False,False
2025-02-13 17:00:00+00:00,62.9,63.02,62.565,62.62,3543.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-5969.0,-129.57190072711978,False,False,False,False,3962.1053422270293,False,False,False,False
2025-02-13 18:00:00+00:00,62.62,62.755,62.31,62.59,3096.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-9065.0,-268.10566970809464,False,False,False,False,3948.67735242506,False,False,False,False
2025-02-13 19:00:00+00:00,62.655,62.95,62.59,62.68,2694.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.367623270025618,-46.069139056976944,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-6371.0,-362.7241864568063,False,False,False,False,3929.224990371958,False,False,False,False
2025-02-13 20:00:00+00:00,62.68,63.02,62.68,62.89,4713.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.692418095241834,-37.038881110483885,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-1658.0,-382.8059820156155,False,False,False,False,3941.376540908827,False,False,False,False
2025-02-14 15:00:00+00:00,63.725,63.8,63.34,63.39,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.341273797226265,-23.71416261285169,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,359.0,-371.3051140773889,False,False,False,False,3911.5412457009384,False,False,False,False
2025-02-14 16:00:00+00:00,63.39,63.47,63.065,63.185,1593.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.52831101846664,-18.571059468117667,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-1234.0,-384.68022858781694,False,False,False,False,3875.5948697985978,False,False,False,False
2025-02-14 17:00:00+00:00,63.185,63.2,62.92,62.98,948.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.70911208571792,-17.672481497092207,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-2182.0,-412.5456514004089,False,False,False,False,3830.205802049782,False,False,False,False
2025-02-14 18:00:00+00:00,62.955,63.27,62.945,63.21,1122.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.145603150633626,-14.204998576940191,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-1060.0,-422.5837033166816,False,False,False,False,3788.2181151962973,False,False,False,False
