date,Open,High,Low,Close,Volume,Gap_Up_aVWAP_876,Gap_Up_aVWAP_864,Gap_Up_aVWAP_852,Gap_Up_aVWAP_804,Gap_Up_aVWAP_762,Gap_Up_aVWAP_720,Gap_Up_aVWAP_714,Gap_Up_aVWAP_691,Gap_Up_aVWAP_690,Gap_Up_aVWAP_666,Gap_Down_aVWAP_888,Gap_Down_aVWAP_858,Gap_Down_aVWAP_810,Gap_Down_aVWAP_792,Gap_Down_aVWAP_780,Gap_Down_aVWAP_750,Gap_Down_aVWAP_732,Gap_Down_aVWAP_724,Gap_Down_aVWAP_708,Gap_Down_aVWAP_648,aVWAP_OB_bull_26,aVWAP_OB_bear_804,aVWAP_OB_bear_718,aVWAP_OB_bear_409,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-04-03 14:00:00+00:00,241.58,241.58,236.59,236.92,9726.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,9726.0,False,False,False,False
2025-04-03 15:00:00+00:00,236.94,239.4,236.59,239.25,6936.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,6936.0,107.53488372093022,False,False,False,False,9682.744186046511,False,False,False,False
2025-04-03 16:00:00+00:00,239.25,239.91,237.99,238.31,4733.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.59409594095948,13.579335793358169,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,2203.0,140.02271498107083,False,False,False,False,9606.003966107806,False,False,False,False
2025-04-03 17:00:00+00:00,238.31,238.64,237.26,237.31,4642.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.4206889886227,13.579335793358169,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,-2439.0,100.03786668679065,False,False,False,False,9529.042664307684,False,False,False,False
2025-04-03 18:00:00+00:00,237.31,237.555,234.29,234.645,6639.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.14102945165065,37.18596560997251,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,-9078.0,-42.257294037035564,False,False,False,False,9484.23580129516,False,False,False,False
2025-04-03 19:00:00+00:00,234.51,235.295,231.375,231.375,8839.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.769111514362095,23.65163448177013,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-17917.0,-319.38508792793425,False,False,False,False,9474.232145461126,False,False,False,False
2025-04-04 14:00:00+00:00,223.41,224.31,218.675,221.73,6879.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.01278356545736,11.591693966874708,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-24796.0,-698.8674896654857,False,False,False,False,9433.995988167157,False,False,False,False
2025-04-04 15:00:00+00:00,221.33,224.79,218.97,218.97,18713.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.12700567442571,2.8970254066554872,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-43509.0,-1362.5904743218348,False,False,False,False,9577.856515482394,False,False,False,False
2025-04-04 16:00:00+00:00,219.27,219.89,216.41,217.08,15495.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.980275494029293,-3.6635225732705266,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-59004.0,-2256.255738285837,False,False,False,False,9669.595174157084,False,False,False,False
2025-04-04 17:00:00+00:00,217.09,218.84,216.035,218.51,8990.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.466339797246988,-6.425156169381552,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-50014.0,-2996.685881878305,False,False,False,False,9659.058814867827,False,False,False,False
