date,Open,High,Low,Close,Volume,Gap_Up_aVWAP_828,Gap_Up_aVWAP_810,Gap_Up_aVWAP_792,Gap_Up_aVWAP_786,Gap_Up_aVWAP_768,Gap_Up_aVWAP_720,Gap_Up_aVWAP_714,Gap_Up_aVWAP_702,Gap_Up_aVWAP_684,Gap_Up_aVWAP_600,Gap_Down_aVWAP_882,Gap_Down_aVWAP_858,Gap_Down_aVWAP_822,Gap_Down_aVWAP_804,Gap_Down_aVWAP_798,Gap_Down_aVWAP_750,Gap_Down_aVWAP_738,Gap_Down_aVWAP_726,Gap_Down_aVWAP_636,Gap_Down_aVWAP_516,aVWAP_OB_bull_726,aVWAP_OB_bull_671,aVWAP_OB_bull_521,aVWAP_OB_bull_419,aVWAP_OB_bull_330,aVWAP_OB_bull_242,aVWAP_OB_bull_216,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-02-13 15:00:00+00:00,15.625,15.68,15.34,15.365,10429.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,10429.0,False,False,False,False
2025-02-13 16:00:00+00:00,15.365,15.395,15.15,15.16,5414.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-5414.0,-83.93798449612403,False,False,False,False,10351.248062015504,False,False,False,False
2025-02-13 17:00:00+00:00,15.165,15.33,15.085,15.31,5510.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.050167224080285,-72.57525083612043,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,96.0,-81.14824830238567,False,False,False,False,10276.189952526891,False,False,False,False
2025-02-13 18:00:00+00:00,15.315,15.525,15.305,15.505,3038.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.35498579553233,-55.495897399405564,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,3134.0,-31.30098863878279,False,False,False,False,10163.969953262907,False,False,False,False
2025-02-13 19:00:00+00:00,15.505,15.605,15.435,15.585,6182.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.599349109229486,-42.206232775512404,False,False,False,False,True,,0,,,False,False,False,False,,,False,False,False,False,9316.0,113.6184065339115,False,False,False,False,10102.233984995264,False,False,False,False
2025-02-13 20:00:00+00:00,15.585,15.72,15.585,15.71,16895.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.422011216997,-30.924620764606523,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,26211.0,518.228973874471,False,False,False,False,10207.548186778284,False,False,False,False
2025-02-14 15:00:00+00:00,16.25,16.53,16.21,16.39,11717.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.78451662189863,-18.910772682922357,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,37928.0,1098.225423891921,False,False,False,False,10230.950540471642,False,False,False,False
2025-02-14 16:00:00+00:00,16.39,16.59,16.35,16.36,10802.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.53332170817927,-10.952177219936125,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,27126.0,1501.7568126687906,False,False,False,False,10239.80402046433,False,False,False,False
2025-02-14 17:00:00+00:00,16.36,16.51,16.26,16.38,10696.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.11281894192759,-4.6369439113464495,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,37822.0,2064.861358208809,False,False,False,False,10246.876826348604,False,False,False,False
2025-02-14 18:00:00+00:00,16.385,16.465,16.25,16.255,5947.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.51829282769546,-2.8300610349723456,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,31875.0,2527.034050329603,False,False,False,False,10180.212069350951,False,False,False,False
