date,Open,High,Low,Close,Volume,Gap_Up_aVWAP_864,Gap_Up_aVWAP_816,Gap_Up_aVWAP_804,Gap_Up_aVWAP_672,Gap_Up_aVWAP_648,Gap_Up_aVWAP_558,Gap_Up_aVWAP_540,Gap_Up_aVWAP_462,Gap_Up_aVWAP_450,Gap_Up_aVWAP_420,Gap_Down_aVWAP_840,Gap_Down_aVWAP_796,Gap_Down_aVWAP_352,Gap_Down_aVWAP_324,Gap_Down_aVWAP_312,Gap_Down_aVWAP_288,Gap_Down_aVWAP_228,Gap_Down_aVWAP_187,Gap_Down_aVWAP_186,Gap_Down_aVWAP_162,aVWAP_OB_bull_755,aVWAP_OB_bear_696,aVWAP_OB_bear_147,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-02-26 15:00:00+00:00,6.01,6.05,5.955,5.955,412.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,412.0,False,False,False,False
2025-02-26 16:00:00+00:00,5.955,6.005,5.95,5.97,225.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,225.0,3.488372093023256,False,False,False,False,409.1007751937984,False,False,False,False
2025-02-26 17:00:00+00:00,5.97,6.01,5.97,6.01,800.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,50.0,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,1025.0,19.325761672976384,False,False,False,False,415.161228291569,False,False,False,False
2025-02-26 18:00:00+00:00,6.01,6.105,5.99,6.105,501.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,50.0,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,1526.0,42.68505218967442,False,False,False,False,416.49206196146713,False,False,False,False
2025-02-26 19:00:00+00:00,6.105,6.105,5.98,6.04,223.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.69079583288581,39.82171624959723,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,1303.0,62.22481882239265,False,False,False,False,413.492185031832,False,False,False,False
2025-02-26 20:00:00+00:00,6.04,6.04,5.99,6.025,389.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.36845045556446,32.11015766003486,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,914.0,75.43063558483617,False,False,False,False,413.11246123288885,False,False,False,False
2025-02-27 15:00:00+00:00,6.025,6.025,6.025,6.025,0.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.15355353735022,27.437985689628988,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,914.0,88.43171100212552,False,False,False,False,406.707616872689,False,False,False,False
2025-02-27 16:00:00+00:00,6.025,6.025,6.025,6.025,0.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.01028892520739,24.52501421920664,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,914.0,101.23121935868171,False,False,False,False,400.4020724250504,False,False,False,False
2025-02-27 17:00:00+00:00,6.025,6.035,6.025,6.025,4.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.24811251711216,22.605854050862078,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,914.0,113.83228572521378,False,False,False,False,394.2563038603209,False,False,False,False
2025-02-27 18:00:00+00:00,6.025,6.025,6.025,6.025,0.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.40666157838201,21.233768938095366,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,914.0,126.2379867217221,False,False,False,False,388.1438030252771,False,False,False,False
