date,Open,High,Low,Close,Volume,Gap_Up_aVWAP_852,Gap_Up_aVWAP_750,Gap_Up_aVWAP_726,Gap_Up_aVWAP_720,Gap_Up_aVWAP_684,Gap_Up_aVWAP_654,Gap_Up_aVWAP_642,Gap_Up_aVWAP_624,Gap_Up_aVWAP_588,Gap_Up_aVWAP_582,Gap_Down_aVWAP_882,Gap_Down_aVWAP_876,Gap_Down_aVWAP_846,Gap_Down_aVWAP_786,Gap_Down_aVWAP_780,Gap_Down_aVWAP_768,Gap_Down_aVWAP_732,Gap_Down_aVWAP_666,Gap_Down_aVWAP_648,Gap_Down_aVWAP_612,aVWAP_OB_bull_708,aVWAP_OB_bull_112,aVWAP_OB_bear_870,aVWAP_OB_bear_820,aVWAP_OB_bear_767,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-03-26 14:00:00+00:00,100.19,100.51,100.11,100.42,2218.0,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,2218.0,False,False,False,False
2025-03-26 15:00:00+00:00,100.42,100.46,99.91,99.92,2090.0,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-2090.0,-32.4031007751938,False,False,False,False,2216.015503875969,False,False,False,False
2025-03-26 16:00:00+00:00,100.005,100.505,100.005,100.25,637.0,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.2037302725968,-71.3055954088952,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-1453.0,-54.42785890271017,False,False,False,False,2191.5346433507602,False,False,False,False
2025-03-26 17:00:00+00:00,100.25,100.475,100.225,100.36,1051.0,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.3084916935089,-58.990937102814634,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-402.0,-59.81657426855962,False,False,False,False,2173.8519357019113,False,False,False,False
2025-03-26 18:00:00+00:00,100.36,100.545,100.315,100.42,2086.0,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.6641058506836,-49.02457320299665,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,1684.0,-32.780658388426914,False,False,False,False,2172.489890187153,False,False,False,False
2025-03-26 19:00:00+00:00,100.435,100.435,100.0,100.26,7239.0,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.465809416209595,-44.72461299658434,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-5555.0,-118.39646213434278,False,False,False,False,2251.0404345253364,False,False,False,False
2025-03-27 14:00:00+00:00,99.975,100.41,99.675,100.13,3425.0,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.16444384123755,-42.76961398237459,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-8980.0,-255.78566427179481,False,False,False,False,2269.2413580210678,False,False,False,False
2025-03-27 15:00:00+00:00,100.13,100.27,99.37,99.38,1761.0,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.836208241350214,-42.76961398237459,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-10741.0,-418.34712684122434,False,False,False,False,2261.361647043997,False,False,False,False
2025-03-27 16:00:00+00:00,99.38,99.675,99.2,99.23,2101.0,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.983245536920915,-42.76961398237459,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-12842.0,-610.9619000684921,False,False,False,False,2258.8754199580435,False,False,False,False
2025-03-27 17:00:00+00:00,99.23,99.585,99.23,99.34,2927.0,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.83368096657313,-42.76961398237459,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-9915.0,-755.2105527806086,False,False,False,False,2269.233940578849,False,False,False,False
2025-03-27 18:00:00+00:00,99.295,99.85,99.09,99.6,7441.0,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.3354819300276,-42.76961398237459,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-2474.0,-781.8584511871109,False,False,False,False,2349.4163601047585,False,False,False,False
2025-03-27 19:00:00+00:00,99.57,100.43,99.555,100.34,32402.0,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.07662328897537,-32.28388675225304,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,29928.0,-305.73661473459754,False,False,False,False,2815.3478894054597,False,False,False,False
2025-03-28 14:00:00+00:00,99.055,99.44,98.735,98.86,2995.0,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.98445271606982,-32.28388675225304,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,26933.0,116.56937929229542,False,False,False,False,2818.133193445685,False,False,False,False
2025-03-28 15:00:00+00:00,98.86,99.13,98.755,98.95,1710.0,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.24406247038415,-32.02272520442535,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,28643.0,558.8396214738102,False,False,False,False,2800.9528338573796,False,False,False,False
2025-03-28 16:00:00+00:00,98.99,99.24,98.53,98.555,3169.0,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.289713305923755,-32.02272520442535,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,25474.0,945.1211777300302,False,False,False,False,2806.658991471994,False,False,False,False
2025-03-28 17:00:00+00:00,98.545,98.545,97.97,98.11,2550.0,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.591721717329143,-32.02272520442535,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,22924.0,1285.8789889280142,False,False,False,False,2802.6797823018856,False,False,False,False
