date,Open,High,Low,Close,Volume,Gap_Up_aVWAP_882,Gap_Up_aVWAP_858,Gap_Up_aVWAP_780,Gap_Up_aVWAP_774,Gap_Up_aVWAP_768,Gap_Up_aVWAP_756,Gap_Up_aVWAP_714,Gap_Up_aVWAP_708,Gap_Up_aVWAP_690,Gap_Up_aVWAP_678,Gap_Down_aVWAP_888,Gap_Down_aVWAP_876,Gap_Down_aVWAP_822,Gap_Down_aVWAP_726,Gap_Down_aVWAP_720,Gap_Down_aVWAP_702,Gap_Down_aVWAP_642,Gap_Down_aVWAP_630,Gap_Down_aVWAP_582,Gap_Down_aVWAP_564,aVWAP_OB_bull_753,aVWAP_OB_bull_569,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-02-10 15:00:00+00:00,2.48,2.52,2.48,2.49,1115.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,1115.0,False,False,False,False
2025-02-10 16:00:00+00:00,2.49,2.52,2.485,2.515,1688.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,1688.0,26.170542635658915,False,False,False,False,1123.8837209302326,False,False,False,False
2025-02-10 17:00:00+00:00,2.515,2.545,2.5,2.535,3003.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,50.0,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,4691.0,98.49347995913708,False,False,False,False,1153.0173066522445,False,False,False,False
2025-02-10 18:00:00+00:00,2.535,2.54,2.505,2.505,3282.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.19195612431437,36.67276051188294,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,1409.0,118.81141050240626,False,False,False,False,1186.0247902700391,False,False,False,False
2025-02-10 19:00:00+00:00,2.505,2.515,2.5,2.51,4434.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.458526598082,29.701156570814945,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,5843.0,207.5585204170976,False,False,False,False,1236.380995072054,False,False,False,False
2025-02-10 20:00:00+00:00,2.51,2.52,2.505,2.515,10597.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.72453428162245,26.438426661597234,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,16440.0,459.224279790476,False,False,False,False,1381.5068711174483,False,False,False,False
2025-02-11 15:00:00+00:00,2.43,2.45,2.415,2.44,2316.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.671547998098255,13.64379125186123,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,14124.0,671.0812677007011,False,False,False,False,1395.995136681519,False,False,False,False
2025-02-11 16:00:00+00:00,2.445,2.455,2.4,2.405,3090.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.58760496681254,3.9346973527780236,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,11034.0,831.7466744030158,False,False,False,False,1422.2587779732783,False,False,False,False
2025-02-11 17:00:00+00:00,2.4,2.405,2.4,2.405,1453.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.5316429459554,-2.1696487168224223,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,11034.0,989.9211445673101,False,False,False,False,1422.7353860667158,False,False,False,False
2025-02-11 18:00:00+00:00,2.405,2.405,2.355,2.365,4080.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.454412449139994,-7.742070288640889,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,6954.0,1082.3874834112278,False,False,False,False,1463.9332870579294,False,False,False,False
