date,Open,High,Low,Close,Volume,Gap_Up_aVWAP_876,Gap_Up_aVWAP_852,Gap_Up_aVWAP_840,Gap_Up_aVWAP_786,Gap_Up_aVWAP_774,Gap_Up_aVWAP_756,Gap_Up_aVWAP_738,Gap_Up_aVWAP_720,Gap_Up_aVWAP_714,Gap_Up_aVWAP_690,Gap_Down_aVWAP_888,Gap_Down_aVWAP_798,Gap_Down_aVWAP_792,Gap_Down_aVWAP_762,Gap_Down_aVWAP_702,Gap_Down_aVWAP_696,Gap_Down_aVWAP_678,Gap_Down_aVWAP_672,Gap_Down_aVWAP_648,Gap_Down_aVWAP_618,aVWAP_OB_bull_821,aVWAP_OB_bull_148,aVWAP_OB_bull_114,aVWAP_OB_bear_666,aVWAP_OB_bear_491,aVWAP_OB_bear_172,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-04-03 14:00:00+00:00,68.69,68.69,67.265,67.28,2061.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,2061.0,False,False,False,False
2025-04-03 15:00:00+00:00,67.28,68.04,67.23,68.04,1990.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,1990.0,30.85271317829457,False,False,False,False,2059.8992248062013,False,False,False,False
2025-04-03 16:00:00+00:00,68.05,68.46,67.92,67.92,871.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.97206703910601,32.40223463687103,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,1119.0,47.72321374917372,False,False,False,False,2041.4666786851749,False,False,False,False
2025-04-03 17:00:00+00:00,67.92,67.92,67.005,67.55,2843.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.89732836035904,45.27184133437932,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,-1724.0,20.25463679182219,False,False,False,False,2053.8935518838543,False,False,False,False
2025-04-03 18:00:00+00:00,67.55,67.55,67.06,67.16,1903.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.80246875335638,32.5664827350587,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,-3627.0,-36.29194672433009,False,False,False,False,2051.5541169709263,False,False,False,False
2025-04-03 19:00:00+00:00,67.155,67.155,66.12,66.12,6951.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.26920466529714,18.8852651414538,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-10578.0,-199.7292808836428,False,False,False,False,2127.5145182581987,False,False,False,False
2025-04-04 14:00:00+00:00,64.335,64.765,62.99,63.19,3296.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.70400722050806,6.297254778548151,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-13874.0,-411.73347807924523,False,False,False,False,2145.630572238692,False,False,False,False
2025-04-04 15:00:00+00:00,62.99,64.075,62.92,63.04,8997.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.899088185781658,-2.005502522621825,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-22871.0,-759.9391605896444,False,False,False,False,2251.8533540644485,False,False,False,False
2025-04-04 16:00:00+00:00,63.04,63.405,62.295,62.63,4977.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.106752425085567,-7.9610375694360584,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-27848.0,-1179.9090960843787,False,False,False,False,2294.1036896603487,False,False,False,False
2025-04-04 17:00:00+00:00,62.63,62.92,62.0,62.75,4477.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.490131481195515,-11.517732362271857,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-23371.0,-1523.9570170753184,False,False,False,False,2327.9470433090255,False,False,False,False
