date,Open,High,Low,Close,Volume,Gap_Up_aVWAP_870,Gap_Up_aVWAP_834,Gap_Up_aVWAP_798,Gap_Up_aVWAP_786,Gap_Up_aVWAP_780,Gap_Up_aVWAP_774,Gap_Up_aVWAP_750,Gap_Up_aVWAP_732,Gap_Up_aVWAP_690,Gap_Up_aVWAP_678,Gap_Down_aVWAP_882,Gap_Down_aVWAP_864,Gap_Down_aVWAP_846,Gap_Down_aVWAP_844,Gap_Down_aVWAP_804,Gap_Down_aVWAP_744,Gap_Down_aVWAP_702,Gap_Down_aVWAP_666,Gap_Down_aVWAP_654,Gap_Down_aVWAP_636,aVWAP_OB_bull_865,aVWAP_OB_bull_744,aVWAP_OB_bear_498,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-01-21 15:00:00+00:00,252.545,253.61,251.43,252.71,1568.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",1.0,254.0425,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,1568.0,False,False,False,False
2025-01-21 16:00:00+00:00,252.71,253.0,252.43,252.86,614.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,100.0,,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,614.0,9.51937984496124,False,False,False,False,1553.2093023255816,False,False,False,False
2025-01-21 17:00:00+00:00,252.86,252.89,251.47,251.52,513.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,69.68325791855214,-56.10859728506749,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,101.0,10.937684033411452,False,False,False,False,1537.0820263205337,False,False,False,False
2025-01-21 18:00:00+00:00,251.39,253.29,250.825,253.0,928.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,65.55623107121032,-56.10859728506749,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,1029.0,26.721595908862437,False,False,False,False,1527.6388941295177,False,False,False,False
2025-01-21 19:00:00+00:00,253.0,254.22,253.0,253.88,521.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,66.53283279971913,-52.13465393114964,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,1550.0,50.338315352135886,False,False,False,False,1512.03208956937,False,False,False,False
2025-01-21 20:00:00+00:00,253.82,254.33,253.14,253.41,4107.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,64.07964195761028,-49.203010340656874,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,-2557.0,9.91446550171517,False,False,False,False,1552.2641501962016,False,False,False,False
2025-01-22 15:00:00+00:00,251.895,253.49,251.895,252.97,1219.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,59.973246507464324,-47.74244520702169,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,-3776.0,-48.781882800637,False,False,False,False,1547.097264146648,False,False,False,False
2025-01-22 16:00:00+00:00,252.76,253.39,251.415,251.77,770.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,52.44531379779433,-47.74244520702169,False,False,False,False,True,,0,,,False,False,False,False,,,False,False,False,False,-4546.0,-118.50619469520078,False,False,False,False,1535.0492445474752,False,False,False,False
2025-01-22 17:00:00+00:00,251.44,252.085,250.78,251.47,1646.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,46.52396707083963,-47.74244520702169,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-6192.0,-212.66888935108915,False,False,False,False,1536.7694112986771,False,False,False,False
2025-01-22 18:00:00+00:00,251.53,252.48,251.18,252.44,1261.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,47.116678671283054,-45.77538453248736,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-4931.0,-285.8213096712273,False,False,False,False,1532.4939165498606,False,False,False,False
2025-01-22 19:00:00+00:00,252.44,253.05,252.03,253.01,1625.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,49.599607232353726,-38.67803728122264,False,False,False,False,True,,0,,,False,False,False,False,,,False,False,False,False,-3306.0,-332.64578549027806,False,False,False,False,1533.9281193940487,False,False,False,False
2025-01-22 20:00:00+00:00,252.9,253.07,250.08,250.415,7168.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,44.290324216064974,-38.67803728122264,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-10474.0,-489.87608338965356,False,False,False,False,1621.2780710313502,False,False,False,False
2025-01-23 15:00:00+00:00,244.7,245.145,243.22,243.94,2787.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,244.1016666666667,,0.0,0.0,0.0,0.0,34.93636131464736,-38.67803728122264,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-13261.0,-687.8780045774108,False,False,False,False,1639.3512792324145,False,False,False,False
2025-01-23 16:00:00+00:00,243.94,247.22,243.94,246.94,1272.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,244.70700788371522,,0.0,0.0,0.0,0.0,34.637315922287854,-38.67803728122264,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-11989.0,-863.0891983048929,False,False,False,False,1633.6559105621445,False,False,False,False
2025-01-23 17:00:00+00:00,246.94,247.39,245.35,245.375,2620.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,245.22925263262965,,0.0,0.0,0.0,0.0,33.179246029660604,-38.67803728122264,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-14609.0,-1076.2040944552045,False,False,False,False,1648.9480669875377,False,False,False,False
