date,Open,High,Low,Close,Volume,Gap_Up_aVWAP_442,Gap_Up_aVWAP_440,Gap_Up_aVWAP_439,Gap_Up_aVWAP_437,Gap_Up_aVWAP_425,Gap_Up_aVWAP_420,Gap_Up_aVWAP_417,Gap_Up_aVWAP_408,Gap_Up_aVWAP_406,Gap_Up_aVWAP_403,Gap_Down_aVWAP_438,Gap_Down_aVWAP_430,Gap_Down_aVWAP_427,Gap_Down_aVWAP_424,Gap_Down_aVWAP_422,Gap_Down_aVWAP_418,Gap_Down_aVWAP_412,Gap_Down_aVWAP_410,Gap_Down_aVWAP_409,Gap_Down_aVWAP_392,aVWAP_OB_bull_341,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2023-12-18 17:00:00+00:00,152.18,152.71,150.84,151.89,80074.0,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,80074.0,False,False,False,False
2023-12-19 17:00:00+00:00,152.71,153.795,152.68,153.78,41310.0,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,41310.0,640.4651162790698,False,False,False,False,79473.00775193798,False,False,False,False
2023-12-20 17:00:00+00:00,155.64,156.265,153.42,153.6,49462.0,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.77419354838702,38.70967741935456,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,-8152.0,504.147827654588,False,False,False,False,79007.72081004747,False,False,False,False
2023-12-21 17:00:00+00:00,152.02,152.7,151.385,152.66,63631.0,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.7106448848716,42.7589352350943,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,-71783.0,-616.5831464175762,False,False,False,False,78769.32203779867,False,False,False,False
2023-12-22 17:00:00+00:00,151.71,152.29,150.815,150.92,27021.0,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.74526420268377,27.757776508678106,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,-98804.0,-2138.868679031257,False,False,False,False,77967.02247132116,False,False,False,False
2023-12-25 17:00:00+00:00,150.92,150.92,150.92,150.92,0.0,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.43501041455854,18.395149658819463,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,-98804.0,-3637.5528855579046,False,False,False,False,76758.23142525417,False,False,False,False
2023-12-26 17:00:00+00:00,152.39,153.14,152.035,152.04,39015.0,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.706112846729056,17.567217518493123,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,-59789.0,-4508.117957099643,False,False,False,False,76173.06504656805,False,False,False,False
2023-12-27 17:00:00+00:00,150.755,151.26,149.54,149.895,30770.0,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.54718896379321,11.146359710582303,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-90559.0,-5842.240159315152,False,False,False,False,75469.14155747397,False,False,False,False
2023-12-28 17:00:00+00:00,148.09,148.5,146.88,146.93,35349.0,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,147.43666666666664,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.92847852658163,3.2779157752363304,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-125908.0,-7703.72480800794,False,False,False,False,74847.12385890848,False,False,False,False
2023-12-29 17:00:00+00:00,148.58,149.195,148.165,148.33,23578.0,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,147.88747099518613,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.406798534850715,1.7745968539263117,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-102330.0,-9170.798841992313,False,False,False,False,74052.25372156106,False,False,False,False
