date,Open,High,Low,Close,Volume,Gap_Up_aVWAP_876,Gap_Up_aVWAP_870,Gap_Up_aVWAP_856,Gap_Up_aVWAP_828,Gap_Up_aVWAP_780,Gap_Up_aVWAP_754,Gap_Up_aVWAP_751,Gap_Up_aVWAP_726,Gap_Up_aVWAP_708,Gap_Up_aVWAP_696,Gap_Down_aVWAP_858,Gap_Down_aVWAP_852,Gap_Down_aVWAP_840,Gap_Down_aVWAP_822,Gap_Down_aVWAP_816,Gap_Down_aVWAP_786,Gap_Down_aVWAP_768,Gap_Down_aVWAP_738,Gap_Down_aVWAP_720,Gap_Down_aVWAP_702,aVWAP_OB_bull_643,aVWAP_OB_bull_148,aVWAP_OB_bear_808,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-03-13 14:00:00+00:00,83.73,83.84,83.02,83.02,3613.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,3613.0,False,False,False,False
2025-03-13 15:00:00+00:00,83.0,83.0,82.245,82.51,5945.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-5945.0,-92.17054263565892,False,False,False,False,3649.15503875969,False,False,False,False
2025-03-13 16:00:00+00:00,82.51,82.78,82.3,82.41,2895.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-8840.0,-227.7958055405324,False,False,False,False,3637.4627125773686,False,False,False,False
2025-03-13 17:00:00+00:00,82.41,82.41,81.49,81.54,6314.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-15154.0,-459.20982405928385,False,False,False,False,3678.959414707952,False,False,False,False
2025-03-13 18:00:00+00:00,81.62,82.26,81.62,82.225,6254.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.045851741693092,-39.15873343247622,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-8900.0,-590.0747880273569,False,False,False,False,3718.882524557441,False,False,False,False
2025-03-13 19:00:00+00:00,82.225,82.32,81.73,82.01,7188.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.71327893756945,-33.88080006068908,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-16088.0,-830.3526982904987,False,False,False,False,3772.6672916185657,False,False,False,False
2025-03-14 14:00:00+00:00,82.085,82.365,81.59,82.06,9298.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.80955288981256,-30.07966639115704,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-6790.0,-922.750330875142,False,False,False,False,3858.3313646167276,False,False,False,False
2025-03-14 15:00:00+00:00,82.04,82.47,81.98,82.3,1440.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.163937839468694,-25.034040946162825,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-5350.0,-991.3898606290157,False,False,False,False,3820.837855087786,False,False,False,False
2025-03-14 16:00:00+00:00,82.3,82.3,81.875,82.21,2152.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.63333871877593,-22.541267086344675,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-7502.0,-1092.3295527122868,False,False,False,False,3794.964399970146,False,False,False,False
2025-03-14 17:00:00+00:00,82.21,82.26,81.95,82.01,3310.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.34660483976695,-22.277384637720957,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-10812.0,-1243.022117786515,False,False,False,False,3787.4455720636324,False,False,False,False
