date,Open,High,Low,Close,Volume,Gap_Up_aVWAP_816,Gap_Up_aVWAP_737,Gap_Up_aVWAP_714,Gap_Up_aVWAP_690,Gap_Up_aVWAP_684,Gap_Up_aVWAP_582,Gap_Up_aVWAP_564,Gap_Up_aVWAP_462,Gap_Up_aVWAP_450,Gap_Up_aVWAP_426,Gap_Down_aVWAP_798,Gap_Down_aVWAP_666,Gap_Down_aVWAP_552,Gap_Down_aVWAP_546,Gap_Down_aVWAP_540,Gap_Down_aVWAP_539,Gap_Down_aVWAP_492,Gap_Down_aVWAP_468,Gap_Down_aVWAP_420,Gap_Down_aVWAP_342,aVWAP_OB_bull_701,aVWAP_OB_bear_844,aVWAP_OB_bear_637,aVWAP_OB_bear_522,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-04-03 14:00:00+00:00,6.06,6.1,6.06,6.1,107.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,107.0,False,False,False,False
2025-04-03 15:00:00+00:00,6.1,6.1,5.98,5.99,500.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-500.0,-7.751937984496124,False,False,False,False,113.09302325581395,False,False,False,False
2025-04-03 16:00:00+00:00,5.99,5.99,5.955,5.955,0.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-500.0,-15.3836908839613,False,False,False,False,111.33964305029745,False,False,False,False
2025-04-03 17:00:00+00:00,5.955,6.0,5.955,6.0,59.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.20106020446801,-41.71904581597879,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-441.0,-21.982393350876627,False,False,False,False,110.52817571618432,False,False,False,False
2025-04-03 18:00:00+00:00,6.0,6.0,5.885,5.94,591.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.640935303001,-39.175221839567186,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-1032.0,-37.64158105086304,False,False,False,False,117.97735128647604,False,False,False,False
2025-04-03 19:00:00+00:00,5.94,5.94,5.85,5.88,500.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.321858087693368,-39.06321776579901,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-1532.0,-60.80992863146981,False,False,False,False,123.90018304947641,False,False,False,False
2025-04-04 14:00:00+00:00,5.53,5.53,5.31,5.31,100.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.22286723111144,-36.813452888886204,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-1632.0,-85.16946462167958,False,False,False,False,123.52963757584112,False,False,False,False
2025-04-04 15:00:00+00:00,5.31,5.55,5.31,5.55,9.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.342475751642784,-37.484924362179,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-1623.0,-109.011798503514,False,False,False,False,121.75398428009164,False,False,False,False
2025-04-04 16:00:00+00:00,5.55,5.6,5.55,5.58,317.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.249037131579133,-33.46870406532785,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-1306.0,-127.56975511586262,False,False,False,False,124.78105429125301,False,False,False,False
2025-04-04 17:00:00+00:00,5.58,5.58,5.58,5.58,0.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.5200780515367,-30.905875882664287,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-1306.0,-145.83999147065543,False,False,False,False,122.84646430224133,False,False,False,False
