date,Open,High,Low,Close,Volume,Gap_Up_aVWAP_852,Gap_Up_aVWAP_846,Gap_Up_aVWAP_834,Gap_Up_aVWAP_828,Gap_Up_aVWAP_816,Gap_Up_aVWAP_810,Gap_Up_aVWAP_804,Gap_Up_aVWAP_798,Gap_Up_aVWAP_780,Gap_Up_aVWAP_774,Gap_Down_aVWAP_864,Gap_Down_aVWAP_840,Gap_Down_aVWAP_768,Gap_Down_aVWAP_738,Gap_Down_aVWAP_654,Gap_Down_aVWAP_630,Gap_Down_aVWAP_624,Gap_Down_aVWAP_606,Gap_Down_aVWAP_576,Gap_Down_aVWAP_558,aVWAP_OB_bull_434,aVWAP_OB_bull_302,aVWAP_OB_bull_166,aVWAP_OB_bear_653,aVWAP_OB_bear_556,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-03-13 14:00:00+00:00,23.58,23.64,23.495,23.525,14520.0,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,14520.0,False,False,False,False
2025-03-13 15:00:00+00:00,23.57,24.02,23.555,23.885,2892.0,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,2892.0,44.83720930232558,False,False,False,False,14339.72093023256,False,False,False,False
2025-03-13 16:00:00+00:00,23.895,23.985,23.675,23.805,2778.0,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.33333333333326,26.6666666666664,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,114.0,45.9095006309717,False,False,False,False,14160.469442942132,False,False,False,False
2025-03-13 17:00:00+00:00,23.8,23.88,23.515,23.52,3139.0,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.02418810831645,26.6666666666664,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,-3025.0,-1.7014993788108086,False,False,False,False,13989.593947702719,False,False,False,False
2025-03-13 18:00:00+00:00,23.515,23.78,23.51,23.755,2719.0,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.56535416772678,39.65403413112193,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,-306.0,-6.419305589992036,False,False,False,False,13814.85605704066,False,False,False,False
2025-03-13 19:00:00+00:00,23.765,23.82,23.605,23.63,6796.0,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.91783833162684,33.240692562267895,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,-7102.0,-116.42830860410069,False,False,False,False,13706.036583288093,False,False,False,False
2025-03-14 14:00:00+00:00,23.99,24.18,23.945,24.14,2432.0,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.03052421312502,33.240692562267895,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,-4670.0,-187.02631932341694,False,False,False,False,13531.245318430912,False,False,False,False
2025-03-14 15:00:00+00:00,24.145,24.195,24.0,24.045,1945.0,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.5773002249835,33.240692562267895,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,-6615.0,-286.68482600057325,False,False,False,False,13351.613608067642,False,False,False,False
2025-03-14 16:00:00+00:00,24.055,24.205,24.035,24.155,4922.0,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.33525371575261,33.18703611751273,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,-1693.0,-308.48816203157213,False,False,False,False,13220.921924221631,False,False,False,False
2025-03-14 17:00:00+00:00,24.155,24.195,24.05,24.06,1424.0,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.94538119754574,30.541348944875068,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,-3117.0,-352.0309812248811,False,False,False,False,13038.023909892614,False,False,False,False
