date,Open,High,Low,Close,Volume,Gap_Up_aVWAP_882,Gap_Up_aVWAP_876,Gap_Up_aVWAP_858,Gap_Up_aVWAP_816,Gap_Up_aVWAP_810,Gap_Up_aVWAP_804,Gap_Up_aVWAP_798,Gap_Up_aVWAP_792,Gap_Up_aVWAP_768,Gap_Up_aVWAP_714,Gap_Down_aVWAP_888,Gap_Down_aVWAP_852,Gap_Down_aVWAP_840,Gap_Down_aVWAP_822,Gap_Down_aVWAP_774,Gap_Down_aVWAP_762,Gap_Down_aVWAP_750,Gap_Down_aVWAP_666,Gap_Down_aVWAP_594,Gap_Down_aVWAP_534,aVWAP_OB_bull_635,aVWAP_OB_bull_551,aVWAP_OB_bull_501,aVWAP_OB_bull_216,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-03-25 14:00:00+00:00,75.88,76.34,75.8,75.99,5580.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,5580.0,False,False,False,False
2025-03-25 15:00:00+00:00,75.925,76.19,75.65,75.88,6444.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-6444.0,-99.90697674418604,False,False,False,False,5593.395348837209,False,False,False,False
2025-03-25 16:00:00+00:00,75.88,76.23,75.88,76.14,5762.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.223602484472213,-86.33540372670832,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-682.0,-108.93167477915989,False,False,False,False,5596.009374436631,False,False,False,False
2025-03-25 17:00:00+00:00,76.16,76.45,75.975,75.985,4836.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.43511817290984,-76.52267935866723,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-5518.0,-192.79319920118843,False,False,False,False,5584.226283360094,False,False,False,False
2025-03-25 18:00:00+00:00,75.97,76.13,75.755,75.84,21516.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.73330355805349,-71.97122705582865,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-27034.0,-608.9359402988443,False,False,False,False,5831.23052702893,False,False,False,False
2025-03-25 19:00:00+00:00,75.855,75.995,75.63,75.945,21326.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.26618388893568,-63.58136270615465,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-5708.0,-687.9911970383971,False,False,False,False,6071.459511106001,False,False,False,False
2025-03-26 14:00:00+00:00,75.705,75.975,75.39,75.93,5850.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.86178359643107,-56.702951333578426,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-11558.0,-856.5184653013677,False,False,False,False,6068.02603031366,False,False,False,False
2025-03-26 15:00:00+00:00,75.91,76.1,75.45,75.53,2462.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.719435374295884,-56.702951333578426,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-14020.0,-1060.603450335455,False,False,False,False,6012.11864999872,False,False,False,False
2025-03-26 16:00:00+00:00,75.5,75.75,75.5,75.53,2348.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.29120322620576,-56.702951333578426,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-14020.0,-1261.52432707444,False,False,False,False,5955.310608913468,False,False,False,False
2025-03-26 17:00:00+00:00,75.53,75.61,75.33,75.335,4721.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.170655991342063,-56.702951333578426,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-18741.0,-1532.523949910495,False,False,False,False,5936.1740103256625,False,False,False,False
