date,Open,High,Low,Close,Volume,Gap_Up_aVWAP_876,Gap_Up_aVWAP_852,Gap_Up_aVWAP_828,Gap_Up_aVWAP_822,Gap_Up_aVWAP_774,Gap_Up_aVWAP_762,Gap_Up_aVWAP_750,Gap_Up_aVWAP_648,Gap_Up_aVWAP_618,Gap_Up_aVWAP_600,Gap_Down_aVWAP_840,Gap_Down_aVWAP_810,Gap_Down_aVWAP_786,Gap_Down_aVWAP_726,Gap_Down_aVWAP_714,Gap_Down_aVWAP_702,Gap_Down_aVWAP_678,Gap_Down_aVWAP_672,Gap_Down_aVWAP_654,Gap_Down_aVWAP_642,aVWAP_OB_bull_863,aVWAP_OB_bull_819,aVWAP_OB_bull_353,aVWAP_OB_bull_294,aVWAP_OB_bear_624,aVWAP_OB_bear_425,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-03-25 14:00:00+00:00,49.85,50.26,49.62,50.09,72988.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,72988.0,False,False,False,False
2025-03-25 15:00:00+00:00,50.09,50.16,49.79,49.82,41680.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-41680.0,-646.2015503875969,False,False,False,False,72502.6046511628,False,False,False,False
2025-03-25 16:00:00+00:00,49.825,50.075,49.79,50.05,46641.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.312056737588442,-74.46808510638266,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,4961.0,-559.2681930172465,False,False,False,False,72101.64954029206,False,False,False,False
2025-03-25 17:00:00+00:00,50.05,50.095,49.63,49.685,52472.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.58064250923207,-69.89515223814456,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-47511.0,-1287.2020194820952,False,False,False,False,71797.31388850458,False,False,False,False
2025-03-25 18:00:00+00:00,49.68,49.86,49.63,49.635,70283.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.176037234262537,-66.0454830539016,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-117794.0,-3093.508964916481,False,False,False,False,71773.83615379909,False,False,False,False
2025-03-25 19:00:00+00:00,49.635,49.755,49.46,49.495,174448.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.82343211888606,-63.501752215393175,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-292242.0,-7576.431306545683,False,False,False,False,73365.68365529057,False,False,False,False
2025-03-26 14:00:00+00:00,49.645,50.09,49.64,49.835,66244.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.180079151552093,-52.754107502136236,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-225998.0,-10962.812216521717,False,False,False,False,73255.26995520855,False,False,False,False
2025-03-26 15:00:00+00:00,49.835,50.055,49.735,49.87,74752.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.40084547438986,-44.34781182985654,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-151246.0,-13137.745360451612,False,False,False,False,73278.47507218206,False,False,False,False
2025-03-26 16:00:00+00:00,49.865,50.16,49.845,49.89,42877.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.94151086158754,-37.67252790556593,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-108369.0,-14614.198920754689,False,False,False,False,72807.13437338853,False,False,False,False
2025-03-26 17:00:00+00:00,49.89,50.05,49.765,49.785,38807.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.04182531141593,-34.21152748629477,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-147176.0,-16669.42064291353,False,False,False,False,72280.00050713445,False,False,False,False
