date,Open,High,Low,Close,Volume,Gap_Up_aVWAP_840,Gap_Up_aVWAP_798,Gap_Up_aVWAP_792,Gap_Up_aVWAP_768,Gap_Up_aVWAP_756,Gap_Up_aVWAP_744,Gap_Up_aVWAP_708,Gap_Up_aVWAP_648,Gap_Up_aVWAP_624,Gap_Up_aVWAP_594,Gap_Down_aVWAP_882,Gap_Down_aVWAP_852,Gap_Down_aVWAP_846,Gap_Down_aVWAP_834,Gap_Down_aVWAP_828,Gap_Down_aVWAP_774,Gap_Down_aVWAP_750,Gap_Down_aVWAP_738,Gap_Down_aVWAP_726,Gap_Down_aVWAP_696,aVWAP_OB_bull_852,aVWAP_OB_bull_835,aVWAP_OB_bull_309,aVWAP_OB_bear_732,aVWAP_OB_bear_602,aVWAP_OB_bear_521,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-02-07 15:00:00+00:00,30.095,30.185,29.93,30.08,6153.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,6153.0,False,False,False,False
2025-02-07 16:00:00+00:00,30.08,30.175,29.96,30.055,4823.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-4823.0,-74.7751937984496,False,False,False,False,6132.3798449612395,False,False,False,False
2025-02-07 17:00:00+00:00,30.05,30.14,29.995,30.1,3728.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.314049586777557,-83.47107438016633,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-1095.0,-90.5926326542876,False,False,False,False,6095.102638062615,False,False,False,False
2025-02-07 18:00:00+00:00,30.095,30.195,29.985,30.0,2998.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.222246349969392,-80.42229233461593,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-4093.0,-152.6454600549963,False,False,False,False,6047.085542898854,False,False,False,False
2025-02-07 19:00:00+00:00,30.0,30.1,29.975,30.055,4586.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.803713212644322,-70.08321603011561,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,493.0,-142.6354529223607,False,False,False,False,6024.433053861663,False,False,False,False
2025-02-07 20:00:00+00:00,30.055,30.19,30.03,30.15,20014.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.192605528917724,-56.032865732990885,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,20507.0,177.51393394465265,False,False,False,False,6241.325564654506,False,False,False,False
2025-02-10 15:00:00+00:00,30.195,30.27,30.035,30.08,4301.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.89654768563929,-49.96696583372029,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,16206.0,426.01759388349524,False,False,False,False,6211.242997760637,False,False,False,False
2025-02-10 16:00:00+00:00,30.085,30.11,29.875,29.925,7190.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.66390156897083,-49.96696583372029,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,9016.0,559.1956156837512,False,False,False,False,6226.417524927138,False,False,False,False
2025-02-10 17:00:00+00:00,29.93,29.98,29.885,29.935,3806.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.41751186158194,-49.23941387279988,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,12822.0,749.3166138902045,False,False,False,False,6188.891671827493,False,False,False,False
2025-02-10 18:00:00+00:00,29.935,30.03,29.935,30.0,4181.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.376696463290145,-43.612329005478365,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,17003.0,1001.3117051477207,False,False,False,False,6157.761568388308,False,False,False,False
